taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRqsRadius,idleRoamingMode,waitingAvgMean,travelAvgMean,distanceAvgMean,servedRatio,calculationAvgMean,communicationAvgMean,kmPerServedClient,calculationMsPerServedClient,pickupPct,communicationSharePct
39,638,1,BASELINE,0,1000,none,6.213748333333333,14.050640000000001,67.8687698,0.9598746081504702,0.0211875,0.07100000000000001,4.321898479324002,3.060651750300635,95.98746081504702,0.3351032448377581
39,638,1,BASELINE,0,1000,past-avg,2.580945,10.193975,119.4923548,0.9963949843260189,0.0128625,0.0700375,7.330756919555159,1.7685686645438727,99.6394984326019,0.5445092322643343
39,638,1,BASELINE,0,1000,past-avg-revisit,6.139686666666667,13.972441666666665,68.0446318,0.9606583072100313,0.02355,0.0622,4.329575065989315,3.4071591293135137,96.06583072100314,0.2641188959660297
39,638,1,BASELINE,0,1000,past-avg-total,2.4603383333333335,10.088371666666665,134.6401137,0.9973354231974921,0.012525,0.0668625,8.252321510647786,1.7136699680218914,99.73354231974922,0.5338323353293414
39,638,1,BASELINE,0,1000,random,1.980678333333333,9.652893333333333,261.32467269999995,0.9993730407523511,0.009075,0.0742875,15.984707443411978,1.232504069187311,99.93730407523512,0.8185950413223142
39,638,1,BASELINE,0,2000,none,3.0000733333333334,10.713728333333332,83.8400822,0.99858934169279,0.006675,0.0941125,5.132289845683171,0.9071373143197757,99.858934169279,1.4099250936329588
39,638,1,BASELINE,0,2000,past-avg,2.7571666666666665,10.49204,99.1404106,0.9998432601880878,0.0052125,0.11545,6.061340107773015,0.7116985231517251,99.98432601880877,2.2148681055155874
39,638,1,BASELINE,0,2000,past-avg-revisit,2.963716666666667,10.692026666666667,84.3948357,0.9982758620689655,0.007275,0.09961249999999999,5.167806225725647,0.9918130391993564,99.82758620689654,1.3692439862542953
39,638,1,BASELINE,0,2000,past-avg-total,2.75624,10.49324,102.7953025,1.0,0.0052125,0.12105,6.283725387931034,0.708326802507837,100.0,2.322302158273381
39,638,1,BASELINE,0,2000,random,2.6963866666666667,10.436076666666667,108.67422959999999,1.0,0.004825,0.1148125,6.643095539811912,0.6598158307210031,100.0,2.3795336787564763
39,638,1,BASELINE,0,3000,none,3.9080733333333333,11.651821666666667,94.1985436,1.0,0.0045874999999999996,0.156475,5.758218182445141,0.6324647335423198,100.0,3.4108991825613084
39,638,1,BASELINE,0,3000,past-avg,3.868195,11.614478333333334,98.7812191,1.0,0.0045249999999999995,0.175125,6.038350383855799,0.6277233542319749,100.0,3.870165745856354
39,638,1,BASELINE,0,3000,past-avg-revisit,3.8746183333333333,11.619136666666666,95.25957079999999,1.0,0.0047875,0.1602375,5.823077211912225,0.6633032915360502,100.0,3.346997389033943
39,638,1,BASELINE,0,3000,past-avg-total,3.873546666666667,11.620045,102.77065780000001,1.0,0.0045625,0.17595,6.282218893730407,0.6328761755485893,100.0,3.8564383561643836
39,638,1,BASELINE,0,3000,random,3.84084,11.587298333333333,102.98683989999999,1.0,0.0045000000000000005,0.17270000000000002,6.295433786990595,0.6182210031347962,100.0,3.837777777777778
39,638,1,BASELINE,1,1000,none,6.16660375,14.003663333333334,67.9859422,0.9599529780564263,0.0215625,0.09621249999999999,4.328975755613871,3.129572540601284,95.99529780564264,0.4462028985507246
39,638,1,BASELINE,1,1000,past-avg,2.5787620833333333,10.193930416666667,119.331532525,0.996473354231975,0.014125,0.0837125,7.320293353730225,1.942337112160582,99.6473354231975,0.5926548672566371
39,638,1,BASELINE,1,1000,past-avg-revisit,6.097196666666667,13.945087083333332,68.158856175,0.960344827586207,0.0246625,0.06815,4.338162441181918,3.5691204279608364,96.0344827586207,0.2763304612265585
39,638,1,BASELINE,1,1000,past-avg-total,2.4600566666666666,10.08817625,134.87266115,0.9977664576802509,0.013500000000000002,0.09418750000000001,8.263045750306997,1.8485525450599423,99.77664576802509,0.6976851851851851
39,638,1,BASELINE,1,1000,random,1.99863,9.670806666666667,264.0278663,0.9994514106583072,0.0095875,0.099825,16.14862674769833,1.3187645360727198,99.94514106583073,1.041199478487614
39,638,1,BASELINE,1,2000,none,2.98582125,10.709388749999999,83.84835895,0.9983542319749217,0.0070625,0.1284125,5.133986687961339,0.9633827401091248,99.83542319749216,1.8182300884955753
39,638,1,BASELINE,1,2000,past-avg,2.75978,10.495710833333334,98.67382244999999,0.9998432601880878,0.005475,0.1371,6.032792264509629,0.7473024820007579,99.98432601880877,2.504109589041096
39,638,1,BASELINE,1,2000,past-avg-revisit,2.9550204166666667,10.6834875,84.84990727499999,0.9982758620689656,0.007925,0.1549625,5.195691207644734,1.0855549903266961,99.82758620689656,1.9553627760252368
39,638,1,BASELINE,1,2000,past-avg-total,2.7518654166666665,10.48922,103.0108289,1.0,0.00555,0.15263749999999998,6.296900199216301,0.7555250783699059,100.0,2.7502252252252246
39,638,1,BASELINE,1,2000,random,2.70717625,10.44699625,108.600162,1.0,0.0050625,0.1453375,6.6385678965517245,0.6897139498432602,100.0,2.870864197530864
39,638,1,BASELINE,1,3000,none,3.9003175,11.645083333333332,94.18985155000001,1.0,0.0049125,0.1973625,5.75768685023511,0.6625783699059561,100.0,4.017557251908397
39,638,1,BASELINE,1,3000,past-avg,3.8954466666666665,11.641859166666666,98.9516753,1.0,0.0049250000000000006,0.2043625,6.0487701202194355,0.6713362068965517,100.0,4.149492385786802
39,638,1,BASELINE,1,3000,past-avg-revisit,3.8960833333333333,11.640631666666668,95.81364295,0.9999216300940439,0.005425,0.23121250000000002,5.857415702768536,0.7361180998804151,99.9921630094044,4.2619815668202765
39,638,1,BASELINE,1,3000,past-avg-total,3.9001,11.6465475,103.05468325000001,1.0,0.005025,0.21050000000000002,6.299580951018809,0.6846786833855799,100.0,4.18905472636816
39,638,1,BASELINE,1,3000,random,3.8628083333333336,11.609006666666666,103.66627969999999,1.0,0.00475,0.1888,6.3369669409090905,0.6386755485893417,100.0,3.9747368421052633
39,638,1,BASELINE,2,1000,none,6.151890416666666,14.004314583333333,67.980050525,0.9596003134796238,0.021750000000000002,0.0792,4.330178770539345,3.14803183291998,95.96003134796238,0.3641379310344827
39,638,1,BASELINE,2,1000,past-avg,2.58339875,10.19785,119.37034034999999,0.9964341692789969,0.0138875,0.076475,7.3229721619575985,1.8984368704297836,99.6434169278997,0.5506750675067507
39,638,1,BASELINE,2,1000,past-avg-revisit,6.088038333333333,13.957641666666667,68.156304675,0.9596394984326019,0.025325,0.084575,4.341129985419851,3.6662328372943493,95.96394984326018,0.3339585389930898
39,638,1,BASELINE,2,1000,past-avg-total,2.439913333333333,10.0701725,135.13533665,0.9976880877742946,0.0134125,0.0865,8.279818610616815,1.834755634472912,99.76880877742946,0.6449207828518172
39,638,1,BASELINE,2,1000,random,2.004785,9.676275833333333,264.89818345000003,0.9995297805642634,0.009850000000000001,0.102125,16.200559392380374,1.3499367035511194,99.95297805642635,1.0368020304568526
39,638,1,BASELINE,2,2000,none,2.9917808333333333,10.71686,83.7146647,0.9983150470219435,0.007274999999999999,0.1328125,5.126000700535115,0.9899539851252476,99.83150470219435,1.8256013745704471
39,638,1,BASELINE,2,2000,past-avg,2.75139,10.488344166666668,97.8534285,0.9999216300940439,0.0055875000000000005,0.1519375,5.982126720899175,0.763170757813615,99.9921630094044,2.7192393736017895
39,638,1,BASELINE,2,2000,past-avg-revisit,3.0113137500000002,10.7268475,84.9955527,0.9985109717868338,0.00815,0.1382,5.20336837876962,1.1182486217503016,99.85109717868337,1.6957055214723928
39,638,1,BASELINE,2,2000,past-avg-total,2.751745416666667,10.488398333333333,103.201335225,1.0,0.0056625,0.15483750000000002,6.308545570180251,0.7743926332288401,100.0,2.7344370860927154
39,638,1,BASELINE,2,2000,random,2.7056804166666666,10.44565875,107.98916295,1.0,0.0052125,0.1389375,6.60121842484326,0.7065634796238245,100.0,2.66546762589928
39,638,1,BASELINE,2,3000,none,3.8965924999999997,11.641841666666668,94.16681205,0.9999216300940439,0.005025,0.188275,5.756737696220652,0.6783157728970537,99.9921630094044,3.746766169154229
39,638,1,BASELINE,2,3000,past-avg,3.8873575000000002,11.633596666666666,98.88628879999999,1.0,0.0050375,0.1823125,6.044773139811912,0.6904192789968652,100.0,3.6191066997518604
39,638,1,BASELINE,2,3000,past-avg-revisit,3.913358333333333,11.657195833333333,96.03270455,1.0,0.006025,0.243,5.870337738949843,0.816007053291536,100.0,4.033195020746888
39,638,1,BASELINE,2,3000,past-avg-total,3.9083366666666666,11.654638333333333,103.40899694999999,1.0,0.005275,0.2103,6.321239625470219,0.7143221003134796,100.0,3.986729857819905
39,638,1,BASELINE,2,3000,random,3.8682758333333336,11.614460833333332,103.7211954,1.0,0.0049375,0.18265,6.340323856739812,0.6732954545454546,100.0,3.6992405063291134
39,638,1,RUSH_HOUR,0,1000,none,6.909426666666667,14.763738333333333,66.5045254,0.9553291536050157,0.0180875,0.0802375,4.254873270757144,2.606056237090986,95.53291536050156,0.44360746371803733
39,638,1,RUSH_HOUR,0,1000,past-avg,3.6675933333333335,11.205346666666667,111.366371,0.990909090909091,0.013787500000000001,0.077925,6.870034480473355,1.911813675946418,99.0909090909091,0.5651858567543064
39,638,1,RUSH_HOUR,0,1000,past-avg-revisit,6.706376666666666,14.536606666666666,66.877591,0.9564263322884013,0.019975,0.0648125,4.273835915872912,2.867998703075616,95.64263322884014,0.324468085106383
39,638,1,RUSH_HOUR,0,1000,past-avg-total,3.3741883333333336,10.890703333333333,127.7834379,0.9929467084639498,0.01305,0.0725375,7.8665924412567225,1.790350750696169,99.29467084639498,0.5558429118773947
39,638,1,RUSH_HOUR,0,1000,random,2.276585,9.87981,226.229475,0.9992163009404389,0.0098,0.0854,13.839631878989474,1.3339636399167953,99.92163009404389,0.8714285714285714
39,638,1,RUSH_HOUR,0,2000,none,3.082845,10.758703333333333,83.4594695,0.9987460815047022,0.006712500000000001,0.09586249999999999,5.10814566385862,0.9198660746810776,99.87460815047022,1.4281191806331468
39,638,1,RUSH_HOUR,0,2000,past-avg,2.8884133333333333,10.583661666666668,100.5487778,0.9995297805642634,0.005775000000000001,0.11315,6.149249818328781,0.7881427894533202,99.95297805642635,1.9593073593073589
