metric,algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,runs,avgMean,avgStd,avgMin,avgMax,countMean,countMin,countMax,spreadMean,spreadStd,communicationTimeMillisMean,rawRows,servedRatioMean
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,184.13137166666667,0.7077930558725253,183.09365,185.05135,27762.0,27762,27762,462.23999999999995,12.809832257650214,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,65.62988,0.6626266739739136,64.5379,66.45993333333334,27762.0,27762,27762,221.48000000000002,30.34770497963337,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,2000,True,random,random,10,99.29678166666666,1.0299404972759387,97.8993,100.99163333333333,27762.0,27762,27762,377.97333333333336,4.693811265648718,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,0,1,2000,False,none,none,10,174.89030166666666,0.9495620433135822,173.52366666666666,175.95371666666668,27762.0,27762,27762,477.2466666666667,9.304345858353074,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,78.18217833333333,0.4212534887608751,77.67795,79.13325,27762.0,27762,27762,214.23000000000002,12.65439659116229,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,174.32524,0.9388489580989372,172.80363333333335,175.3523,27762.0,27762,27762,476.695,8.329365907423758,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,51.38791833333333,1.46937364136186,48.940916666666666,53.703966666666666,27762.0,27762,27762,179.79166666666669,4.266198252644175,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,0,1,2000,True,random,random,10,85.65691999999999,1.091182996721143,83.79036666666666,87.00686666666667,27762.0,27762,27762,363.5283333333333,6.524261700816484,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,1,1,2000,False,none,none,10,174.89030166666666,0.9495620433135756,173.52366666666666,175.95371666666668,27762.0,27762,27762,477.2466666666667,9.304345858353093,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,78.18217833333333,0.42125348876087526,77.67795,79.13325,27762.0,27762,27762,214.23000000000002,12.65439659116229,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,174.32524,0.9388489580989354,172.80363333333335,175.3523,27762.0,27762,27762,476.695,8.329365907423746,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,51.38791833333333,1.4693736413618603,48.940916666666666,53.703966666666666,27762.0,27762,27762,179.79166666666669,4.266198252644171,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,1,1,2000,True,random,random,10,85.65691999999999,1.0911829967211437,83.79036666666666,87.00686666666667,27762.0,27762,27762,363.5283333333333,6.5242617008164885,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,2000,False,none,none,10,174.89030166666666,0.9495620433135739,173.52366666666666,175.95371666666668,27762.0,27762,27762,477.2466666666667,9.30434585835307,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,78.18217833333333,0.42125348876087526,77.67795,79.13325,27762.0,27762,27762,214.23000000000002,12.65439659116229,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,174.32524,0.9388489580989371,172.80363333333335,175.3523,27762.0,27762,27762,476.695,8.329365907423742,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,51.38791833333333,1.4693736413618603,48.940916666666666,53.703966666666666,27762.0,27762,27762,179.79166666666669,4.266198252644173,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,2000,True,random,random,10,85.65691999999999,1.0911829967211435,83.79036666666666,87.00686666666667,27762.0,27762,27762,363.5283333333333,6.524261700816486,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,2000,False,none,none,10,174.89030166666666,0.949562043313577,173.52366666666666,175.95371666666668,27762.0,27762,27762,477.2466666666667,9.304345858353093,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,2000,True,past-avg,past-avg,10,78.18217833333333,0.42125348876087615,77.67795,79.13325,27762.0,27762,27762,214.23000000000002,12.654396591162284,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,174.32524,0.9388489580989359,172.80363333333335,175.3523,27762.0,27762,27762,476.695,8.329365907423742,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,51.38791833333333,1.4693736413618603,48.940916666666666,53.703966666666666,27762.0,27762,27762,179.79166666666669,4.2661982526441795,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,2000,True,random,random,10,85.65691999999999,1.091182996721145,83.79036666666666,87.00686666666667,27762.0,27762,27762,363.5283333333333,6.524261700816495,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,0,4,0,1,2000,False,none,none,10,174.89030166666666,0.949562043313577,173.52366666666666,175.95371666666668,27762.0,27762,27762,477.2466666666667,9.30434585835307,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,0,4,0,1,2000,True,past-avg,past-avg,10,78.18217833333333,0.4212534887608747,77.67795,79.13325,27762.0,27762,27762,214.23000000000002,12.654396591162293,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,174.32524,0.9388489580989358,172.80363333333335,175.3523,27762.0,27762,27762,476.695,8.32936590742377,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,51.38791833333333,1.4693736413618594,48.940916666666666,53.703966666666666,27762.0,27762,27762,179.79166666666669,4.266198252644177,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,0,4,0,1,2000,True,random,random,10,85.65691999999999,1.0911829967211448,83.79036666666666,87.00686666666667,27762.0,27762,27762,363.5283333333333,6.524261700816481,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,0,4,1,1,2000,False,none,none,10,174.89030166666666,0.9495620433135817,173.52366666666666,175.95371666666668,27762.0,27762,27762,477.2466666666667,9.304345858353075,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,78.18217833333333,0.4212534887608775,77.67795,79.13325,27762.0,27762,27762,214.23000000000002,12.654396591162289,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,174.32524,0.9388489580989393,172.80363333333335,175.3523,27762.0,27762,27762,476.695,8.329365907423744,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,51.38791833333333,1.4693736413618603,48.940916666666666,53.703966666666666,27762.0,27762,27762,179.79166666666669,4.266198252644172,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,0,4,1,1,2000,True,random,random,10,85.65691999999999,1.0911829967211448,83.79036666666666,87.00686666666667,27762.0,27762,27762,363.5283333333333,6.524261700816483,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,2000,False,none,none,10,174.89030166666666,0.9495620433135783,173.52366666666666,175.95371666666668,27762.0,27762,27762,477.2466666666667,9.30434585835309,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,78.18217833333333,0.4212534887608767,77.67795,79.13325,27762.0,27762,27762,214.23000000000002,12.654396591162289,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,174.32524,0.9388489580989391,172.80363333333335,175.3523,27762.0,27762,27762,476.695,8.329365907423758,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,51.38791833333333,1.46937364136186,48.940916666666666,53.703966666666666,27762.0,27762,27762,179.79166666666669,4.266198252644171,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,2000,True,random,random,10,85.65691999999999,1.091182996721145,83.79036666666666,87.00686666666667,27762.0,27762,27762,363.5283333333333,6.524261700816483,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,2000,False,none,none,10,174.89030166666666,0.9495620433135806,173.52366666666666,175.95371666666668,27762.0,27762,27762,477.2466666666667,9.304345858353091,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,78.18217833333333,0.42125348876087526,77.67795,79.13325,27762.0,27762,27762,214.23000000000002,12.65439659116229,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,174.32524,0.9388489580989328,172.80363333333335,175.3523,27762.0,27762,27762,476.695,8.329365907423766,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,51.38791833333333,1.4693736413618599,48.940916666666666,53.703966666666666,27762.0,27762,27762,179.79166666666669,4.2661982526441795,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,2000,True,random,random,10,85.65691999999999,1.091182996721147,83.79036666666666,87.00686666666667,27762.0,27762,27762,363.5283333333333,6.524261700816476,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,0,4,0,1,2000,False,none,none,10,163.388555,1.0635227104394063,161.4756833333333,164.44863333333333,27762.0,27762,27762,471.2166666666667,9.407237166730264,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,72.22290666666666,0.5608177396544352,71.24118333333332,73.15066666666667,27762.0,27762,27762,206.75833333333335,5.983543532880546,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,162.99905666666666,1.0712590139125524,161.0773,164.19018333333332,27762.0,27762,27762,470.52833333333336,13.348570113464383,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,39.04264666666667,1.1936989038589512,36.71605,40.76073333333333,27762.0,27762,27762,134.44666666666666,8.464613340982899,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,0,4,0,1,2000,True,random,random,10,72.98380833333333,0.8437958912348541,71.23293333333332,74.19548333333334,27762.0,27762,27762,346.0366666666667,6.937693607575415,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,0,4,1,1,2000,False,none,none,10,163.388555,1.0635227104394005,161.4756833333333,164.44863333333333,27762.0,27762,27762,471.2166666666667,9.407237166730239,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,72.22290666666666,0.5608177396544396,71.24118333333332,73.15066666666667,27762.0,27762,27762,206.75833333333335,5.983543532880535,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,162.99905666666666,1.0712590139125509,161.0773,164.19018333333332,27762.0,27762,27762,470.52833333333336,13.348570113464366,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,39.04264666666667,1.1936989038589545,36.71605,40.76073333333333,27762.0,27762,27762,134.44666666666666,8.464613340982902,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,0,4,1,1,2000,True,random,random,10,72.98380833333333,0.8437958912348537,71.23293333333332,74.19548333333334,27762.0,27762,27762,346.0366666666667,6.937693607575413,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,2000,False,none,none,10,163.388555,1.0635227104394018,161.4756833333333,164.44863333333333,27762.0,27762,27762,471.2166666666667,9.407237166730246,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,72.22290666666666,0.5608177396544396,71.24118333333332,73.15066666666667,27762.0,27762,27762,206.75833333333335,5.983543532880538,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,162.99905666666666,1.0712590139125506,161.0773,164.19018333333332,27762.0,27762,27762,470.52833333333336,13.34857011346438,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,39.04264666666667,1.193698903858953,36.71605,40.76073333333333,27762.0,27762,27762,134.44666666666666,8.464613340982897,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,2000,True,random,random,10,72.98380833333333,0.8437958912348471,71.23293333333332,74.19548333333334,27762.0,27762,27762,346.0366666666667,6.93769360757541,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,2000,False,none,none,10,163.388555,1.063522710439408,161.4756833333333,164.44863333333333,27762.0,27762,27762,471.2166666666667,9.407237166730262,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,2000,True,past-avg,past-avg,10,72.22290666666666,0.5608177396544344,71.24118333333332,73.15066666666667,27762.0,27762,27762,206.75833333333335,5.983543532880547,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,162.99905666666666,1.0712590139125566,161.0773,164.19018333333332,27762.0,27762,27762,470.52833333333336,13.348570113464378,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,39.04264666666667,1.1936989038589534,36.71605,40.76073333333333,27762.0,27762,27762,134.44666666666666,8.464613340982899,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,2000,True,random,random,10,72.98380833333333,0.8437958912348525,71.23293333333332,74.19548333333334,27762.0,27762,27762,346.0366666666667,6.9376936075754045,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,0,4,0,1,2000,False,none,none,10,163.388555,1.0635227104394043,161.4756833333333,164.44863333333333,27762.0,27762,27762,471.2166666666667,9.407237166730239,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,0,4,0,1,2000,True,past-avg,past-avg,10,72.22290666666666,0.5608177396544344,71.24118333333332,73.15066666666667,27762.0,27762,27762,206.75833333333335,5.983543532880547,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,162.99905666666666,1.07125901391255,161.0773,164.19018333333332,27762.0,27762,27762,470.52833333333336,13.34857011346437,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,39.04264666666667,1.1936989038589538,36.71605,40.76073333333333,27762.0,27762,27762,134.44666666666666,8.464613340982902,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,0,4,0,1,2000,True,random,random,10,72.98380833333333,0.84379589123485,71.23293333333332,74.19548333333334,27762.0,27762,27762,346.0366666666667,6.9376936075754,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,0,4,1,1,2000,False,none,none,10,163.388555,1.0635227104394074,161.4756833333333,164.44863333333333,27762.0,27762,27762,471.2166666666667,9.407237166730274,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,72.22290666666666,0.5608177396544352,71.24118333333332,73.15066666666667,27762.0,27762,27762,206.75833333333335,5.983543532880538,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,162.99905666666666,1.0712590139125486,161.0773,164.19018333333332,27762.0,27762,27762,470.52833333333336,13.34857011346438,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,39.04264666666667,1.1936989038589532,36.71605,40.76073333333333,27762.0,27762,27762,134.44666666666666,8.464613340982902,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,0,4,1,1,2000,True,random,random,10,72.98380833333333,0.8437958912348529,71.23293333333332,74.19548333333334,27762.0,27762,27762,346.0366666666667,6.937693607575408,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,2000,False,none,none,10,163.388555,1.063522710439408,161.4756833333333,164.44863333333333,27762.0,27762,27762,471.2166666666667,9.407237166730246,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,72.22290666666666,0.560817739654437,71.24118333333332,73.15066666666667,27762.0,27762,27762,206.75833333333335,5.983543532880547,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,162.99905666666666,1.0712590139125464,161.0773,164.19018333333332,27762.0,27762,27762,470.52833333333336,13.34857011346438,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,39.04264666666667,1.1936989038589536,36.71605,40.76073333333333,27762.0,27762,27762,134.44666666666666,8.464613340982899,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,2000,True,random,random,10,72.98380833333333,0.8437958912348547,71.23293333333332,74.19548333333334,27762.0,27762,27762,346.0366666666667,6.937693607575403,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,2000,False,none,none,10,163.388555,1.0635227104394027,161.4756833333333,164.44863333333333,27762.0,27762,27762,471.2166666666667,9.407237166730244,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,72.22290666666666,0.560817739654437,71.24118333333332,73.15066666666667,27762.0,27762,27762,206.75833333333335,5.98354353288054,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,162.99905666666666,1.071259013912554,161.0773,164.19018333333332,27762.0,27762,27762,470.52833333333336,13.348570113464373,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,39.04264666666667,1.1936989038589514,36.71605,40.76073333333333,27762.0,27762,27762,134.44666666666666,8.4646133409829,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,2000,True,random,random,10,72.98380833333333,0.8437958912348529,71.23293333333332,74.19548333333334,27762.0,27762,27762,346.0366666666667,6.93769360757541,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,0,4,0,1,2000,False,none,none,10,184.50229833333333,0.7832298732878471,183.50446666666667,185.50979999999998,27762.0,27762,27762,458.7283333333333,11.146059066596116,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,82.02761333333333,0.4501216069431,81.4644,82.85155,27762.0,27762,27762,225.49166666666665,11.429729617790722,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,183.82394333333335,0.8026071774974143,182.65475,185.04001666666667,27762.0,27762,27762,462.43666666666667,11.58120497366206,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,65.32238,0.8898508931414801,63.588,66.98733333333332,27762.0,27762,27762,218.925,30.131288084065343,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,0,4,0,1,2000,True,random,random,10,98.84412833333333,0.9198892896031223,96.96015000000001,99.98603333333334,27762.0,27762,27762,378.13666666666666,8.766349100007936,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,0,4,1,1,2000,False,none,none,10,179.34557,0.7838290413723983,178.41473333333334,180.54813333333334,27762.0,27762,27762,455.77166666666665,9.966010290538094,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,78.970075,0.6594288740673305,77.89826666666666,80.03831666666666,27762.0,27762,27762,217.6516666666667,8.938367328199666,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,178.28132,0.7431656951726787,177.04451666666668,179.45133333333334,27762.0,27762,27762,454.53000000000003,5.286436172641011,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,63.07232333333334,0.6701088200830401,62.19948333333333,64.27848333333333,27762.0,27762,27762,209.175,12.568538641395302,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,0,4,1,1,2000,True,random,random,10,95.14081833333333,1.0782978894927737,94.17771666666665,97.51945,27762.0,27762,27762,373.68,7.029237002655839,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,2000,False,none,none,10,184.41711,0.7130027503799489,183.31218333333334,185.41083333333333,27762.0,27762,27762,458.3166666666667,9.685769757869998,,10,
