metric,algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,runs,avgMean,avgStd,avgMin,avgMax,countMean,countMin,countMax,spreadMean,spreadStd,communicationTimeMillisMean,rawRows,servedRatioMean
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,2.75624,0.06706028805908817,2.5968166666666668,2.856733333333333,638.0,638,638,14.436666666666667,6.0532044365457605,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,0,4,0,1,2000,True,random,random,10,2.6963866666666667,0.06268117877672309,2.6069999999999998,2.8141333333333334,638.0,638,638,10.411666666666665,2.550974759228758,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,0,4,1,1,2000,False,none,none,10,3.0000733333333334,0.23324004063529816,2.7472833333333333,3.4491666666666663,637.1,635,638,35.32666666666667,12.761656980537007,,10,0.99858934169279
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,2.7571666666666665,0.05078925836662817,2.7052166666666664,2.8663499999999997,637.9,637,638,13.645,1.9238119630399966,,10,0.9998432601880878
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,2.963716666666667,0.24369432963509075,2.6669833333333335,3.4741833333333334,636.9,634,638,28.671666666666663,11.225467215110953,,10,0.9982758620689655
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,2.75624,0.06706028805908817,2.5968166666666668,2.856733333333333,638.0,638,638,14.436666666666667,6.053204436545761,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,0,4,1,1,2000,True,random,random,10,2.6963866666666667,0.06268117877672309,2.6069999999999998,2.8141333333333334,638.0,638,638,10.411666666666665,2.550974759228758,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,1,4,0,1,2000,False,none,none,10,3.0000733333333334,0.23324004063529816,2.7472833333333333,3.4491666666666663,637.1,635,638,35.32666666666667,12.761656980537008,,10,0.99858934169279
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,2.7571666666666665,0.05078925836662817,2.7052166666666664,2.8663499999999997,637.9,637,638,13.645,1.9238119630399966,,10,0.9998432601880878
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,2.963716666666667,0.24369432963509075,2.6669833333333335,3.4741833333333334,636.9,634,638,28.671666666666663,11.225467215110953,,10,0.9982758620689655
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,2.75624,0.06706028805908813,2.5968166666666668,2.856733333333333,638.0,638,638,14.436666666666667,6.053204436545761,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,1,4,0,1,2000,True,random,random,10,2.6963866666666667,0.06268117877672309,2.6069999999999998,2.8141333333333334,638.0,638,638,10.411666666666665,2.550974759228758,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,1,4,1,1,2000,False,none,none,10,3.0000733333333334,0.23324004063529816,2.7472833333333333,3.4491666666666663,637.1,635,638,35.32666666666667,12.761656980537008,,10,0.99858934169279
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,2.7571666666666665,0.05078925836662817,2.7052166666666664,2.8663499999999997,637.9,637,638,13.645,1.9238119630399966,,10,0.9998432601880878
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,2.963716666666667,0.24369432963509075,2.6669833333333335,3.4741833333333334,636.9,634,638,28.671666666666663,11.225467215110953,,10,0.9982758620689655
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,2.75624,0.06706028805908813,2.5968166666666668,2.856733333333333,638.0,638,638,14.436666666666667,6.053204436545761,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,2000,nearest,1,4,1,1,2000,True,random,random,10,2.6963866666666667,0.06268117877672309,2.6069999999999998,2.8141333333333334,638.0,638,638,10.411666666666665,2.550974759228758,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,0,4,0,1,2000,False,none,none,10,3.9080733333333333,0.07594092904161572,3.798983333333333,4.02325,638.0,638,638,13.344999999999999,12.229649384756462,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,3.868195,0.05408879761815564,3.804133333333333,3.960266666666667,638.0,638,638,6.92,1.5389951828512998,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,3.8746183333333333,0.05630256032706427,3.7715,3.98075,638.0,638,638,9.661666666666665,6.1846636783914795,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,3.873546666666667,0.08887852675713367,3.7499166666666666,4.0321,638.0,638,638,6.65,1.2660573583246142,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,0,4,0,1,2000,True,random,random,10,3.84084,0.04790996069016678,3.785816666666667,3.90115,638.0,638,638,6.623333333333333,0.92038639228919,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,0,4,1,1,2000,False,none,none,10,3.9080733333333333,0.07594092904161572,3.798983333333333,4.02325,638.0,638,638,13.344999999999999,12.229649384756462,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,3.868195,0.05408879761815564,3.804133333333333,3.960266666666667,638.0,638,638,6.92,1.5389951828512998,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,3.8746183333333333,0.05630256032706428,3.7715,3.98075,638.0,638,638,9.661666666666665,6.1846636783914795,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,3.873546666666667,0.08887852675713367,3.7499166666666666,4.0321,638.0,638,638,6.65,1.2660573583246142,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,0,4,1,1,2000,True,random,random,10,3.84084,0.04790996069016678,3.785816666666667,3.90115,638.0,638,638,6.623333333333333,0.92038639228919,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,1,4,0,1,2000,False,none,none,10,3.9080733333333333,0.07594092904161572,3.798983333333333,4.02325,638.0,638,638,13.344999999999999,12.229649384756462,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,3.868195,0.05408879761815564,3.804133333333333,3.960266666666667,638.0,638,638,6.92,1.5389951828512998,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,3.8746183333333333,0.05630256032706428,3.7715,3.98075,638.0,638,638,9.661666666666665,6.1846636783914795,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,3.873546666666667,0.08887852675713367,3.7499166666666666,4.0321,638.0,638,638,6.65,1.2660573583246142,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,1,4,0,1,2000,True,random,random,10,3.84084,0.04790996069016678,3.785816666666667,3.90115,638.0,638,638,6.623333333333333,0.92038639228919,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,1,4,1,1,2000,False,none,none,10,3.9080733333333333,0.07594092904161572,3.798983333333333,4.02325,638.0,638,638,13.344999999999999,12.229649384756462,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,1,4,1,1,2000,True,past-avg,past-avg,10,3.868195,0.05408879761815564,3.804133333333333,3.960266666666667,638.0,638,638,6.92,1.5389951828512998,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,3.8746183333333333,0.05630256032706428,3.7715,3.98075,638.0,638,638,9.661666666666665,6.1846636783914795,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,3.873546666666667,0.08887852675713367,3.7499166666666666,4.0321,638.0,638,638,6.65,1.2660573583246142,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,greedy,1,4,1,1,2000,True,random,random,10,3.84084,0.04790996069016678,3.785816666666667,3.90115,638.0,638,638,6.623333333333333,0.92038639228919,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,0,4,0,1,2000,False,none,none,10,3.9080733333333333,0.07594092904161572,3.798983333333333,4.02325,638.0,638,638,13.344999999999999,12.229649384756462,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,0,4,0,1,2000,True,past-avg,past-avg,10,3.868195,0.05408879761815564,3.804133333333333,3.960266666666667,638.0,638,638,6.92,1.5389951828512998,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,3.8746183333333333,0.056302560327064294,3.7715,3.98075,638.0,638,638,9.661666666666665,6.1846636783914795,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,3.873546666666667,0.08887852675713367,3.7499166666666666,4.0321,638.0,638,638,6.65,1.2660573583246142,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,0,4,0,1,2000,True,random,random,10,3.84084,0.04790996069016678,3.785816666666667,3.90115,638.0,638,638,6.623333333333333,0.92038639228919,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,0,4,1,1,2000,False,none,none,10,3.9080733333333333,0.07594092904161572,3.798983333333333,4.02325,638.0,638,638,13.344999999999999,12.229649384756462,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,3.868195,0.05408879761815564,3.804133333333333,3.960266666666667,638.0,638,638,6.92,1.5389951828512998,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,3.8746183333333333,0.05630256032706428,3.7715,3.98075,638.0,638,638,9.661666666666665,6.1846636783914795,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,3.873546666666667,0.08887852675713367,3.7499166666666666,4.0321,638.0,638,638,6.65,1.2660573583246142,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,0,4,1,1,2000,True,random,random,10,3.84084,0.04790996069016678,3.785816666666667,3.90115,638.0,638,638,6.623333333333333,0.92038639228919,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,1,4,0,1,2000,False,none,none,10,3.9080733333333333,0.07594092904161572,3.798983333333333,4.02325,638.0,638,638,13.344999999999999,12.229649384756462,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,3.868195,0.05408879761815564,3.804133333333333,3.960266666666667,638.0,638,638,6.92,1.5389951828512998,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,3.8746183333333333,0.05630256032706428,3.7715,3.98075,638.0,638,638,9.661666666666665,6.1846636783914795,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,3.873546666666667,0.08887852675713367,3.7499166666666666,4.0321,638.0,638,638,6.65,1.2660573583246142,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,1,4,0,1,2000,True,random,random,10,3.84084,0.04790996069016678,3.785816666666667,3.90115,638.0,638,638,6.623333333333333,0.92038639228919,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,1,4,1,1,2000,False,none,none,10,3.9080733333333333,0.07594092904161576,3.798983333333333,4.02325,638.0,638,638,13.344999999999999,12.229649384756462,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,3.868195,0.05408879761815564,3.804133333333333,3.960266666666667,638.0,638,638,6.92,1.5389951828512998,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,3.8746183333333333,0.05630256032706428,3.7715,3.98075,638.0,638,638,9.661666666666665,6.1846636783914795,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,3.873546666666667,0.08887852675713367,3.7499166666666666,4.0321,638.0,638,638,6.65,1.2660573583246142,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,3000,nearest,1,4,1,1,2000,True,random,random,10,3.84084,0.04790996069016678,3.785816666666667,3.90115,638.0,638,638,6.623333333333333,0.92038639228919,,10,1.0
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,0,4,0,1,2000,False,none,none,10,6.213748333333333,0.6770657286349496,5.112016666666666,7.260033333333333,612.4,600,622,78.865,10.756968599786383,,10,0.9598746081504702
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,2.585116666666667,0.23587066030997103,2.2552333333333334,3.02035,635.6,633,638,37.5,11.39550756186808,,10,0.9962382445141066
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,6.139686666666667,0.5483706903744292,5.5421000000000005,7.260033333333333,612.9,600,622,78.43833333333333,11.235547781511025,,10,0.9606583072100313
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,2.4508983333333334,0.22477658433939238,2.22215,2.800683333333333,636.5,635,638,36.92666666666666,9.646214635292099,,10,0.9976489028213166
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,0,4,0,1,2000,True,random,random,10,1.9944266666666668,0.048436380062719935,1.9221833333333334,2.0749166666666667,637.7,636,638,13.756666666666666,1.9808683717432718,,10,0.9995297805642634
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,0,4,1,1,2000,False,none,none,10,6.13662,0.6289025036708447,5.094533333333334,7.260033333333333,612.6,600,622,79.015,11.861581957867589,,10,0.9601880877742947
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,2.57795,0.22392115165944879,2.2552333333333334,2.9486333333333334,636.0,633,638,38.413333333333334,11.454638933044539,,10,0.9968652037617555
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,6.057261666666667,0.5759315947169504,5.179950000000001,7.260033333333333,613.7,600,622,79.825,11.7207009281405,,10,0.9619122257053292
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,2.4678466666666665,0.22753634722532126,2.22215,2.800683333333333,636.6,635,638,36.90833333333334,9.645731640932631,,10,0.9978056426332289
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,0,4,1,1,2000,True,random,random,10,2.0028333333333332,0.04798907411659349,1.9321,2.0749166666666667,637.6,636,638,13.798333333333332,1.5702962290324658,,10,0.9993730407523511
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,1,4,0,1,2000,False,none,none,10,6.157686666666667,0.7102222245602141,4.83885,7.260033333333333,612.2,600,622,78.935,10.846710971021995,,10,0.9595611285266459
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,2.580878333333333,0.23822855933864842,2.2552333333333334,3.02035,635.7,633,638,37.35666666666667,11.243014841049057,,10,0.9963949843260189
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,6.09892,0.6793388550551588,4.73285,7.260033333333333,612.0,600,621,81.68666666666667,13.190463259023709,,10,0.9592476489028213
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,2.4600400000000002,0.21924519973066287,2.22215,2.800683333333333,636.6,635,638,36.925,9.64326109611791,,10,0.9978056426332289
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,1,4,0,1,2000,True,random,random,10,1.9944266666666668,0.048436380062719935,1.9221833333333334,2.0749166666666667,637.7,636,638,13.756666666666666,1.9808683717432718,,10,0.9995297805642634
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,1,4,1,1,2000,False,none,none,10,6.15836,0.6671503590775348,4.943983333333334,7.260033333333333,612.6,600,621,78.83833333333334,11.069380105765902,,10,0.9601880877742947
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,1,4,1,1,2000,True,past-avg,past-avg,10,2.5711033333333333,0.22727922672614537,2.2552333333333334,2.9486333333333334,635.7,633,638,38.394999999999996,11.441132341654793,,10,0.9963949843260189
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,6.092918333333333,0.5983850214159259,5.267716666666667,7.260033333333333,612.2,600,621,79.20833333333334,12.669430132272847,,10,0.9595611285266459
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,2.4614416666666665,0.2328417163911469,2.22215,2.800683333333333,636.6,635,638,36.90833333333334,9.645731640932631,,10,0.9978056426332289
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,greedy,1,4,1,1,2000,True,random,random,10,2.0028333333333332,0.04798907411659349,1.9321,2.0749166666666667,637.6,636,638,13.798333333333332,1.5702962290324658,,10,0.9993730407523511
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,0,4,0,1,2000,False,none,none,10,6.213748333333333,0.6770657286349496,5.112016666666666,7.260033333333333,612.4,600,622,78.865,10.756968599786383,,10,0.9598746081504702
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,0,4,0,1,2000,True,past-avg,past-avg,10,2.585116666666667,0.23587066030997098,2.2552333333333334,3.02035,635.6,633,638,37.5,11.39550756186808,,10,0.9962382445141066
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,6.139686666666667,0.5483706903744292,5.5421000000000005,7.260033333333333,612.9,600,622,78.43833333333333,11.235547781511025,,10,0.9606583072100313
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,2.4508983333333334,0.22477658433939238,2.22215,2.800683333333333,636.5,635,638,36.92666666666666,9.646214635292099,,10,0.9976489028213166
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,0,4,0,1,2000,True,random,random,10,1.9944266666666668,0.048436380062719935,1.9221833333333334,2.0749166666666667,637.7,636,638,13.756666666666666,1.9808683717432718,,10,0.9995297805642634
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,0,4,1,1,2000,False,none,none,10,6.13662,0.6289025036708447,5.094533333333334,7.260033333333333,612.6,600,622,79.015,11.861581957867589,,10,0.9601880877742947
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,2.57795,0.22392115165944879,2.2552333333333334,2.9486333333333334,636.0,633,638,38.413333333333334,11.454638933044539,,10,0.9968652037617555
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,6.057261666666667,0.5759315947169504,5.179950000000001,7.260033333333333,613.7,600,622,79.825,11.7207009281405,,10,0.9619122257053292
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,2.4678466666666665,0.22753634722532126,2.22215,2.800683333333333,636.6,635,638,36.90833333333334,9.645731640932631,,10,0.9978056426332289
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,0,4,1,1,2000,True,random,random,10,2.0028333333333332,0.04798907411659349,1.9321,2.0749166666666667,637.6,636,638,13.798333333333332,1.5702962290324658,,10,0.9993730407523511
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,1,4,0,1,2000,False,none,none,10,6.157686666666667,0.7102222245602141,4.83885,7.260033333333333,612.2,600,622,78.935,10.846710971021995,,10,0.9595611285266459
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,2.580878333333333,0.23822855933864842,2.2552333333333334,3.02035,635.7,633,638,37.35666666666667,11.243014841049057,,10,0.9963949843260189
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,6.09892,0.6793388550551588,4.73285,7.260033333333333,612.0,600,621,81.68666666666667,13.190463259023709,,10,0.9592476489028213
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,2.4600400000000002,0.21924519973066287,2.22215,2.800683333333333,636.6,635,638,36.925,9.64326109611791,,10,0.9978056426332289
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,1,4,0,1,2000,True,random,random,10,1.9944266666666668,0.04843638006271994,1.9221833333333334,2.0749166666666667,637.7,636,638,13.756666666666666,1.980868371743272,,10,0.9995297805642634
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,1,4,1,1,2000,False,none,none,10,6.15836,0.6671503590775348,4.943983333333334,7.260033333333333,612.6,600,621,78.83833333333334,11.069380105765902,,10,0.9601880877742947
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,2.5711033333333333,0.2272792267261454,2.2552333333333334,2.9486333333333334,635.7,633,638,38.394999999999996,11.441132341654793,,10,0.9963949843260189
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,6.092918333333333,0.5983850214159259,5.267716666666667,7.260033333333333,612.2,600,621,79.20833333333334,12.669430132272847,,10,0.9595611285266459
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,2.4614416666666665,0.2328417163911469,2.22215,2.800683333333333,636.6,635,638,36.90833333333334,9.645731640932631,,10,0.9978056426332289
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,1000,nearest,1,4,1,1,2000,True,random,random,10,2.0028333333333332,0.04798907411659349,1.9321,2.0749166666666667,637.6,636,638,13.798333333333332,1.5702962290324658,,10,0.9993730407523511
Client Waiting Time [min],TaxiAlgorithmP2PCollector,39,638,1,BASELINE,1,15,2000,greedy,0,4,0,1,2000,False,none,none,10,3.006638333333333,0.24258109577577933,2.73825,3.4962500000000003,636.9,635,638,32.805,10.23068505363481,,10,0.9982758620689655
