algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,idleRoamingMode,spatialRequests,zoneWaitingMin,zoneWaitingMax,waitingMean,pickedUpPerRun,notPickedUpPerRun,notPickedUpPct
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,none,452960,2.3956597222222222,7.830687830687832,4.3314966737313085,629.1111111111111,8.888888888888914,1.3932427725531213
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,past-avg,458794,2.114351851851852,6.318904320987655,3.0740992689529505,637.213888888889,0.7861111111110404,0.12321490769765524
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,past-avg-revisit,453012,2.2670454545454546,7.956990740740741,4.30164697623904,629.1833333333333,8.81666666666672,1.3819226750261318
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,past-avg-total,458992,2.349074074074074,4.939274691358025,3.034055059783177,637.4888888888888,0.5111111111111768,0.08011145942181454
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,random,459276,2.3117283950617282,3.63966049382716,2.8518479810252075,637.8833333333333,0.11666666666667425,0.018286311389760855
TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,none,452518,2.5444444444444447,9.397623456790123,4.571305745480474,628.4972222222223,9.502777777777737,1.4894636015325606
TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,past-avg,457838,2.4714583333333335,6.948842592592593,3.498066637835508,635.8861111111112,2.113888888888823,0.33133054684777796
TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,past-avg-revisit,452994,2.508236434108527,9.40780864197531,4.47852683111329,629.1583333333333,8.841666666666697,1.3858411703239337
TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,past-avg-total,458230,2.316898148148148,5.084104938271605,3.3922462518822427,636.4305555555555,1.569444444444457,0.24599442702891178
TaxiAlgorithmP2PCollector,39,638,1,RUSH_HOUR,random,459260,2.329840067340067,4.081911375661376,2.969079533742687,637.8611111111111,0.13888888888891415,0.02176941832114642
TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,none,406756,3.1255863539445627,17.391666666666666,10.746977057498846,564.9388888888889,73.06111111111113,11.451584813653783
TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,past-avg,459032,2.405864197530864,4.275529100529101,2.948738214329284,637.5444444444444,0.4555555555556339,0.07140369209335953
TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,past-avg-revisit,408446,3.4445916114790287,16.696604938271605,10.35045481328417,567.286111111111,70.71388888888896,11.083681644026482
TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,past-avg-total,459066,2.303114478114478,4.696481481481482,2.9654701793060987,637.5916666666667,0.408333333333303,0.06400208986415408
TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,random,459238,2.523508230452675,4.0675540123456795,3.1735882048088357,637.8305555555556,0.16944444444436613,0.026558690351781527
TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,none,382318,3.455397727272727,23.862467866323907,13.460116534752046,530.9972222222223,107.00277777777774,16.771595262974568
TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,past-avg,458960,2.1853395061728396,4.139730639730639,2.9679939428272615,637.4444444444445,0.5555555555555429,0.08707767328456785
TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,past-avg-revisit,384891,3.752425876010782,22.533225806451615,12.83814088490854,534.5708333333333,103.42916666666667,16.21146812957158
TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,past-avg-total,459184,2.052391975308642,4.684457671957672,2.8377092842956197,637.7555555555556,0.2444444444444116,0.038314176245205576
TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,random,459154,2.465895061728395,4.09945987654321,3.172520730154443,637.713888888889,0.2861111111110404,0.04484500174154238
TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,none,19982948,3.28880615608709,3.8193525586655355,3.5041279803493794,27754.094444444447,7.905555555553292,0.02847617446708916
TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,past-avg,19966111,4.876671451479412,5.962990831850565,5.461680739095026,27730.709722222222,31.2902777777781,0.11270901872263563
