algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,idleRoamingMode,spatialRequests,zoneWaitingMin,zoneWaitingMax,waitingMean,pickedUpPerRun,notPickedUpPerRun,notPickedUpPct
TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,past-avg-revisit,19983407,3.241651649348823,3.7607579751284135,3.4830315304425654,27754.731944444444,7.268055555556202,0.02617987016625676
TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,past-avg-total,19976344,3.8629299865507964,4.542433720897576,4.238646063897711,27744.92222222222,17.077777777780284,0.061514940486205184
TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,random,19988612,2.6992649389760657,2.8073559670781894,2.7489453144620546,27761.96111111111,0.03888888888832298,0.00014007956519099122
TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,none,19689693,12.326138368066896,19.24423258411818,16.268617873659412,27346.795833333334,415.2041666666664,1.4955844919914503
TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,past-avg,19611827,19.70246525351347,26.156335488551736,22.774319308275903,27238.64861111111,523.3513888888883,1.8851357571100364
TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,past-avg-revisit,19745637,12.214608733806637,17.714716552356702,15.277894491324844,27424.495833333334,337.5041666666657,1.2157055207357743
TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,past-avg-total,19615448,19.676483455297486,25.804326861531898,22.580205387950695,27243.67777777778,518.3222222222212,1.8670204676256075
TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,random,19869640,10.695295944137994,13.77839659021717,12.201833846343803,27596.722222222223,165.27777777777737,0.5953381520703745
TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,none,13440960,8.858509847640281,134.12213357336714,92.146360184342,18668.0,9094.0,32.7570059793963
TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,past-avg,19925468,3.448159107921118,8.069299167490934,6.218548057859084,27674.26111111111,87.73888888888905,0.31603951044193157
TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,past-avg-revisit,14108469,8.350537491998322,125.29653699123004,86.30376347001223,19595.095833333333,8166.904166666667,29.417564176452228
TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,past-avg-total,19983180,3.092009073277007,3.9177876309253863,3.3494788834076124,27754.416666666668,7.583333333332121,0.02731551521263641
TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,random,18349165,5.9567253463732674,67.01470520152506,52.24986328805698,25484.95138888889,2277.0486111111095,8.202033755172932
TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,none,10706939,32.41470172853152,181.43690512752264,128.954120864983,14870.74861111111,12891.25138888889,46.43488001184673
TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,past-avg,19066523,35.24052932045713,62.19601643856711,50.22031750886095,26481.281944444447,1280.7180555555533,4.613205300610739
TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,past-avg-revisit,11322798,33.165596316951316,169.53135042769884,120.53837833781604,15726.108333333334,12035.891666666666,43.35383497826765
TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,past-avg-total,19643242,13.265880408291306,29.329439249339387,22.639187122641633,27282.280555555553,479.7194444444467,1.7279714878050814
TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,random,18558935,38.34454734321631,78.62649410774411,57.34963200923616,25776.29861111111,1985.7013888888905,7.152587669796451
TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,n/a,6380,0.9527777777777777,3.2655555555555558,1.7100940438871473,638.0,0.0,0.0
TaxiAlgorithmSinglePassenger,39,638,1,RUSH_HOUR,n/a,6380,1.044871794871795,3.158823529411765,1.9210188087774296,638.0,0.0,0.0
TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_IMBALANCE,n/a,6380,1.9772727272727273,4.527777777777778,3.289477533960292,638.0,0.0,0.0
TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,n/a,6380,1.8888888888888888,5.097222222222221,3.6515856844305117,638.0,0.0,0.0
TaxiAlgorithmSinglePassenger,1685,27762,1,BASELINE,n/a,277620,1.2050025138260432,1.4280151946818613,1.316560166174387,27762.0,0.0,0.0
TaxiAlgorithmSinglePassenger,1685,27762,1,RUSH_HOUR,n/a,263198,32.329319105691056,53.31735193343123,41.76106518033318,26319.8,1442.2000000000007,5.1948706865499625
TaxiAlgorithmSinglePassenger,1685,27762,1,SPATIAL_IMBALANCE,n/a,277620,10.845920745920747,12.696285576459237,11.979217335446535,27762.0,0.0,0.0
TaxiAlgorithmSinglePassenger,1685,27762,1,SPATIAL_ISLANDS,n/a,277620,13.80378896882494,15.670164319248824,14.698352244074634,27762.0,0.0,0.0
