rank,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingMode,groups,groupsWithin5,groupsWithin5WithTravel,meanWaitingDeltaPct,worstWaitingDeltaPct,meanDistanceDeltaPct,worstDistanceDeltaPct,meanTravelDeltaPct,worstTravelDeltaPct,worstPickupGapPoints,worstReferenceDeltaPct
119,1,15,3000,greedy,0,4,0,1,2000,random,8,0,0,117.43005406453027,301.6545463677434,64.28657634116793,147.3358118910894,21.249112026978267,80.92337989069742,6.592104315251057,301.6545463677434
120,1,15,3000,greedy,1,4,0,1,2000,random,8,0,0,117.43006803280831,301.6545463677434,64.28657191467546,147.3358118910894,21.24912853622397,80.92337989069742,6.592104315251057,301.6545463677434
121,0,15,3000,greedy,0,4,0,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,302.45671356595574
122,0,15,3000,greedy,0,4,1,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,302.45671356595574
123,0,15,3000,greedy,1,4,0,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,302.45671356595574
124,0,15,3000,greedy,1,4,1,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,302.45671356595574
125,0,15,3000,nearest,0,4,0,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,302.45671356595574
126,0,15,3000,nearest,0,4,1,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,302.45671356595574
127,0,15,3000,nearest,1,4,0,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,302.45671356595574
128,0,15,3000,nearest,1,4,1,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,302.45671356595574
129,2,15,1000,greedy,0,4,1,1,2000,past-avg-total,8,1,1,46.79226702696482,330.0135707196533,42.66421221228146,76.57585787312358,-1.90709294044078,35.33496259260873,2.9399899142713126,330.0135707196533
130,2,15,1000,nearest,0,4,1,1,2000,past-avg-total,8,1,1,46.7252338567102,330.0135707196533,42.65705492127614,76.57585787312358,-1.9351613310858742,35.223043919457034,2.9385490958864557,330.0135707196533
131,2,15,1000,greedy,1,4,1,1,2000,past-avg-total,8,1,1,46.35674094864031,330.2501721658463,42.62925300805355,76.31642804754452,-2.014555567490669,34.75182368862353,2.9136949787479383,330.2501721658463
132,2,15,1000,nearest,1,4,1,1,2000,past-avg-total,8,1,1,46.38731325370466,330.3899303234692,42.626798606858316,76.31642804754452,-2.0164452445966603,34.77450794112893,2.9068510914199264,330.3899303234692
133,1,15,2000,nearest,0,4,1,1,2000,random,8,0,0,88.88383027040597,331.7766370055689,73.95599996330166,144.11350882743093,17.270639793183616,89.12270454366555,7.736114112816084,331.7766370055689
134,1,15,2000,nearest,1,4,1,1,2000,random,8,0,0,88.88162321260884,331.8793287651431,73.97553599764808,144.11350882743093,17.264918580201538,89.14801244065754,7.73251206685398,331.8793287651431
135,1,15,2000,greedy,1,4,1,1,2000,random,8,0,0,88.53071323483343,332.6827620452035,73.96466648274364,144.11350882743093,17.139705037681175,89.42886994267442,7.808155032058217,332.6827620452035
136,1,15,2000,greedy,0,4,1,1,2000,random,8,0,0,88.53587977920199,332.7392209478389,73.9560562070031,144.11350882743093,17.14225424106816,89.43162846047896,7.793746848209782,332.7392209478389
137,1,15,1000,greedy,1,4,1,1,2000,past-avg-total,8,1,1,50.77029534764835,337.6714062911426,42.27574379182435,76.3511476090137,-0.9724162946004427,41.0637057627248,3.353144586124923,337.6714062911426
138,1,15,1000,nearest,1,4,1,1,2000,past-avg-total,8,1,1,50.71774913741156,337.6714062911426,42.281751113488816,76.3511476090137,-0.9790962088710033,40.96211506121019,3.3794395216482975,337.6714062911426
139,2,15,1000,nearest,1,4,0,1,2000,past-avg-total,8,1,1,52.77117016380535,338.75845638127646,41.9652767796767,76.66959454889088,-0.29900892842702476,45.6180392453974,3.723434911029466,338.75845638127646
140,2,15,1000,greedy,1,4,0,1,2000,past-avg-total,8,1,1,52.72260575410435,338.76567215571896,41.97614318084828,76.66959454889088,-0.31276508797685754,45.52368930955759,3.712628773143145,338.76567215571896
141,0,15,1000,greedy,0,4,0,1,2000,past-avg-total,8,1,1,53.47676734896642,340.3165572907173,41.95397904922885,75.8972645929076,-0.1644325346491886,46.820983216934245,3.8365391542396043,340.3165572907173
142,0,15,1000,greedy,0,4,1,1,2000,past-avg-total,8,1,1,53.47676734896642,340.3165572907173,41.95397904922885,75.8972645929076,-0.1644325346491886,46.820983216934245,3.8365391542396043,340.3165572907173
143,0,15,1000,greedy,1,4,0,1,2000,past-avg-total,8,1,1,53.47676734896642,340.3165572907173,41.95397904922885,75.8972645929076,-0.1644325346491886,46.820983216934245,3.8365391542396043,340.3165572907173
144,0,15,1000,greedy,1,4,1,1,2000,past-avg-total,8,1,1,53.47676734896642,340.3165572907173,41.95397904922885,75.8972645929076,-0.1644325346491886,46.820983216934245,3.8365391542396043,340.3165572907173
145,0,15,1000,nearest,0,4,0,1,2000,past-avg-total,8,1,1,53.47676734896642,340.3165572907173,41.95397904922885,75.8972645929076,-0.1644325346491886,46.820983216934245,3.8365391542396043,340.3165572907173
146,0,15,1000,nearest,0,4,1,1,2000,past-avg-total,8,1,1,53.47676734896642,340.3165572907173,41.95397904922885,75.8972645929076,-0.1644325346491886,46.820983216934245,3.8365391542396043,340.3165572907173
147,0,15,1000,nearest,1,4,0,1,2000,past-avg-total,8,1,1,53.47676734896642,340.3165572907173,41.95397904922885,75.8972645929076,-0.1644325346491886,46.820983216934245,3.8365391542396043,340.3165572907173
148,0,15,1000,nearest,1,4,1,1,2000,past-avg-total,8,1,1,53.47676734896642,340.3165572907173,41.95397904922885,75.8972645929076,-0.1644325346491886,46.820983216934245,3.8365391542396043,340.3165572907173
149,2,15,1000,greedy,0,4,0,1,2000,past-avg-total,8,1,1,52.973895829087255,342.05467278361795,41.98901620047474,76.6150652671318,-0.32182319332866527,45.54780530975564,3.725596138606724,342.05467278361795
150,2,15,1000,nearest,0,4,0,1,2000,past-avg-total,8,1,1,53.067415482535765,342.05467278361795,41.98268090570178,76.6150652671318,-0.29250636423422804,45.690390974501184,3.718392046682517,342.05467278361795
151,1,15,1000,greedy,1,4,0,1,2000,past-avg-total,8,1,1,53.76673980081438,342.80321443762534,41.97968394290002,75.9733028624763,-0.17304935731320015,46.00001014154618,3.743246163821057,342.80321443762534
152,1,15,1000,nearest,1,4,0,1,2000,past-avg-total,8,1,1,53.82431073290276,342.8035942152276,41.97315603427592,75.9733028624763,-0.15383096647439753,46.104084030465216,3.7385635040703136,342.8035942152276
153,1,15,1000,greedy,0,4,1,1,2000,past-avg-total,8,1,1,51.407743311350266,342.80448036296616,42.29579454315158,76.61073851684472,-0.954667704417651,41.099458441435274,3.3797997262445034,342.80448036296616
154,1,15,1000,nearest,0,4,1,1,2000,past-avg-total,8,1,1,51.30110536430373,342.83992627250814,42.32059626369204,76.61073851684472,-0.9954511516068507,40.79007789900571,3.3444996758158596,342.83992627250814
155,1,15,1000,greedy,0,4,0,1,2000,past-avg-total,8,1,1,53.67038911521159,344.0553411921979,41.99869595290742,75.86909296619311,-0.19346571330040163,46.13307319273174,3.7605359844391617,344.0553411921979
156,1,15,1000,nearest,0,4,0,1,2000,past-avg-total,8,1,1,53.644732816650205,344.0553411921979,42.0080638659472,75.86909296619311,-0.20826270684412318,46.06138886684925,3.7403645270513652,344.0553411921979
157,2,15,2000,nearest,1,4,0,1,2000,random,8,0,0,96.39567968722076,350.6771520504474,74.82269655281208,144.03729211340868,19.74746026804585,94.36149078208192,8.566385707081626,350.6771520504474
158,2,15,2000,nearest,0,4,0,1,2000,random,8,0,0,96.41625650340137,350.7073432329804,74.82611886351516,144.03729211340868,19.74912148018647,94.38174998994559,8.576471435775524,350.7073432329804
159,2,15,2000,greedy,1,4,0,1,2000,random,8,0,0,96.14157270794338,350.9685178313715,74.85295661813679,144.03729211340868,19.678518679297003,94.41987081543164,8.561703047330893,350.9685178313715
160,2,15,2000,greedy,0,4,0,1,2000,random,8,0,0,96.11479630814134,351.02180457289285,74.87696323803736,144.03729211340868,19.6672637700743,94.44416038108454,8.571068366832357,351.02180457289285
161,1,15,2000,greedy,0,4,0,1,2000,random,8,0,0,96.6322297884326,352.63893891767253,74.95023480457847,143.9739050095604,19.8154353558857,94.91260139056801,8.673366472156186,352.63893891767253
162,1,15,2000,greedy,1,4,0,1,2000,random,8,0,0,96.67170251576486,352.63893891767253,74.92388290785651,143.9739050095604,19.834213376901133,94.91260139056801,8.673366472156186,352.63893891767253
163,0,15,2000,greedy,0,4,0,1,2000,random,8,0,0,96.79027888437082,352.940516831306,74.61222223004822,144.03904666034592,19.86955171686617,95.0004142073464,8.660399106692596,352.940516831306
164,0,15,2000,greedy,0,4,1,1,2000,random,8,0,0,96.79027888437082,352.940516831306,74.61222223004822,144.03904666034592,19.86955171686617,95.0004142073464,8.660399106692596,352.940516831306
165,0,15,2000,greedy,1,4,0,1,2000,random,8,0,0,96.79027888437082,352.940516831306,74.61222223004822,144.03904666034592,19.86955171686617,95.0004142073464,8.660399106692596,352.940516831306
166,0,15,2000,greedy,1,4,1,1,2000,random,8,0,0,96.79027888437082,352.940516831306,74.61222223004822,144.03904666034592,19.86955171686617,95.0004142073464,8.660399106692596,352.940516831306
167,0,15,2000,nearest,0,4,0,1,2000,random,8,0,0,96.79027888437082,352.940516831306,74.61222223004822,144.03904666034592,19.86955171686617,95.0004142073464,8.660399106692596,352.940516831306
168,0,15,2000,nearest,0,4,1,1,2000,random,8,0,0,96.79027888437082,352.940516831306,74.61222223004822,144.03904666034592,19.86955171686617,95.0004142073464,8.660399106692596,352.940516831306
169,0,15,2000,nearest,1,4,0,1,2000,random,8,0,0,96.79027888437082,352.940516831306,74.61222223004822,144.03904666034592,19.86955171686617,95.0004142073464,8.660399106692596,352.940516831306
170,0,15,2000,nearest,1,4,1,1,2000,random,8,0,0,96.79027888437082,352.940516831306,74.61222223004822,144.03904666034592,19.86955171686617,95.0004142073464,8.660399106692596,352.940516831306
171,1,15,2000,nearest,0,4,0,1,2000,random,8,0,0,96.58154110788206,352.96162283310446,74.88767324032918,143.9739050095604,19.776258484100925,95.02039412602423,8.674086881348597,352.96162283310446
172,1,15,2000,nearest,1,4,0,1,2000,random,8,0,0,96.59803907991851,352.9649480370792,74.87726377717262,143.9739050095604,19.7838051366587,95.02012772710854,8.673006267559968,352.9649480370792
173,2,15,1000,greedy,1,4,1,1,2000,random,8,0,0,78.0123875259057,367.9501814879634,177.54999187000354,276.26097275576643,17.586964064019988,102.08453888477594,9.585404509761542,367.9501814879634
174,2,15,1000,nearest,1,4,1,1,2000,random,8,0,0,77.89112802608274,368.2764132151675,177.54532543199102,276.26097275576643,17.558908319279517,101.8016419461508,9.569555507528282,368.2764132151675
175,2,15,1000,greedy,0,4,1,1,2000,random,8,0,0,78.23100066237082,368.99910942968023,177.64782167511146,276.26097275576643,17.667277158068458,102.38800601095406,9.619984150997773,368.99910942968023
176,2,15,1000,nearest,0,4,1,1,2000,random,8,0,0,78.46844390200424,369.35785580830355,177.52961309251495,276.26097275576643,17.73954839828298,102.85512860971933,9.613860672862184,369.35785580830355
177,1,15,1000,greedy,1,4,1,1,2000,random,8,0,0,83.77185306111943,381.8286089697864,178.33340615056892,277.00346632878745,19.49561956072301,113.52304711106127,10.604783517037674,381.8286089697864
178,1,15,1000,greedy,0,4,1,1,2000,random,8,0,0,83.44471580765764,382.38930235968434,178.14062385782069,277.00346632878745,19.38968190304655,112.84007363359069,10.481233340537422,382.38930235968434
179,1,15,1000,nearest,0,4,1,1,2000,random,8,0,0,83.51165933119728,382.8849664467441,178.0703156731827,277.00346632878745,19.396818943534722,112.66019914417286,10.45277717743679,382.8849664467441
180,1,15,1000,nearest,1,4,1,1,2000,random,8,0,0,83.96291706482381,384.0105827746921,178.2706149225392,277.00346632878745,19.518320979889083,113.12871247702496,10.528780347237232,384.0105827746921
181,1,15,1000,greedy,0,4,0,1,2000,random,8,0,0,88.04348392236926,401.1402867215254,178.0515489203261,274.91392554253594,20.892703054165764,121.1247698018163,11.766803544413229,401.1402867215254
182,2,15,1000,nearest,1,4,0,1,2000,random,8,0,0,87.97190320497063,401.78247898573653,176.7822898601958,271.60329528159804,20.895753222600497,121.29108370175979,11.793458684532808,401.78247898573653
183,2,15,1000,nearest,0,4,0,1,2000,random,8,0,0,87.98890898991158,401.9781472069995,177.3886037959105,274.2401314120666,20.90625692753048,121.51505527440935,11.855053670484839,401.9781472069995
184,2,15,1000,greedy,0,4,0,1,2000,random,8,0,0,88.01610785311189,402.02255128410104,177.38135566700615,274.2401314120666,20.916378468649746,121.53668435869336,11.861897557812828,402.02255128410104
185,1,15,1000,nearest,0,4,0,1,2000,random,8,0,0,88.25871407741775,402.4576341335365,178.1176757705042,274.91392554253594,20.946951923985097,121.46668159064787,11.802824004034296,402.4576341335365
186,1,15,1000,nearest,1,4,0,1,2000,random,8,0,0,88.28961632620295,402.648914107139,177.11913344625225,272.59826485676166,20.98030914561627,121.67377420026453,11.82623730278799,402.648914107139
187,1,15,1000,greedy,1,4,0,1,2000,random,8,0,0,88.28393460703629,402.8811623980469,177.1304055084752,272.3457180863707,20.988742748320657,121.78699412327232,11.85577407967726,402.8811623980469
188,2,15,1000,greedy,1,4,0,1,2000,random,8,0,0,88.103884232165,402.97359907744743,176.7783150001894,271.60329528159804,20.939281285538527,121.68040721887188,11.845688350983352,402.97359907744743
189,0,15,1000,greedy,0,4,0,1,2000,random,8,0,0,88.24776280045867,403.9217553897774,177.36696142512434,273.59192048093297,20.979358437243455,122.1374031855193,11.927094589726972,403.9217553897774
190,0,15,1000,greedy,0,4,1,1,2000,random,8,0,0,88.24776280045867,403.9217553897774,177.36696142512434,273.59192048093297,20.979358437243455,122.1374031855193,11.927094589726972,403.9217553897774
191,0,15,1000,greedy,1,4,0,1,2000,random,8,0,0,88.24776280045867,403.9217553897774,177.36696142512434,273.59192048093297,20.979358437243455,122.1374031855193,11.927094589726972,403.9217553897774
192,0,15,1000,greedy,1,4,1,1,2000,random,8,0,0,88.24776280045867,403.9217553897774,177.36696142512434,273.59192048093297,20.979358437243455,122.1374031855193,11.927094589726972,403.9217553897774
193,0,15,1000,nearest,0,4,0,1,2000,random,8,0,0,88.24776280045867,403.9217553897774,177.36696142512434,273.59192048093297,20.979358437243455,122.1374031855193,11.927094589726972,403.9217553897774
194,0,15,1000,nearest,0,4,1,1,2000,random,8,0,0,88.24776280045867,403.9217553897774,177.36696142512434,273.59192048093297,20.979358437243455,122.1374031855193,11.927094589726972,403.9217553897774
195,0,15,1000,nearest,1,4,0,1,2000,random,8,0,0,88.24776280045867,403.9217553897774,177.36696142512434,273.59192048093297,20.979358437243455,122.1374031855193,11.927094589726972,403.9217553897774
196,0,15,1000,nearest,1,4,1,1,2000,random,8,0,0,88.24776280045867,403.9217553897774,177.36696142512434,273.59192048093297,20.979358437243455,122.1374031855193,11.927094589726972,403.9217553897774
197,2,15,2000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,167.24893750223282,407.5760431159507,-10.674757809858543,11.077103769223307,40.83677160613612,122.06051013170294,10.814062387436064,407.5760431159507
198,2,15,2000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,167.84995064403836,409.42910825591537,-10.728734796017903,11.215357935685667,41.052606239895105,122.84222200083161,10.91744110654852,409.42910825591537
199,2,15,2000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,167.53346293161167,410.58233293759736,-10.712477393607006,11.077103769223307,40.91997247876074,122.91577431003185,10.876377782580505,410.58233293759736
200,2,15,2000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,168.00289647093945,410.6495967234417,-10.77182023763935,11.215357935685667,41.13734683125322,123.40310170240767,11.043512715222247,410.6495967234417
201,2,15,3000,greedy,1,4,1,1,2000,none,8,1,1,166.4005324533918,440.42344733496026,-3.0878784098396173,22.95483061870678,36.66254528123811,134.69814433567802,12.598515957063604,440.42344733496026
202,2,15,3000,greedy,0,4,1,1,2000,none,8,1,1,166.31580842003095,440.4338820754671,-3.0879872269835977,22.95483061870678,36.64709835203197,134.66984121918085,12.597435343274977,440.4338820754671
203,2,15,3000,nearest,0,4,1,1,2000,none,8,1,1,166.45875819122435,441.02448838815116,-3.1123512654837633,22.95483061870678,36.652814583562716,134.56977174958973,12.55276997334487,441.02448838815116
204,2,15,3000,nearest,1,4,1,1,2000,none,8,1,1,166.31147568567258,441.0324883558731,-3.0945004660184017,22.95483061870678,36.59750527677092,134.04650152451305,12.477487212736838,441.0324883558731
205,2,15,1000,greedy,1,4,1,1,2000,past-avg,8,1,1,92.70640494161074,511.30091551720636,21.326369443982212,55.69850270689254,5.2625445615902295,70.52851027249143,4.956055039262308,511.30091551720636
206,2,15,1000,nearest,1,4,1,1,2000,past-avg,8,1,1,92.75430871328152,511.30091551720636,21.321570088812496,55.69850270689254,5.271895935337801,70.53188830220378,4.941286650817666,511.30091551720636
207,2,15,1000,greedy,0,4,1,1,2000,past-avg,8,1,1,92.81499625355235,512.5111401429989,21.341359502760266,55.75118052257264,5.249904467876433,70.5966413287096,4.95389381168504,512.5111401429989
208,2,15,1000,nearest,0,4,1,1,2000,past-avg,8,1,1,92.81131729197173,512.5111401429989,21.34383395354393,55.75118052257264,5.243301242702255,70.64391137362472,4.962178517397875,512.5111401429989
209,1,15,1000,greedy,1,4,1,1,2000,past-avg,8,1,1,97.09474858148789,518.0620961698163,20.697743965416663,55.5545966828584,6.335647192318876,76.47042725140835,5.465744542900374,518.0620961698163
210,1,15,1000,nearest,1,4,1,1,2000,past-avg,8,1,1,97.17055452399053,518.0620961698163,20.679641308230938,55.5545966828584,6.361982635783714,76.59687219802504,5.4787119083639535,518.0620961698163
211,1,15,1000,nearest,0,4,1,1,2000,past-avg,8,1,1,97.13658522620045,519.2069990480242,20.74286726569887,55.71920758986755,6.313615367132189,76.40800827192231,5.474749657805644,519.2069990480242
212,1,15,1000,greedy,0,4,1,1,2000,past-avg,8,1,1,97.24884649326796,519.2221901521136,20.71920882832353,55.71920758986755,6.3481125416956115,76.66441042121421,5.468626179670055,519.2221901521136
213,2,15,1000,nearest,0,4,0,1,2000,past-avg,8,1,1,102.93910900108618,532.1403252921755,20.01492636030286,56.17332236583985,7.570256153150712,83.0064859661881,6.066205604783514,532.1403252921755
214,2,15,1000,greedy,0,4,0,1,2000,past-avg,8,1,1,102.938656062008,532.4568066273724,20.03198119275782,56.17332236583985,7.555626107270728,82.97484210507477,6.074850515092578,532.4568066273724
215,2,15,1000,nearest,1,4,0,1,2000,past-avg,8,1,1,103.23601802583491,533.3925786392822,19.98674998150797,56.17077366052412,7.588780448438753,82.94517062554849,6.046754556588141,533.3925786392822
216,1,15,1000,nearest,0,4,0,1,2000,past-avg,8,1,1,103.31655229355293,534.0268072350165,20.057363013087617,56.17332236583985,7.624817318303419,83.11583196770455,6.065845400187309,534.0268072350165
217,1,15,1000,nearest,1,4,0,1,2000,past-avg,8,1,1,103.52264119600785,534.1007372749184,20.01817189448476,56.143854503841986,7.65252483896451,83.25902537951755,6.040991283048768,534.1007372749184
218,0,15,1000,greedy,0,4,0,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,534.5406463308419
219,0,15,1000,greedy,0,4,1,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,534.5406463308419
220,0,15,1000,greedy,1,4,0,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,534.5406463308419
221,0,15,1000,greedy,1,4,1,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,534.5406463308419
222,0,15,1000,nearest,0,4,0,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,534.5406463308419
223,0,15,1000,nearest,0,4,1,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,534.5406463308419
224,0,15,1000,nearest,1,4,0,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,534.5406463308419
225,0,15,1000,nearest,1,4,1,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,534.5406463308419
226,1,15,1000,greedy,0,4,0,1,2000,past-avg,8,1,1,103.56966576122196,534.6541998339105,20.026194600078302,56.17332236583985,7.682257728013727,83.50444706798955,6.105467905770478,534.6541998339105
227,1,15,1000,greedy,1,4,0,1,2000,past-avg,8,1,1,103.72140983702207,534.7847167365458,19.998642634963062,56.143854503841986,7.68819988090607,83.49358964798697,6.067286218572154,534.7847167365458
228,2,15,1000,greedy,1,4,0,1,2000,past-avg,8,1,1,103.4251189620511,534.9063721617954,19.976876250044892,56.17077366052412,7.583671750688673,82.96330609632203,6.053598443916142,534.9063721617954
229,1,15,3000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,194.04952280069745,616.8687641810136,-4.726669448576577,25.21985872273902,46.27552153654945,198.8417384877046,25.462862906130677,616.8687641810136
230,1,15,3000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,194.00771113072003,616.8792642258032,-4.732789116356796,25.21985872273902,46.24074275920789,198.80116111755063,25.466464952092792,616.8792642258032
231,1,15,3000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,194.05211702672386,616.885455396921,-4.715135288335955,25.21985872273902,46.240132761436215,198.55987434624316,25.35480152726749,616.885455396921
232,1,15,3000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,194.06803151488668,617.3558029756174,-4.727891833490377,25.21985872273902,46.22902523368718,198.70923844147111,25.354441322671285,617.3558029756174
233,2,15,2000,greedy,0,4,1,1,2000,none,8,1,1,222.83540685581758,628.1447690840583,-16.067670247283964,9.405314817585598,59.494470163086774,198.25551983477632,24.194942727469204,628.1447690840583
234,2,15,2000,nearest,0,4,1,1,2000,none,8,1,1,222.8958557869259,629.342363825418,-16.068986637628647,9.405314817585598,59.45641301193581,198.20886872245745,24.054102730350845,629.342363825418
235,2,15,2000,nearest,1,4,1,1,2000,none,8,1,1,222.7471817541284,629.7704617638489,-16.023923447156854,9.366176402838544,59.24622669874102,198.09133864233334,24.069951732584105,629.7704617638489
236,2,15,2000,greedy,1,4,1,1,2000,none,8,1,1,222.89117036663276,631.2301040592993,-16.029602975350464,9.366176402838544,59.27324701050715,198.74124396801713,24.254016281247758,631.2301040592993
237,1,15,3000,greedy,1,4,1,1,2000,none,8,1,1,208.6215310154714,661.2206131980801,-7.543947194629891,23.002161757788908,51.17884891145533,214.898714290572,29.11821914847633,661.2206131980801
238,1,15,3000,greedy,0,4,1,1,2000,none,8,1,1,208.7571743160452,661.3594383042995,-7.549896272737643,23.002161757788908,51.23343222486514,215.05578148666714,29.174411065485206,661.3594383042995
239,1,15,3000,nearest,0,4,1,1,2000,none,8,1,1,208.91689716226716,661.492922674994,-7.566279977325992,23.002161757788908,51.25386577436104,214.98386226467892,29.19782436423889,661.492922674994
240,1,15,3000,nearest,1,4,1,1,2000,none,8,1,1,208.8938663729456,662.2352168780851,-7.574159050255396,23.002161757788908,51.27733873339349,215.4408470457974,29.315971471795987,662.2352168780851
241,2,15,3000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,212.0561245433053,713.6933283894678,-6.868214708026871,25.36396253957893,53.45413955111401,241.58925410717706,38.457964123622226,713.6933283894678
242,2,15,3000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,212.3077748045677,714.5095084368882,-6.902059138800695,25.36396253957893,53.5145066061409,241.7217280538433,38.47849578560623,714.5095084368882
243,2,15,3000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,212.16637016751213,714.5649681767001,-6.862162150228828,25.36396253957893,53.433199180927076,241.42343237050295,38.43455082486853,714.5649681767001
244,2,15,3000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,212.53157964542123,716.3162531848814,-6.913891074295614,25.36396253957893,53.5702555146766,242.16209486760215,38.61933578272458,716.3162531848814
245,1,15,3000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,219.8237011981667,738.1343710915398,-7.970009949248478,25.12689518952429,56.50925971457872,252.60493815744815,41.71349326417405,738.1343710915398
246,1,15,3000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,219.78728647540038,738.1894566396909,-7.970770986476554,25.12689518952429,56.480007294937096,252.53936858733636,41.66018298393488,738.1894566396909
247,1,15,3000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,219.9944426443251,739.543576886748,-7.966144474370175,25.12689518952429,56.507074738050676,252.5868101436938,41.5967869750018,739.543576886748
248,1,15,3000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,219.97293030303302,739.6164648866483,-7.963182465470425,25.12689518952429,56.454901952807,252.34658226911728,41.48908580073481,739.6164648866483
249,2,15,3000,greedy,0,4,0,1,2000,none,8,1,1,229.29640104162826,753.5993949434234,-10.461479913016923,23.088999854223815,60.173276007464125,261.117669973805,44.43267776096823,753.5993949434234
250,2,15,3000,nearest,0,4,0,1,2000,none,8,1,1,229.62412930770694,755.7641844152575,-10.48073976735558,23.088999854223815,60.186260366237555,261.04781634614415,44.25509689503638,755.7641844152575
251,2,15,3000,greedy,1,4,0,1,2000,none,8,1,1,229.7265890393412,757.4845929418382,-10.457416243412187,23.088999854223815,60.13342373080813,260.97790679083903,44.23888768820691,757.4845929418382
252,2,15,3000,nearest,1,4,0,1,2000,none,8,1,1,229.87762106859424,757.9302665491932,-10.487272874443695,23.088999854223815,60.1979579366741,261.23234401556317,44.24861321230459,757.9302665491932
253,1,15,2000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,239.0149456080975,758.0948768625957,-17.74155641623811,10.79600936056937,65.32578300002531,245.7172437007576,36.3291549600173,758.0948768625957
254,1,15,2000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,239.19254106545884,759.5362291232236,-17.722619360876593,10.797624886220781,65.3264771653134,246.09322661046264,36.459188819249334,759.5362291232236
255,1,15,2000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,239.14081120360902,759.9947046210402,-17.72582317241651,10.79600936056937,65.3244763689805,246.00864909832706,36.45954902384555,759.9947046210402
256,1,15,2000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,239.34713598083925,761.3270877343376,-17.729312406840876,10.797624886220781,65.36855171941104,246.52213198566108,36.609033931272975,761.3270877343376
257,1,15,3000,greedy,1,4,0,1,2000,none,8,1,1,231.1578452219512,763.7154170366064,-10.66799887929479,23.1018674912155,60.829490255353164,263.9825971067959,45.07204091924213,763.7154170366064
