series,selectedConfig,algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,runIndex,worldSeed,tickBlock,servedRequestsSum,finishedRequestsSum,waitingTimeSum,waitingTimeCount,rows,activeClientsMean,servedRequestsMean,finishedRequestsMean,calcTimeMillisMean,waitingTimeAvg
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,16,4,2,11.0,4,1,2.0,4.0,2.0,0.002324,2.75
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,17,9,8,46.61666666666667,9,1,7.0,9.0,8.0,0.002363,5.17962962962963
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,18,9,10,35.0,9,1,6.0,9.0,10.0,0.00242,3.888888888888889
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,19,10,11,37.916666666666664,10,1,6.0,10.0,11.0,0.00233,3.7916666666666665
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,20,6,6,15.05,6,1,4.0,6.0,6.0,0.002274,2.5083333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,21,7,5,11.9,7,1,3.0,7.0,5.0,0.002356,1.7
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,22,6,7,17.0,6,1,5.0,6.0,7.0,0.002425,2.8333333333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,23,8,6,33.45,8,1,5.0,8.0,6.0,0.002456,4.18125
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,24,8,10,41.05,8,1,6.0,8.0,10.0,0.002314,5.13125
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,25,4,5,22.0,4,1,3.0,4.0,5.0,0.002336,5.5
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,26,4,5,14.25,4,1,3.0,4.0,5.0,0.002289,3.5625
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,27,9,4,53.56666666666667,9,1,7.0,9.0,4.0,0.002396,5.951851851851853
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,28,7,10,40.05,7,1,5.0,7.0,10.0,0.002318,5.721428571428571
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,29,13,10,58.61666666666667,13,1,9.0,13.0,10.0,0.002435,4.508974358974359
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,30,10,10,33.55,10,1,5.0,10.0,10.0,0.002474,3.3549999999999995
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,31,8,12,26.55,8,1,7.0,8.0,12.0,0.002469,3.31875
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,32,3,4,8.85,3,1,2.0,3.0,4.0,0.002554,2.9499999999999997
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,33,6,4,25.116666666666667,6,1,4.0,6.0,4.0,0.002441,4.186111111111111
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,34,6,6,21.733333333333334,6,1,3.0,6.0,6.0,0.002508,3.6222222222222222
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,35,12,8,45.03333333333333,12,1,8.0,12.0,8.0,0.002592,3.7527777777777778
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,36,10,10,28.566666666666666,10,1,5.0,10.0,10.0,0.002477,2.8566666666666665
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,37,8,9,27.65,8,1,6.0,8.0,9.0,0.002479,3.45625
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,38,8,11,36.416666666666664,8,1,5.0,8.0,11.0,0.002531,4.552083333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,39,11,8,42.583333333333336,11,1,7.0,11.0,8.0,0.002554,3.8712121212121215
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,40,9,14,40.583333333333336,9,1,6.0,9.0,14.0,0.002594,4.5092592592592595
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,41,11,6,38.75,11,1,5.0,11.0,6.0,0.002524,3.522727272727273
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,42,9,11,46.95,9,1,8.0,9.0,11.0,0.002571,5.216666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,43,9,9,43.8,9,1,5.0,9.0,9.0,0.002539,4.866666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,44,8,7,30.166666666666668,8,1,7.0,8.0,7.0,0.002542,3.7708333333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,45,6,8,14.366666666666667,6,1,4.0,6.0,8.0,0.002648,2.3944444444444444
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,46,6,7,18.933333333333334,6,1,4.0,6.0,7.0,0.002693,3.1555555555555554
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,47,6,5,21.016666666666666,6,1,4.0,6.0,5.0,0.002543,3.5027777777777778
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,48,5,6,23.75,5,1,4.0,5.0,6.0,0.002599,4.75
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,49,8,9,22.666666666666668,8,1,4.0,8.0,9.0,0.002582,2.8333333333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,50,5,5,13.766666666666667,5,1,3.0,5.0,5.0,0.00255,2.7533333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,51,11,4,36.766666666666666,11,1,7.0,11.0,4.0,0.002665,3.3424242424242423
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,52,10,11,39.53333333333333,10,1,8.0,10.0,11.0,0.002632,3.953333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,53,7,11,33.06666666666667,7,1,5.0,7.0,11.0,0.002676,4.723809523809524
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,54,8,8,35.766666666666666,8,1,5.0,8.0,8.0,0.002561,4.470833333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,55,4,4,14.333333333333334,4,1,3.0,4.0,4.0,0.002627,3.5833333333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,56,6,6,28.866666666666667,6,1,5.0,6.0,6.0,0.002582,4.811111111111111
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,57,10,7,34.88333333333333,10,1,6.0,10.0,7.0,0.00266,3.4883333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,58,9,11,39.9,9,1,7.0,9.0,11.0,0.002721,4.433333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,59,5,6,20.566666666666666,5,1,4.0,5.0,6.0,0.002695,4.113333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,60,8,6,34.18333333333333,8,1,6.0,8.0,6.0,0.00269,4.272916666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,61,6,8,31.95,6,1,5.0,6.0,8.0,0.002644,5.325
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,62,6,7,31.883333333333333,6,1,4.0,6.0,7.0,0.002618,5.313888888888889
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,63,7,6,24.216666666666665,7,1,4.0,7.0,6.0,0.002631,3.4595238095238092
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,64,9,5,43.666666666666664,9,1,6.0,9.0,5.0,0.002823,4.851851851851851
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,65,10,13,37.25,10,1,8.0,10.0,13.0,0.002738,3.725
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,66,9,9,48.5,9,1,6.0,9.0,9.0,0.002648,5.388888888888889
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,67,8,10,24.416666666666668,8,1,6.0,8.0,10.0,0.002654,3.0520833333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,68,7,5,28.933333333333334,7,1,6.0,7.0,5.0,0.002694,4.133333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,69,7,7,33.86666666666667,7,1,5.0,7.0,7.0,0.002718,4.838095238095238
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,70,9,9,43.083333333333336,9,1,7.0,9.0,9.0,0.002662,4.787037037037037
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,71,4,6,13.05,4,1,5.0,4.0,6.0,0.002687,3.2625
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,72,6,7,39.016666666666666,6,1,3.0,6.0,7.0,0.002646,6.502777777777777
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,73,9,4,25.0,9,1,5.0,9.0,4.0,0.002717,2.7777777777777777
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,74,4,7,22.433333333333334,4,1,4.0,4.0,7.0,0.002683,5.608333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,75,7,5,26.383333333333333,7,1,5.0,7.0,5.0,0.002819,3.769047619047619
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,76,11,9,58.8,11,1,9.0,11.0,9.0,0.002734,5.345454545454545
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,77,7,11,30.166666666666668,7,1,5.0,7.0,11.0,0.002701,4.309523809523809
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,78,6,6,20.266666666666666,6,1,3.0,6.0,6.0,0.002731,3.3777777777777778
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,79,10,10,45.18333333333333,10,1,8.0,10.0,10.0,0.002774,4.518333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,80,12,10,54.55,12,1,8.0,12.0,10.0,0.002778,4.545833333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,81,9,10,24.583333333333332,9,1,5.0,9.0,10.0,0.002844,2.7314814814814814
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,82,11,9,55.18333333333333,11,1,8.0,11.0,9.0,0.002972,5.016666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,83,8,11,23.2,8,1,5.0,8.0,11.0,0.002827,2.9
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,84,5,7,14.983333333333333,5,1,4.0,5.0,7.0,0.002862,2.9966666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,85,6,5,17.433333333333334,6,1,3.0,6.0,5.0,0.002803,2.9055555555555554
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,86,2,2,3.1166666666666667,2,1,2.0,2.0,2.0,0.002791,1.5583333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,7,6,87,0,2,0.0,0,1,1.0,0.0,2.0,0.002799,
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,0,3,1,4.733333333333333,3,1,2.0,3.0,1.0,0.002136,1.5777777777777777
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,1,9,9,17.766666666666666,9,1,4.0,9.0,9.0,0.002251,1.9740740740740739
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,2,6,4,13.883333333333333,6,1,4.0,6.0,4.0,0.002097,2.3138888888888887
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,3,7,8,16.25,7,1,4.0,7.0,8.0,0.002249,2.3214285714285716
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,4,6,9,17.7,6,1,3.0,6.0,9.0,0.002116,2.9499999999999997
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,5,9,4,24.75,9,1,4.0,9.0,4.0,0.00221,2.75
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,6,4,7,7.366666666666666,4,1,2.0,4.0,7.0,0.002112,1.8416666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,7,4,5,14.166666666666666,4,1,3.0,4.0,5.0,0.002068,3.5416666666666665
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,8,5,4,13.116666666666667,5,1,3.0,5.0,4.0,0.002186,2.6233333333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,9,9,8,29.483333333333334,9,1,5.0,9.0,8.0,0.002178,3.275925925925926
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,10,3,4,5.65,3,1,2.0,3.0,4.0,0.002128,1.8833333333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,11,9,7,24.166666666666668,9,1,4.0,9.0,7.0,0.002234,2.685185185185185
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,12,9,9,25.266666666666666,9,1,6.0,9.0,9.0,0.002236,2.8074074074074074
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,13,9,9,17.216666666666665,9,1,5.0,9.0,9.0,0.002213,1.9129629629629628
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,14,8,8,23.416666666666668,8,1,5.0,8.0,8.0,0.002279,2.9270833333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,15,10,8,34.85,10,1,7.0,10.0,8.0,0.002294,3.4850000000000003
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,16,10,13,35.15,10,1,6.0,10.0,13.0,0.002341,3.5149999999999997
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,17,10,8,25.133333333333333,10,1,6.0,10.0,8.0,0.002294,2.513333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,18,6,7,21.916666666666668,6,1,4.0,6.0,7.0,0.002281,3.652777777777778
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,19,7,9,28.4,7,1,6.0,7.0,9.0,0.002322,4.057142857142857
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,20,6,4,17.95,6,1,4.0,6.0,4.0,0.002349,2.9916666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,21,5,7,20.566666666666666,5,1,4.0,5.0,7.0,0.002284,4.113333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,22,6,4,24.4,6,1,4.0,6.0,4.0,0.002336,4.066666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,23,12,8,50.11666666666667,12,1,7.0,12.0,8.0,0.002344,4.176388888888889
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,24,3,11,12.2,3,1,4.0,3.0,11.0,0.003274,4.066666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,25,9,5,45.71666666666667,9,1,5.0,9.0,5.0,0.003568,5.07962962962963
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,26,6,7,17.6,6,1,4.0,6.0,7.0,0.003525,2.9333333333333336
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,27,6,8,16.383333333333333,6,1,5.0,6.0,8.0,0.003932,2.7305555555555556
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,28,10,7,39.916666666666664,10,1,6.0,10.0,7.0,0.004015,3.9916666666666663
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,29,9,9,33.2,9,1,7.0,9.0,9.0,0.003931,3.688888888888889
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,30,9,12,32.766666666666666,9,1,5.0,9.0,12.0,0.004016,3.640740740740741
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,31,10,7,38.71666666666667,10,1,7.0,10.0,7.0,0.004109,3.871666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,32,12,11,39.81666666666667,12,1,7.0,12.0,11.0,0.00398,3.318055555555556
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,33,6,8,25.6,6,1,5.0,6.0,8.0,0.004059,4.266666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,34,10,10,24.316666666666666,10,1,6.0,10.0,10.0,0.003058,2.4316666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,35,8,8,33.0,8,1,6.0,8.0,8.0,0.002461,4.125
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,36,4,5,15.35,4,1,3.0,4.0,5.0,0.002426,3.8375
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,37,7,6,25.65,7,1,4.0,7.0,6.0,0.00248,3.664285714285714
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,38,5,6,17.7,5,1,4.0,5.0,6.0,0.002466,3.54
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,39,7,7,28.483333333333334,7,1,4.0,7.0,7.0,0.002485,4.069047619047619
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,40,12,7,49.25,12,1,8.0,12.0,7.0,0.002551,4.104166666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,41,4,10,21.766666666666666,4,1,6.0,4.0,10.0,0.002533,5.441666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,42,13,10,54.55,13,1,6.0,13.0,10.0,0.002574,4.196153846153846
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,43,3,5,8.133333333333333,3,1,2.0,3.0,5.0,0.002508,2.711111111111111
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,44,8,5,38.31666666666667,8,1,6.0,8.0,5.0,0.002556,4.789583333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,45,7,9,24.583333333333332,7,1,5.0,7.0,9.0,0.002514,3.511904761904762
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,46,5,5,15.466666666666667,5,1,3.0,5.0,5.0,0.002601,3.0933333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,47,6,5,17.333333333333332,6,1,4.0,6.0,5.0,0.002545,2.888888888888889
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,48,5,6,17.483333333333334,5,1,4.0,5.0,6.0,0.002608,3.496666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,49,11,8,56.3,11,1,8.0,11.0,8.0,0.002679,5.118181818181818
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,50,8,10,34.86666666666667,8,1,7.0,8.0,10.0,0.002587,4.358333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,51,7,8,33.96666666666667,7,1,6.0,7.0,8.0,0.002597,4.852380952380953
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,52,5,5,7.516666666666667,5,1,2.0,5.0,5.0,0.002666,1.5033333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,53,7,7,23.216666666666665,7,1,5.0,7.0,7.0,0.002696,3.3166666666666664
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,54,6,9,18.716666666666665,6,1,4.0,6.0,9.0,0.002692,3.119444444444444
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,55,7,5,20.216666666666665,7,1,3.0,7.0,5.0,0.002692,2.888095238095238
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,56,4,5,14.483333333333333,4,1,4.0,4.0,5.0,0.002654,3.620833333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,57,6,6,25.15,6,1,2.0,6.0,6.0,0.002575,4.191666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,58,5,3,15.65,5,1,3.0,5.0,3.0,0.002652,3.13
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,59,5,4,23.15,5,1,3.0,5.0,4.0,0.002611,4.63
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,60,9,7,43.166666666666664,9,1,7.0,9.0,7.0,0.002752,4.796296296296296
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,61,7,9,24.7,7,1,4.0,7.0,9.0,0.002781,3.5285714285714285
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,62,4,7,10.916666666666666,4,1,3.0,4.0,7.0,0.002649,2.7291666666666665
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,63,6,2,18.65,6,1,4.0,6.0,2.0,0.002778,3.108333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,64,5,8,24.266666666666666,5,1,4.0,5.0,8.0,0.002679,4.8533333333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,65,5,5,15.433333333333334,5,1,3.0,5.0,5.0,0.002733,3.086666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,66,10,7,35.483333333333334,10,1,5.0,10.0,7.0,0.002776,3.5483333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,67,7,8,26.25,7,1,5.0,7.0,8.0,0.002729,3.75
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,68,11,10,53.4,11,1,8.0,11.0,10.0,0.002819,4.8545454545454545
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,69,9,10,30.95,9,1,6.0,9.0,10.0,0.002765,3.4388888888888887
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,70,11,7,39.1,11,1,7.0,11.0,7.0,0.002882,3.5545454545454547
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,71,10,16,49.86666666666667,10,1,8.0,10.0,16.0,0.00282,4.986666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,72,10,6,33.05,10,1,6.0,10.0,6.0,0.002882,3.3049999999999997
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,73,7,8,31.633333333333333,7,1,5.0,7.0,8.0,0.002825,4.519047619047619
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,74,4,7,25.983333333333334,4,1,5.0,4.0,7.0,0.002761,6.495833333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,75,8,4,41.13333333333333,8,1,6.0,8.0,4.0,0.002837,5.141666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,76,10,12,50.766666666666666,10,1,8.0,10.0,12.0,0.002858,5.076666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,77,6,6,26.566666666666666,6,1,5.0,6.0,6.0,0.002823,4.427777777777778
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,78,10,9,36.083333333333336,10,1,6.0,10.0,9.0,0.002876,3.6083333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,79,4,7,10.15,4,1,4.0,4.0,7.0,0.00294,2.5375
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,SPATIAL_ISLANDS,8,7,80,18,12,97.75,18,1,12.0,18.0,12.0,0.00294,5.430555555555555
