metric,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,avgMean,avgStd,countMean,servedRatioMean,runs,communicationTimeMillisMean,singleAvg,singleStd,singleCount,delta,deltaPct
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,False,none,none,0.02,0.0010540925533894594,88542.7,,10,5.379999999999999e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0171,589.655172413793
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,True,past-avg,past-avg,0.0127,0.001159501808728406,87259.1,,10,0.0001098,0.0029000000000000002,0.0005676462121975467,87047.0,0.0098,337.9310344827586
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,0.023399999999999997,0.001173787790777267,88695.8,,10,4.97e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.020499999999999997,706.8965517241378
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,0.0128,0.0011352924243950935,87095.5,,10,6.78e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0099,341.37931034482756
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,True,random,random,0.0089,0.0003162277660168381,87057.1,,10,7.110000000000001e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.006,206.8965517241379
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,0,4,1,1,2000,False,none,none,0.0206,0.0008432740427115679,88542.7,,10,6.15e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0177,610.3448275862069
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,0,4,1,1,2000,True,past-avg,past-avg,0.0127,0.0010593499054713797,87259.1,,10,6.4e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0098,337.9310344827586
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,0.022600000000000002,0.0010749676997731396,88695.8,,10,5.110000000000001e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.019700000000000002,679.3103448275862
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,0.0124,0.0012649110640673518,87095.5,,10,6.7e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0095,327.5862068965517
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,0,4,1,1,2000,True,random,random,0.0089,0.0005676462121975466,87057.1,,10,6.87e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.006,206.8965517241379
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,1,4,0,1,2000,False,none,none,0.0199,0.0011005049346146125,88542.7,,10,5.0600000000000003e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.017,586.2068965517241
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,1,4,0,1,2000,True,past-avg,past-avg,0.0128,0.0012292725943057184,87259.1,,10,6.24e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0099,341.37931034482756
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,0.0267,0.001494434118097326,88695.8,,10,6.68e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0238,820.6896551724137
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,0.0125,0.0017159383568311668,87095.5,,10,6.45e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.009600000000000001,331.0344827586207
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,1,4,0,1,2000,True,random,random,0.0092,0.000632455532033676,87057.1,,10,7.82e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0063,217.2413793103448
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,1,4,1,1,2000,False,none,none,0.0217,0.0010593499054713789,88542.7,,10,9.11e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0188,648.2758620689655
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,1,4,1,1,2000,True,past-avg,past-avg,0.0129,0.001100504934614612,87259.1,,10,6.26e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.01,344.8275862068965
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,0.0224,0.0011737877907772672,88695.8,,10,5.22e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0195,672.4137931034483
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,0.0124,0.0012649110640673518,87095.5,,10,6.71e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0095,327.5862068965517
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,greedy,1,4,1,1,2000,True,random,random,0.0093,0.000674948557710553,87057.1,,10,7.68e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0063999999999999994,220.68965517241375
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,0,4,0,1,2000,False,none,none,0.027500000000000004,0.0020682789409984755,88542.7,,10,0.0001394,0.0029000000000000002,0.0005676462121975467,87047.0,0.024600000000000004,848.2758620689657
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,0,4,0,1,2000,True,past-avg,past-avg,0.013300000000000001,0.0009486832980505136,87259.1,,10,7.42e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.010400000000000001,358.62068965517244
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,0.0233,0.001159501808728406,88695.8,,10,5.36e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0204,703.448275862069
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,0.0128,0.0014757295747452434,87095.5,,10,7.18e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0099,341.37931034482756
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,0,4,0,1,2000,True,random,random,0.0091,0.0008755950357709133,87057.1,,10,7.59e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.006200000000000001,213.79310344827584
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,0,4,1,1,2000,False,none,none,0.020300000000000002,0.0012516655570345722,88542.7,,10,6.68e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.017400000000000002,600.0
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,0,4,1,1,2000,True,past-avg,past-avg,0.0131,0.0009944289260117526,87259.1,,10,6.620000000000001e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0102,351.7241379310345
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,0.023100000000000002,0.0013703203194062978,88695.8,,10,5.13e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.020200000000000003,696.551724137931
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,0.0126,0.001577621275493231,87095.5,,10,6.74e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0097,334.48275862068965
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,0,4,1,1,2000,True,random,random,0.0091,0.0007378647873726221,87057.1,,10,7.72e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.006200000000000001,213.79310344827584
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,1,4,0,1,2000,False,none,none,0.019700000000000002,0.0008232726023485659,88542.7,,10,5.34e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.016800000000000002,579.3103448275862
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,1,4,0,1,2000,True,past-avg,past-avg,0.0125,0.0011785113019775792,87259.1,,10,5.3299999999999995e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.009600000000000001,331.0344827586207
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,0.023700000000000002,0.0011595018087284061,88695.8,,10,0.00011639999999999998,0.0029000000000000002,0.0005676462121975467,87047.0,0.020800000000000003,717.2413793103449
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,0.0125,0.0016499158227686111,87095.5,,10,6.610000000000001e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.009600000000000001,331.0344827586207
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,1,4,0,1,2000,True,random,random,0.0089,0.0005676462121975467,87057.1,,10,7.510000000000001e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.006,206.8965517241379
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,1,4,1,1,2000,False,none,none,0.0198,0.0011352924243950944,88542.7,,10,5.14e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.016900000000000002,582.7586206896551
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,1,4,1,1,2000,True,past-avg,past-avg,0.0129,0.0008755950357709136,87259.1,,10,6.78e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.01,344.8275862068965
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,0.023200000000000002,0.001398411797560202,88695.8,,10,5.65e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.020300000000000002,700.0
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,0.012199999999999999,0.0014757295747452439,87095.5,,10,6.319999999999999e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0093,320.6896551724137
Calculation Time [millis],39,638,1,BASELINE,0,15,1000,nearest,1,4,1,1,2000,True,random,random,0.0092,0.0006324555320336763,87057.1,,10,7.13e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0063,217.2413793103448
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,0,4,0,1,2000,False,none,none,0.006900000000000001,0.0014491376746189437,87147.7,,10,9.43e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.004,137.9310344827586
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,0,4,0,1,2000,True,past-avg,past-avg,0.0053,0.0006749485577105528,87237.8,,10,0.00011100000000000001,0.0029000000000000002,0.0005676462121975467,87047.0,0.0024,82.75862068965516
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,0.007000000000000001,0.0019436506316151002,87158.1,,10,9.219999999999999e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.004100000000000001,141.37931034482762
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,0.0054,0.0005163977794943223,87150.9,,10,0.00011429999999999999,0.0029000000000000002,0.0005676462121975467,87047.0,0.0025,86.20689655172413
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,0,4,0,1,2000,True,random,random,0.0048000000000000004,0.0004216370213557839,87149.2,,10,0.0001072,0.0029000000000000002,0.0005676462121975467,87047.0,0.0019000000000000002,65.51724137931035
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,0,4,1,1,2000,False,none,none,0.0066,0.0013498971154211055,87147.7,,10,8.779999999999999e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0036999999999999997,127.58620689655172
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,0,4,1,1,2000,True,past-avg,past-avg,0.005200000000000001,0.0006324555320336759,87237.8,,10,0.00011559999999999999,0.0029000000000000002,0.0005676462121975467,87047.0,0.0023000000000000004,79.3103448275862
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,0.0075,0.0020682789409984764,87158.1,,10,0.0001079,0.0029000000000000002,0.0005676462121975467,87047.0,0.0046,158.62068965517238
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,0.005,0.0006666666666666668,87150.9,,10,0.0001727,0.0029000000000000002,0.0005676462121975467,87047.0,0.0021,72.41379310344827
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,0,4,1,1,2000,True,random,random,0.0047,0.0004830458915396479,87149.2,,10,0.00011130000000000001,0.0029000000000000002,0.0005676462121975467,87047.0,0.0018,62.06896551724137
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,1,4,0,1,2000,False,none,none,0.006500000000000001,0.0015092308563562358,87147.7,,10,9.219999999999999e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0036000000000000003,124.13793103448276
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,1,4,0,1,2000,True,past-avg,past-avg,0.0053,0.000674948557710553,87237.8,,10,0.0001193,0.0029000000000000002,0.0005676462121975467,87047.0,0.0024,82.75862068965516
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,0.0071,0.001728840330651992,87158.1,,10,0.0001024,0.0029000000000000002,0.0005676462121975467,87047.0,0.004200000000000001,144.82758620689654
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,0.005200000000000001,0.0006324555320336759,87150.9,,10,0.0001147,0.0029000000000000002,0.0005676462121975467,87047.0,0.0023000000000000004,79.3103448275862
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,1,4,0,1,2000,True,random,random,0.0049,0.0005676462121975469,87149.2,,10,0.0001199,0.0029000000000000002,0.0005676462121975467,87047.0,0.0019999999999999996,68.96551724137929
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,1,4,1,1,2000,False,none,none,0.0068000000000000005,0.0013165611772087663,87147.7,,10,9.49e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0039000000000000003,134.48275862068965
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,1,4,1,1,2000,True,past-avg,past-avg,0.005,0.0004714045207910316,87237.8,,10,0.00011679999999999999,0.0029000000000000002,0.0005676462121975467,87047.0,0.0021,72.41379310344827
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,0.0073999999999999995,0.001955050439815357,87158.1,,10,9.93e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.004499999999999999,155.1724137931034
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,0.0053,0.0004830458915396481,87150.9,,10,0.0001191,0.0029000000000000002,0.0005676462121975467,87047.0,0.0024,82.75862068965516
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,greedy,1,4,1,1,2000,True,random,random,0.0049,0.00031622776601683794,87149.2,,10,0.0001214,0.0029000000000000002,0.0005676462121975467,87047.0,0.0019999999999999996,68.96551724137929
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,0,4,0,1,2000,False,none,none,0.0066,0.0011737877907772667,87147.7,,10,9.439999999999999e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0036999999999999997,127.58620689655172
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,0,4,0,1,2000,True,past-avg,past-avg,0.005200000000000001,0.0006324555320336759,87237.8,,10,0.00011219999999999999,0.0029000000000000002,0.0005676462121975467,87047.0,0.0023000000000000004,79.3103448275862
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,0.0072,0.0018135294011647257,87158.1,,10,0.00010109999999999999,0.0029000000000000002,0.0005676462121975467,87047.0,0.0043,148.2758620689655
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,0.0053,0.0004830458915396479,87150.9,,10,0.00011570000000000001,0.0029000000000000002,0.0005676462121975467,87047.0,0.0024,82.75862068965516
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,0,4,0,1,2000,True,random,random,0.0049,0.0005676462121975463,87149.2,,10,0.0001158,0.0029000000000000002,0.0005676462121975467,87047.0,0.0019999999999999996,68.96551724137929
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,0,4,1,1,2000,False,none,none,0.0063,0.001418136492412176,87147.7,,10,9.91e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.0034,117.24137931034481
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,0,4,1,1,2000,True,past-avg,past-avg,0.0053,0.00048304589153964786,87237.8,,10,0.0001206,0.0029000000000000002,0.0005676462121975467,87047.0,0.0024,82.75862068965516
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,0.0073999999999999995,0.002170509412813294,87158.1,,10,9.730000000000001e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.004499999999999999,155.1724137931034
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,0.0053,0.0006749485577105528,87150.9,,10,0.0001114,0.0029000000000000002,0.0005676462121975467,87047.0,0.0024,82.75862068965516
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,0,4,1,1,2000,True,random,random,0.0048000000000000004,0.000421637021355784,87149.2,,10,0.0001163,0.0029000000000000002,0.0005676462121975467,87047.0,0.0019000000000000002,65.51724137931035
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,1,4,0,1,2000,False,none,none,0.006900000000000001,0.0011972189997378644,87147.7,,10,9.790000000000001e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.004,137.9310344827586
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,1,4,0,1,2000,True,past-avg,past-avg,0.0053,0.0004830458915396479,87237.8,,10,0.0001186,0.0029000000000000002,0.0005676462121975467,87047.0,0.0024,82.75862068965516
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,0.007299999999999999,0.002002775851439974,87158.1,,10,9.92e-05,0.0029000000000000002,0.0005676462121975467,87047.0,0.004399999999999999,151.72413793103445
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,0.0049,0.0005676462121975467,87150.9,,10,0.0001106,0.0029000000000000002,0.0005676462121975467,87047.0,0.0019999999999999996,68.96551724137929
Calculation Time [millis],39,638,1,BASELINE,0,15,2000,nearest,1,4,0,1,2000,True,random,random,0.0048000000000000004,0.0004216370213557839,87149.2,,10,0.00011589999999999998,0.0029000000000000002,0.0005676462121975467,87047.0,0.0019000000000000002,65.51724137931035
