metric,algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,runs,avgMean,avgStd,avgMin,avgMax,countMean,countMin,countMax,rawRows,servedRatioMean
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,greedy,1,4,0,1,200,True,random,random,4,2051.8175,7.832000063840606,2046.08,2063.31,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,greedy,1,4,1,1,200,False,none,none,4,2058.965,9.768249587310974,2050.65,2072.25,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,2106.5474999999997,12.551141714335598,2093.89,2120.42,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2052.0,7.916177528748764,2046.14,2063.52,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,2054.4975,7.979103437521604,2048.89,2066.09,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,greedy,1,4,1,1,200,True,random,random,4,2052.0,7.916177528748764,2046.14,2063.52,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,nearest,1,4,0,1,200,False,none,none,4,2058.4375,9.801361725120929,2050.71,2072.26,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,2101.755,9.453174070120518,2092.89,2111.91,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2051.8175,7.832000063840606,2046.08,2063.31,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,2054.175,8.166674149656478,2048.2,2066.09,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,nearest,1,4,0,1,200,True,random,random,4,2051.8175,7.832000063840606,2046.08,2063.31,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,nearest,1,4,1,1,200,False,none,none,4,2058.965,9.768249587310974,2050.65,2072.25,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,2106.5474999999997,12.551141714335598,2093.89,2120.42,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2052.0,7.916177528748764,2046.14,2063.52,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,2054.4975,7.979103437521604,2048.89,2066.09,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,2000,nearest,1,4,1,1,200,True,random,random,4,2052.0,7.916177528748764,2046.14,2063.52,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,greedy,1,4,0,1,200,False,none,none,4,2136.495,7.7476641641206205,2130.34,2147.68,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,2143.0525,7.618483554268887,2136.07,2151.7,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2134.1099999999997,8.514716671739569,2127.6,2146.5,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,2136.52,7.990189818354346,2130.8,2148.15,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,greedy,1,4,0,1,200,True,random,random,4,2134.1099999999997,8.514716671739569,2127.6,2146.5,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,greedy,1,4,1,1,200,False,none,none,4,2138.0924999999997,7.954316962086301,2132.35,2149.72,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,2143.8725,6.330989259191647,2138.39,2151.96,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2134.7174999999997,8.375756184767257,2128.22,2146.95,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,2137.585,8.013349278963704,2131.75,2149.28,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,greedy,1,4,1,1,200,True,random,random,4,2134.7174999999997,8.375756184767257,2128.22,2146.95,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,nearest,1,4,0,1,200,False,none,none,4,2136.495,7.7476641641206205,2130.34,2147.68,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,2143.0525,7.618483554268887,2136.07,2151.7,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2134.1099999999997,8.514716671739569,2127.6,2146.5,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,2136.52,7.990189818354346,2130.8,2148.15,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,nearest,1,4,0,1,200,True,random,random,4,2134.1099999999997,8.514716671739569,2127.6,2146.5,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,nearest,1,4,1,1,200,False,none,none,4,2138.0924999999997,7.954316962086301,2132.35,2149.72,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,2143.8725,6.330989259191647,2138.39,2151.96,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2134.7174999999997,8.375756184767257,2128.22,2146.95,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,2137.585,8.013349278963704,2131.75,2149.28,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,BASELINE,2,15,3000,nearest,1,4,1,1,200,True,random,random,4,2134.7174999999997,8.375756184767257,2128.22,2146.95,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,200,False,none,none,4,3109.4025,57.79010605919767,3024.55,3154.25,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,3311.83,25.63967888514463,3290.28,3348.75,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2439.23,21.77503004207644,2417.2,2469.16,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,3281.5625,41.794713680879305,3258.22,3344.07,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,200,True,random,random,4,2439.23,21.77503004207644,2417.2,2469.16,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,1,1,200,False,none,none,4,3109.4025,57.79010605919767,3024.55,3154.25,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,3311.83,25.63967888514463,3290.28,3348.75,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2439.23,21.77503004207644,2417.2,2469.16,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,3281.5625,41.794713680879305,3258.22,3344.07,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,1,1,200,True,random,random,4,2439.23,21.77503004207644,2417.2,2469.16,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,nearest,1,4,0,1,200,False,none,none,4,3109.4025,57.79010605919767,3024.55,3154.25,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,3311.83,25.63967888514463,3290.28,3348.75,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2439.23,21.77503004207644,2417.2,2469.16,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,3281.5625,41.794713680879305,3258.22,3344.07,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,nearest,1,4,0,1,200,True,random,random,4,2439.23,21.77503004207644,2417.2,2469.16,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,nearest,1,4,1,1,200,False,none,none,4,3109.4025,57.79010605919767,3024.55,3154.25,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,3311.83,25.63967888514463,3290.28,3348.75,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2439.23,21.77503004207644,2417.2,2469.16,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,3281.5625,41.794713680879305,3258.22,3344.07,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,1000,nearest,1,4,1,1,200,True,random,random,4,2439.23,21.77503004207644,2417.2,2469.16,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,greedy,1,4,0,1,200,False,none,none,4,2610.2275,11.073209035023861,2599.88,2625.02,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,3129.675,42.15873219156369,3082.23,3182.47,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2511.1225,24.913532300070838,2482.81,2543.53,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,3121.2925,39.51666093771917,3077.12,3172.72,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,greedy,1,4,0,1,200,True,random,random,4,2511.1225,24.913532300070838,2482.81,2543.53,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,greedy,1,4,1,1,200,False,none,none,4,2610.2275,11.073209035023861,2599.88,2625.02,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,3129.675,42.15873219156369,3082.23,3182.47,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2511.1225,24.913532300070838,2482.81,2543.53,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,3121.2925,39.51666093771917,3077.12,3172.72,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,greedy,1,4,1,1,200,True,random,random,4,2511.1225,24.913532300070838,2482.81,2543.53,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,nearest,1,4,0,1,200,False,none,none,4,2610.2275,11.073209035023861,2599.88,2625.02,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,3129.675,42.15873219156369,3082.23,3182.47,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2511.1225,24.913532300070838,2482.81,2543.53,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,3121.2925,39.51666093771917,3077.12,3172.72,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,nearest,1,4,0,1,200,True,random,random,4,2511.1225,24.913532300070838,2482.81,2543.53,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,nearest,1,4,1,1,200,False,none,none,4,2610.2275,11.073209035023861,2599.88,2625.02,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,3129.675,42.15873219156369,3082.23,3182.47,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2511.1225,24.913532300070838,2482.81,2543.53,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,3121.2925,39.51666093771917,3077.12,3172.72,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,2000,nearest,1,4,1,1,200,True,random,random,4,2511.1225,24.913532300070838,2482.81,2543.53,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,greedy,1,4,0,1,200,False,none,none,4,2681.465,21.788311086451802,2651.96,2704.52,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,3053.6625,34.6961663348176,3025.03,3104.12,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2661.2725,25.61817892955435,2629.03,2691.73,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,3057.085,38.94851687377417,3012.31,3107.14,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,greedy,1,4,0,1,200,True,random,random,4,2661.2725,25.61817892955435,2629.03,2691.73,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,greedy,1,4,1,1,200,False,none,none,4,2681.465,21.788311086451802,2651.96,2704.52,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,3053.6625,34.6961663348176,3025.03,3104.12,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2661.2725,25.61817892955435,2629.03,2691.73,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,3057.085,38.94851687377417,3012.31,3107.14,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,greedy,1,4,1,1,200,True,random,random,4,2661.2725,25.61817892955435,2629.03,2691.73,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,nearest,1,4,0,1,200,False,none,none,4,2681.465,21.788311086451802,2651.96,2704.52,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,3053.6625,34.6961663348176,3025.03,3104.12,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2661.2725,25.61817892955435,2629.03,2691.73,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,3057.085,38.94851687377417,3012.31,3107.14,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,nearest,1,4,0,1,200,True,random,random,4,2661.2725,25.61817892955435,2629.03,2691.73,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,nearest,1,4,1,1,200,False,none,none,4,2681.465,21.788311086451802,2651.96,2704.52,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,3053.6625,34.6961663348176,3025.03,3104.12,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2661.2725,25.61817892955435,2629.03,2691.73,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,3057.085,38.94851687377417,3012.31,3107.14,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,0,15,3000,nearest,1,4,1,1,200,True,random,random,4,2661.2725,25.61817892955435,2629.03,2691.73,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,greedy,1,4,0,1,200,False,none,none,4,3106.835,49.195133566915615,3042.29,3161.95,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,3312.0875,36.938885901806344,3271.02,3358.48,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2438.6724999999997,20.60063490121944,2417.91,2467.17,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,3291.54,33.69413697762064,3273.01,3342.02,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,greedy,1,4,0,1,200,True,random,random,4,2438.6724999999997,20.60063490121944,2417.91,2467.17,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,greedy,1,4,1,1,200,False,none,none,4,3090.4375,55.26631365488398,3019.04,3153.05,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,3297.2475,29.034628032747474,3274.0,3335.13,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2441.0475,20.926301433045357,2423.7,2471.36,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,3274.1525,36.808742054933965,3247.51,3328.07,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,greedy,1,4,1,1,200,True,random,random,4,2441.0475,20.926301433045357,2423.7,2471.36,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,nearest,1,4,0,1,200,False,none,none,4,3106.835,49.195133566915615,3042.29,3161.95,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,3312.0875,36.938885901806344,3271.02,3358.48,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,2438.6724999999997,20.60063490121944,2417.91,2467.17,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,3291.54,33.69413697762064,3273.01,3342.02,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,nearest,1,4,0,1,200,True,random,random,4,2438.6724999999997,20.60063490121944,2417.91,2467.17,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,nearest,1,4,1,1,200,False,none,none,4,3090.4375,55.26631365488398,3019.04,3153.05,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,3297.2475,29.034628032747474,3274.0,3335.13,27762.0,27762,27762,4,1.0
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,RUSH_HOUR,1,15,1000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,2441.0475,20.926301433045357,2423.7,2471.36,27762.0,27762,27762,4,1.0
