metric,algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,runs,avgMean,avgStd,avgMin,avgMax,countMean,countMin,countMax,rawRows,servedRatioMean
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86946.75,86891,86992,4,136.2801724137931
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86975.75,86917,87019,4,136.32562695924764
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,86957.5,86875,87010,4,136.29702194357367
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86963.25,86930,86988,4,136.30603448275863
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86985.0,86954,87019,4,136.34012539184954
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86946.75,86891,86992,4,136.2801724137931
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86985.0,86954,87019,4,136.34012539184954
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,91310.25,90833,91868,4,143.11951410658307
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86835.5,86197,87120,4,136.10579937304075
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86904.0,86084,87307,4,136.2131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86813.5,86171,87150,4,136.07131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86904.0,86084,87307,4,136.2131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,91310.25,90833,91868,4,143.11951410658307
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86835.5,86197,87120,4,136.10579937304075
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86904.0,86084,87307,4,136.2131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86813.5,86171,87150,4,136.07131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86904.0,86084,87307,4,136.2131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,91310.25,90833,91868,4,143.11951410658307
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86835.5,86197,87120,4,136.10579937304075
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86904.0,86084,87307,4,136.2131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86813.5,86171,87150,4,136.07131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86904.0,86084,87307,4,136.2131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,91310.25,90833,91868,4,143.11951410658307
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86835.5,86197,87120,4,136.10579937304075
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86904.0,86084,87307,4,136.2131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86813.5,86171,87150,4,136.07131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86904.0,86084,87307,4,136.2131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,88629.0,88025,89662,4,138.91692789968653
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86833.75,86169,87210,4,136.1030564263323
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86923.25,86406,87210,4,136.24333855799372
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86890.75,86277,87210,4,136.19239811912226
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86923.25,86406,87210,4,136.24333855799372
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,88629.0,88025,89662,4,138.91692789968653
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86833.75,86169,87210,4,136.1030564263323
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86923.25,86406,87210,4,136.24333855799372
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86890.75,86277,87210,4,136.19239811912226
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86923.25,86406,87210,4,136.24333855799372
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,88629.0,88025,89662,4,138.91692789968653
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86833.75,86169,87210,4,136.1030564263323
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86923.25,86406,87210,4,136.24333855799372
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86890.75,86277,87210,4,136.19239811912226
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86923.25,86406,87210,4,136.24333855799372
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,88629.0,88025,89662,4,138.91692789968653
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86833.75,86169,87210,4,136.1030564263323
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86923.25,86406,87210,4,136.24333855799372
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86890.75,86277,87210,4,136.19239811912226
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,2000,nearest,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86923.25,86406,87210,4,136.24333855799372
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,87092.0,86453,87500,4,136.50783699059562
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86907.0,86339,87226,4,136.217868338558
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86947.5,86389,87232,4,136.28134796238245
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86961.5,86394,87171,4,136.30329153605015
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86947.5,86389,87232,4,136.28134796238245
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,87092.0,86453,87500,4,136.50783699059562
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86907.0,86339,87226,4,136.217868338558
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86947.5,86389,87232,4,136.28134796238245
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86961.5,86394,87171,4,136.30329153605015
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,greedy,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86947.5,86389,87232,4,136.28134796238245
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,87092.0,86453,87500,4,136.50783699059562
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86907.0,86339,87226,4,136.217868338558
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86947.5,86389,87232,4,136.28134796238245
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86961.5,86394,87171,4,136.30329153605015
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86947.5,86389,87232,4,136.28134796238245
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,87092.0,86453,87500,4,136.50783699059562
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86907.0,86339,87226,4,136.217868338558
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86947.5,86389,87232,4,136.28134796238245
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86961.5,86394,87171,4,136.30329153605015
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,0,15,3000,nearest,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86947.5,86389,87232,4,136.28134796238245
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,91396.75,90833,91885,4,143.25509404388714
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86842.25,86197,87147,4,136.11637931034483
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86857.25,86159,87331,4,136.13989028213166
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86812.0,86184,87190,4,136.06896551724137
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86857.25,86159,87331,4,136.13989028213166
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,91396.75,90833,91885,4,143.25509404388714
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86895.25,86409,87147,4,136.1994514106583
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86857.25,86159,87331,4,136.13989028213166
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86815.75,86223,87190,4,136.0748432601881
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,greedy,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86857.25,86159,87331,4,136.13989028213166
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,91396.75,90833,91885,4,143.25509404388714
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86842.25,86197,87147,4,136.11637931034483
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86857.25,86159,87331,4,136.13989028213166
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86812.0,86184,87190,4,136.06896551724137
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86857.25,86159,87331,4,136.13989028213166
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,91396.75,90833,91885,4,143.25509404388714
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86895.25,86409,87147,4,136.1994514106583
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86857.25,86159,87331,4,136.13989028213166
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86815.75,86223,87190,4,136.0748432601881
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,1000,nearest,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86857.25,86159,87331,4,136.13989028213166
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,88445.75,87372,89662,4,138.62970219435738
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86853.0,86245,87210,4,136.13322884012538
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86861.5,86279,87210,4,136.14655172413794
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86871.75,86226,87210,4,136.16261755485894
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86861.5,86279,87210,4,136.14655172413794
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,89372.75,88647,90020,4,140.0826802507837
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86878.5,86245,87210,4,136.173197492163
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86884.75,86269,87210,4,136.18299373040753
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86871.75,86226,87210,4,136.16261755485894
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,greedy,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86884.75,86269,87210,4,136.18299373040753
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,88445.75,87372,89662,4,138.62970219435738
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86853.0,86245,87210,4,136.13322884012538
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86861.5,86279,87210,4,136.14655172413794
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86871.75,86226,87210,4,136.16261755485894
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86861.5,86279,87210,4,136.14655172413794
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,89372.75,88647,90020,4,140.0826802507837
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86878.5,86245,87210,4,136.173197492163
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86884.75,86269,87210,4,136.18299373040753
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86871.75,86226,87210,4,136.16261755485894
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,2000,nearest,1,4,1,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86884.75,86269,87210,4,136.18299373040753
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,0,1,200,False,none,none,4,0.0,0.0,0.0,0.0,87052.5,86541,87500,4,136.4459247648903
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,0,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86904.0,86389,87164,4,136.2131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,0,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86953.5,86389,87232,4,136.29075235109718
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,0,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86908.5,86389,87163,4,136.22021943573668
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,0,1,200,True,random,random,4,0.0,0.0,0.0,0.0,86953.5,86389,87232,4,136.29075235109718
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,1,1,200,False,none,none,4,0.0,0.0,0.0,0.0,87031.25,86541,87288,4,136.41261755485894
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,1,1,200,True,past-avg,past-avg,4,0.0,0.0,0.0,0.0,86904.0,86389,87164,4,136.2131661442006
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,1,1,200,True,past-avg-revisit,past-avg-revisit,4,0.0,0.0,0.0,0.0,86941.0,86339,87232,4,136.27115987460814
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,greedy,1,4,1,1,200,True,past-avg-total,past-avg-total,4,0.0,0.0,0.0,0.0,86920.25,86389,87210,4,136.23863636363637
