variant_k,kHops,spawnScenario,taxiCount,taxiSeatCount,p2pRqsRadius,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,idleRoamingMode,Calculation Time [millis],Client Travel Time [min],Client Waiting Time [min],Simulation Time [millis],Taxi Travel Distance [km]
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,1000,1,4,1,none,0.02,2332.5550000000003,1754.605,0.02,29315.1325
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,1000,1,4,1,past-avg,0.01,581.2475,136.1975,0.01,114950.175
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,1000,1,4,1,past-avg-revisit,0.01,587.2975,149.26,0.01,336579.945
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,1000,1,4,1,past-avg-total,0.005,556.0,113.9225,0.01,136819.9575
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,1000,1,4,1,random,0.01,587.2975,149.26,0.01,336579.945
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,2000,1,4,0,none,0.02,1367.6,928.6600000000001,0.02,65706.20000000001
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,2000,1,4,0,past-avg,0.0,615.8275,170.5725,0.01,103310.32250000001
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,2000,1,4,0,past-avg-revisit,0.0,629.04,184.45,0.01,143899.1625
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,2000,1,4,0,past-avg-total,0.0,614.44,169.01,0.01,106445.2575
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,2000,1,4,0,random,0.0,629.04,184.45,0.01,143899.1625
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,2000,1,4,1,none,0.02,1367.6,928.6600000000001,0.02,65706.20000000001
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,2000,1,4,1,past-avg,0.0,615.8275,170.5725,0.01,103310.32250000001
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,2000,1,4,1,past-avg-revisit,0.0,629.04,184.45,0.01,143899.1625
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,2000,1,4,1,past-avg-total,0.0,614.44,169.01,0.01,106445.2575
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,2000,1,4,1,random,0.0,629.04,184.45,0.01,143899.1625
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,3000,1,4,0,none,0.01,776.3575000000001,341.465,0.01,90360.275
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,3000,1,4,0,past-avg,0.0,675.935,230.085,0.01,101125.815
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,3000,1,4,0,past-avg-revisit,0.0,683.3175,237.54,0.01,105547.8875
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,3000,1,4,0,past-avg-total,0.0,675.2825,229.3775,0.01,103123.8875
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,3000,1,4,0,random,0.0,683.3175,237.54,0.01,105547.8875
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,3000,1,4,1,none,0.01,776.3575000000001,341.465,0.01,90360.275
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,3000,1,4,1,past-avg,0.0,675.935,230.085,0.01,101125.815
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,3000,1,4,1,past-avg-revisit,0.0,683.3175,237.54,0.01,105547.8875
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,3000,1,4,1,past-avg-total,0.0,675.2825,229.3775,0.01,103123.8875
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,39,1,3000,1,4,1,random,0.0,683.3175,237.54,0.01,105547.8875
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,1000,1,4,0,none,4.225,11112.0125,9223.5475,4.695,53026.14
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,1000,1,4,0,past-avg,3.625,4918.8975,3595.36,4.115,283865.5125
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,1000,1,4,0,past-avg-revisit,3.8875,5978.0625,4462.5025000000005,4.46,775862.9875
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,1000,1,4,0,past-avg-total,3.4225000000000003,3947.9275,2442.3450000000003,3.9175,400333.5
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,1000,1,4,0,random,3.9225,5978.0625,4462.5025000000005,4.5075,775862.9875
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,1000,1,4,1,none,4.1899999999999995,11112.0125,9223.5475,4.6475,53026.14
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,1000,1,4,1,past-avg,3.7925,4918.8975,3595.36,4.29,283865.5125
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,1000,1,4,1,past-avg-revisit,3.9775,5978.0625,4462.5025000000005,4.585,775862.9875
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,1000,1,4,1,past-avg-total,3.63,3947.9275,2442.3450000000003,4.1525,400333.5
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,1000,1,4,1,random,3.93,5978.0625,4462.5025000000005,4.52,775862.9875
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,2000,1,4,0,none,4.225,10521.735,8477.0175,4.6875,73573.965
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,2000,1,4,0,past-avg,3.6625,4683.3425,3303.245,4.155,291712.91500000004
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,2000,1,4,0,past-avg-revisit,3.6575,5200.3,3698.83,4.23,757634.6525
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,2000,1,4,0,past-avg-total,3.2675,3178.47,1542.45,3.78,441342.935
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,2000,1,4,0,random,3.67,5200.3,3698.83,4.2524999999999995,757634.6525
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,2000,1,4,1,none,4.1899999999999995,10521.735,8477.0175,4.645,73573.965
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,2000,1,4,1,past-avg,3.7075,4683.3425,3303.245,4.205,291712.91500000004
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,2000,1,4,1,past-avg-revisit,3.5949999999999998,5200.3,3698.83,4.1625,757634.6525
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,2000,1,4,1,past-avg-total,3.23,3178.47,1542.45,3.735,441342.935
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,2000,1,4,1,random,3.615,5200.3,3698.83,4.2,757634.6525
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,3000,1,4,0,none,4.0649999999999995,9856.115,7681.905000000001,4.53,97403.685
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,3000,1,4,0,past-avg,3.5125,4320.79,2861.1175,4.015000000000001,307439.6825
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,3000,1,4,0,past-avg-revisit,3.295,4411.797500000001,2919.6175,3.8775,736002.0575
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,3000,1,4,0,past-avg-total,2.7824999999999998,2421.2575,665.44,3.2975,480098.15
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,3000,1,4,0,random,3.3025,4411.797500000001,2919.6175,3.8825,736002.0575
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,3000,1,4,1,none,4.077500000000001,9856.115,7681.905000000001,4.5375,97403.685
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,3000,1,4,1,past-avg,3.5075,4320.79,2861.1175,4.0225,307439.6825
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,3000,1,4,1,past-avg-revisit,3.2925,4411.797500000001,2919.6175,3.8675,736002.0575
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,3000,1,4,1,past-avg-total,2.82,2421.2575,665.44,3.335,480098.15
P2PCollector+greedy (k=0),0,SPATIAL_ISLANDS,1685,1,3000,1,4,1,random,3.3225000000000002,4411.797500000001,2919.6175,3.905,736002.0575
P2PCollector+greedy (k=1),1,BASELINE,39,1,1000,1,4,0,none,0.01,773.2175,295.2475,0.02,70170.14
P2PCollector+greedy (k=1),1,BASELINE,39,1,1000,1,4,0,past-avg,0.01,643.8725,183.62,0.0125,118744.045
P2PCollector+greedy (k=1),1,BASELINE,39,1,1000,1,4,0,past-avg-revisit,0.01,584.9425,119.3775,0.01,265513.665
P2PCollector+greedy (k=1),1,BASELINE,39,1,1000,1,4,0,past-avg-total,0.01,613.1775,150.7825,0.01,137980.855
P2PCollector+greedy (k=1),1,BASELINE,39,1,1000,1,4,0,random,0.01,584.9425,119.3775,0.01,265513.665
P2PCollector+greedy (k=1),1,BASELINE,39,1,1000,1,4,1,none,0.01,773.2175,295.2475,0.02,70170.14
P2PCollector+greedy (k=1),1,BASELINE,39,1,1000,1,4,1,past-avg,0.01,643.8725,183.62,0.0125,118744.045
P2PCollector+greedy (k=1),1,BASELINE,39,1,1000,1,4,1,past-avg-revisit,0.01,585.1575,119.5525,0.01,267658.695
P2PCollector+greedy (k=1),1,BASELINE,39,1,1000,1,4,1,past-avg-total,0.01,613.1775,150.7825,0.01,137980.855
P2PCollector+greedy (k=1),1,BASELINE,39,1,1000,1,4,1,random,0.01,585.1575,119.5525,0.01,267658.695
P2PCollector+greedy (k=1),1,BASELINE,39,1,2000,1,4,0,none,0.0,645.02,177.5075,0.01,84249.38
P2PCollector+greedy (k=1),1,BASELINE,39,1,2000,1,4,0,past-avg,0.0,633.0550000000001,163.7775,0.01,98721.79000000001
P2PCollector+greedy (k=1),1,BASELINE,39,1,2000,1,4,0,past-avg-revisit,0.0,629.1125,159.4275,0.01,107935.58
P2PCollector+greedy (k=1),1,BASELINE,39,1,2000,1,4,0,past-avg-total,0.0,636.2075,166.8975,0.01,105414.0925
P2PCollector+greedy (k=1),1,BASELINE,39,1,2000,1,4,0,random,0.0,629.1125,159.4275,0.01,107935.58
P2PCollector+greedy (k=1),1,BASELINE,39,1,2000,1,4,1,none,0.0,644.3325,176.675,0.01,84323.485
P2PCollector+greedy (k=1),1,BASELINE,39,1,2000,1,4,1,past-avg,0.0,633.4225,164.0575,0.01,98324.595
P2PCollector+greedy (k=1),1,BASELINE,39,1,2000,1,4,1,past-avg-revisit,0.0,628.715,158.9675,0.01,106726.72750000001
P2PCollector+greedy (k=1),1,BASELINE,39,1,2000,1,4,1,past-avg-total,0.0,636.2075,166.8975,0.01,105414.0925
P2PCollector+greedy (k=1),1,BASELINE,39,1,2000,1,4,1,random,0.0,628.715,158.9675,0.01,106726.72750000001
P2PCollector+greedy (k=1),1,BASELINE,39,1,3000,1,4,0,none,0.0,705.475,235.495,0.01,95123.1625
P2PCollector+greedy (k=1),1,BASELINE,39,1,3000,1,4,0,past-avg,0.0,702.1525,232.13,0.01,99592.2125
P2PCollector+greedy (k=1),1,BASELINE,39,1,3000,1,4,0,past-avg-revisit,0.0,700.7125,230.6625,0.01,103481.9625
P2PCollector+greedy (k=1),1,BASELINE,39,1,3000,1,4,0,past-avg-total,0.0,701.8774999999999,231.8275,0.01,104173.5325
P2PCollector+greedy (k=1),1,BASELINE,39,1,3000,1,4,0,random,0.0,700.7125,230.6625,0.01,103481.9625
P2PCollector+greedy (k=1),1,BASELINE,39,1,3000,1,4,1,none,0.0,705.475,235.495,0.01,95123.1625
P2PCollector+greedy (k=1),1,BASELINE,39,1,3000,1,4,1,past-avg,0.0,701.7975,231.775,0.01,99657.945
P2PCollector+greedy (k=1),1,BASELINE,39,1,3000,1,4,1,past-avg-revisit,0.0,700.9,230.8475,0.01,103465.39
P2PCollector+greedy (k=1),1,BASELINE,39,1,3000,1,4,1,past-avg-total,0.0,701.6725,231.6225,0.01,103963.3925
P2PCollector+greedy (k=1),1,BASELINE,39,1,3000,1,4,1,random,0.0,700.9,230.8475,0.01,103465.39
P2PCollector+greedy (k=1),1,BASELINE,1685,1,1000,1,4,0,none,2.0175,2105.0275,234.98,2.4275,266132.3875
P2PCollector+greedy (k=1),1,BASELINE,1685,1,1000,1,4,0,past-avg,2.9125,2343.085,509.6325,3.385,347623.6725
P2PCollector+greedy (k=1),1,BASELINE,1685,1,1000,1,4,0,past-avg-revisit,1.7975,1975.02,86.03999999999999,2.315,678518.455
P2PCollector+greedy (k=1),1,BASELINE,1685,1,1000,1,4,0,past-avg-total,2.895,2204.5225,350.555,3.4,417917.8575
P2PCollector+greedy (k=1),1,BASELINE,1685,1,1000,1,4,0,random,1.7349999999999999,1975.02,86.03999999999999,2.235,678518.455
P2PCollector+greedy (k=1),1,BASELINE,1685,1,1000,1,4,1,none,2.02,2104.505,234.595,2.43,266168.49
P2PCollector+greedy (k=1),1,BASELINE,1685,1,1000,1,4,1,past-avg,2.89,2342.1825,509.1725,3.3675,348083.385
P2PCollector+greedy (k=1),1,BASELINE,1685,1,1000,1,4,1,past-avg-revisit,1.7775,1975.1575,86.19749999999999,2.2800000000000002,678915.125
P2PCollector+greedy (k=1),1,BASELINE,1685,1,1000,1,4,1,past-avg-total,2.835,2203.9025,349.97,3.325,418173.0125
P2PCollector+greedy (k=1),1,BASELINE,1685,1,1000,1,4,1,random,1.8325,1975.1575,86.19749999999999,2.3575,678915.125
P2PCollector+greedy (k=1),1,BASELINE,1685,1,2000,1,4,0,none,1.4175,2058.415,169.73499999999999,1.8325,279697.77
P2PCollector+greedy (k=1),1,BASELINE,1685,1,2000,1,4,0,past-avg,2.5075000000000003,2107.3775,226.3875,3.0025,362202.78500000003
P2PCollector+greedy (k=1),1,BASELINE,1685,1,2000,1,4,0,past-avg-revisit,1.05,2051.435,162.03,1.5525,652049.0375
P2PCollector+greedy (k=1),1,BASELINE,1685,1,2000,1,4,0,past-avg-total,1.425,2054.2625,165.0025,1.9024999999999999,486380.1925
P2PCollector+greedy (k=1),1,BASELINE,1685,1,2000,1,4,0,random,1.085,2051.435,162.03,1.5825,652049.0375
P2PCollector+greedy (k=1),1,BASELINE,1685,1,2000,1,4,1,none,1.4475,2058.6575000000003,170.025,1.8599999999999999,279705.7375
P2PCollector+greedy (k=1),1,BASELINE,1685,1,2000,1,4,1,past-avg,2.4875,2106.8125,225.4475,2.96,363463.485
P2PCollector+greedy (k=1),1,BASELINE,1685,1,2000,1,4,1,past-avg-revisit,1.0625,2051.8824999999997,162.47500000000002,1.565,651785.5125
P2PCollector+greedy (k=1),1,BASELINE,1685,1,2000,1,4,1,past-avg-total,1.4275,2054.3225,165.0525,1.9075,485331.705
P2PCollector+greedy (k=1),1,BASELINE,1685,1,2000,1,4,1,random,1.05,2051.8824999999997,162.47500000000002,1.5425,651785.5125
P2PCollector+greedy (k=1),1,BASELINE,1685,1,3000,1,4,0,none,1.0,2137.0675,247.685,1.42,291106.09750000003
P2PCollector+greedy (k=1),1,BASELINE,1685,1,3000,1,4,0,past-avg,1.77,2143.3025,254.6775,2.2275,360405.0775
P2PCollector+greedy (k=1),1,BASELINE,1685,1,3000,1,4,0,past-avg-revisit,1.0525,2133.7625,244.35500000000002,1.54,661287.3525
P2PCollector+greedy (k=1),1,BASELINE,1685,1,3000,1,4,0,past-avg-total,1.16,2136.5975,247.2,1.6275,505324.1425
P2PCollector+greedy (k=1),1,BASELINE,1685,1,3000,1,4,0,random,1.1325,2133.7625,244.35500000000002,1.6425,661287.3525
P2PCollector+greedy (k=1),1,BASELINE,1685,1,3000,1,4,1,none,1.0,2137.6325,248.24,1.4175,291186.89749999996
P2PCollector+greedy (k=1),1,BASELINE,1685,1,3000,1,4,1,past-avg,1.7025,2142.38,253.57,2.16,360416.4075
P2PCollector+greedy (k=1),1,BASELINE,1685,1,3000,1,4,1,past-avg-revisit,1.0825,2134.78,245.3725,1.5750000000000002,661285.7525000001
P2PCollector+greedy (k=1),1,BASELINE,1685,1,3000,1,4,1,past-avg-total,1.1600000000000001,2137.0925,247.695,1.625,504826.02
P2PCollector+greedy (k=1),1,BASELINE,1685,1,3000,1,4,1,random,1.0725,2134.78,245.3725,1.565,661285.7525000001
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,1000,1,4,0,none,0.01,823.4,361.4825,0.0175,67210.5025
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,1000,1,4,0,past-avg,0.01,656.1525,208.63,0.01,111851.5925
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,1000,1,4,0,past-avg-revisit,0.01,587.2425,135.8475,0.01,224067.7525
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,1000,1,4,0,past-avg-total,0.01,671.5,227.21,0.01,126696.545
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,1000,1,4,0,random,0.01,587.2425,135.8475,0.01,224067.7525
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,1000,1,4,1,none,0.01,830.7425000000001,368.5625,0.0175,67073.3875
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,1000,1,4,1,past-avg,0.01,656.3175,208.7975,0.01,111875.0375
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,1000,1,4,1,past-avg-revisit,0.01,587.2425,135.8475,0.01,224067.7525
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,1000,1,4,1,past-avg-total,0.01,670.655,226.07,0.0125,126753.47750000001
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,1000,1,4,1,random,0.01,587.2425,135.8475,0.01,224067.7525
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,2000,1,4,0,none,0.0,639.5225,183.4275,0.01,83048.065
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,2000,1,4,0,past-avg,0.0,635.565,179.175,0.01,99809.1225
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,2000,1,4,0,past-avg-revisit,0.0,620.3225,162.7225,0.01,107022.475
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,2000,1,4,0,past-avg-total,0.0,633.8575,177.4625,0.01,105954.97750000001
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,2000,1,4,0,random,0.0,620.3225,162.7225,0.01,107022.475
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,2000,1,4,1,none,0.0,639.395,183.2725,0.01,83078.195
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,2000,1,4,1,past-avg,0.0,635.565,179.175,0.01,99809.1225
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,2000,1,4,1,past-avg-revisit,0.0,620.3025,162.7025,0.01,107046.6875
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,2000,1,4,1,past-avg-total,0.0,633.87,177.47500000000002,0.01,105956.93
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,2000,1,4,1,random,0.0,620.3025,162.7025,0.01,107046.6875
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,3000,1,4,0,none,0.0,693.6675,235.64249999999998,0.01,93441.10250000001
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,3000,1,4,0,past-avg,0.0,692.0425,233.8825,0.01,98219.53
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,3000,1,4,0,past-avg-revisit,0.0,691.45,233.3275,0.01,101632.125
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,3000,1,4,0,past-avg-total,0.0,690.6975,232.5325,0.01,100265.35
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,3000,1,4,0,random,0.0,691.45,233.3275,0.01,101632.125
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,3000,1,4,1,none,0.0,693.6725,235.64749999999998,0.01,93442.5
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,3000,1,4,1,past-avg,0.0,691.3825,233.22,0.01,98011.4525
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,3000,1,4,1,past-avg-revisit,0.0,690.7574999999999,232.64249999999998,0.01,101732.255
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,3000,1,4,1,past-avg-total,0.0,691.3575000000001,233.2,0.01,100519.3075
P2PCollector+greedy (k=1),1,RUSH_HOUR,39,1,3000,1,4,1,random,0.0,690.7574999999999,232.64249999999998,0.01,101732.255
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,1000,1,4,0,none,2.5225,3106.835,1266.7125,2.9325,241971.9175
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,1000,1,4,0,past-avg,3.37,3312.0875,1583.97,3.8225,292559.5225
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,1000,1,4,0,past-avg-revisit,1.475,2438.6724999999997,628.175,1.9475,488792.4825
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,1000,1,4,0,past-avg-total,3.2575,3291.54,1559.4299999999998,3.7225,344365.47250000003
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,1000,1,4,0,random,1.4425,2438.6724999999997,628.175,1.9175,488792.4825
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,1000,1,4,1,none,2.5275,3090.4375,1251.93,2.9275,242581.5775
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,1000,1,4,1,past-avg,3.3449999999999998,3297.2475,1566.895,3.7925,293230.11
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,1000,1,4,1,past-avg-revisit,1.5175,2441.0475,630.8025,2.01,491788.695
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,1000,1,4,1,past-avg-total,3.205,3274.1525,1542.335,3.67,344956.4575
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,1000,1,4,1,random,1.4625,2441.0475,630.8025,1.9325,491788.695
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,2000,1,4,0,none,2.045,2610.87,801.7850000000001,2.4675000000000002,265793.09249999997
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,2000,1,4,0,past-avg,2.9725,3119.8075,1363.405,3.4375,297474.11
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,2000,1,4,0,past-avg-revisit,1.3475000000000001,2509.955,697.2625,1.81,448654.65
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,2000,1,4,0,past-avg-total,3.0324999999999998,3132.685,1375.4025,3.5225,349755.0725
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,2000,1,4,0,random,1.325,2509.955,697.2625,1.79,448654.65
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,2000,1,4,1,none,2.1275,2605.3475,796.485,2.5549999999999997,266039.815
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,2000,1,4,1,past-avg,3.06,3112.015,1355.26,3.5300000000000002,297833.1725
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,2000,1,4,1,past-avg-revisit,1.3325,2510.8050000000003,698.84,1.7825,448601.555
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,2000,1,4,1,past-avg-total,2.9525,3102.6475,1345.1475,3.4275,350875.245
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,2000,1,4,1,random,1.345,2510.8050000000003,698.84,1.805,448601.555
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,3000,1,4,0,none,1.405,2683.3675000000003,876.17,1.825,277451.2875
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,3000,1,4,0,past-avg,3.0425,3056.1525,1280.9725,3.5875,306781.6775
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,3000,1,4,0,past-avg-revisit,1.3375,2664.88,856.985,1.7925,447517.185
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,3000,1,4,0,past-avg-total,2.685,3061.715,1287.3025,3.135,361583.6575
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,3000,1,4,0,random,1.425,2664.88,856.985,1.9075,447517.185
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,3000,1,4,1,none,1.4375,2680.8025,874.2925,1.85,277523.9125
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,3000,1,4,1,past-avg,2.8575,3041.4825,1265.735,3.3175,307758.03
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,3000,1,4,1,past-avg-revisit,1.4025,2664.3375,855.83,1.85,446020.025
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,3000,1,4,1,past-avg-total,2.8,3048.2925,1273.025,3.2625,362481.2375
P2PCollector+greedy (k=1),1,RUSH_HOUR,1685,1,3000,1,4,1,random,1.3925,2664.3375,855.83,1.84,446020.025
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,1000,1,4,0,none,0.02,1663.6075,1269.8325,0.02,37182.275
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,1000,1,4,0,past-avg,0.01,512.835,120.16749999999999,0.01,103720.8475
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,1000,1,4,0,past-avg-revisit,0.01,527.4675,139.3525,0.01,301945.475
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,1000,1,4,0,past-avg-total,0.01,514.9125,120.7225,0.01,116737.985
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,1000,1,4,0,random,0.01,527.4675,139.3525,0.01,301945.475
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,1000,1,4,1,none,0.02,1643.1825,1250.7875,0.02,37879.4
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,1000,1,4,1,past-avg,0.01,516.0125,125.5675,0.01,103456.4825
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,1000,1,4,1,past-avg-revisit,0.01,527.455,139.3,0.01,301655.135
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,1000,1,4,1,past-avg-total,0.01,514.5825,120.9975,0.01,117463.30249999999
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,1000,1,4,1,random,0.01,527.455,139.3,0.01,301655.135
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,2000,1,4,0,none,0.01,895.415,532.2875,0.02,70472.84
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,2000,1,4,0,past-avg,0.0,557.0275,162.1875,0.01,90518.9
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,2000,1,4,0,past-avg-revisit,0.0,569.88,175.5675,0.01,117911.975
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,2000,1,4,0,past-avg-total,0.0,557.99,163.4125,0.01,95388.04000000001
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,2000,1,4,0,random,0.0,569.88,175.5675,0.01,117911.975
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,2000,1,4,1,none,0.0125,886.83,525.215,0.02,70627.195
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,2000,1,4,1,past-avg,0.0,557.2275,162.3725,0.01,90627.15
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,2000,1,4,1,past-avg-revisit,0.0,569.965,175.64499999999998,0.01,117655.91
P2PCollector+greedy (k=1),1,SPATIAL_IMBALANCE,39,1,2000,1,4,1,past-avg-total,0.0,558.425,163.9075,0.01,95350.33
