metric,algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,runs,avgMean,avgStd,avgMin,avgMax,sumMean,sumStd,countMean,countMin,countMax,spreadMean,spreadStd,communicationTimeMillisMean,rawRows,servedRatioMean
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,32.54204333333333,0.4043774582958088,31.869683333333334,33.04253333333333,903432.1366666667,11226.381820905288,27762.0,27762,27762,138.72,11.93855875661653,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,0,4,0,1,2000,True,random,random,10,70.00157,0.4007844583893188,69.2125,70.49798333333334,1943383.5833333333,11126.501440699076,27762.0,27762,27762,221.30166666666668,4.465294496253481,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,0,4,1,1,2000,False,none,none,10,86.31309166666666,0.6891404910273725,84.4871,86.94751666666666,2396224.0433333335,19131.927518857105,27762.0,27762,27762,311.4316666666667,5.399853964646278,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,31.895348333333335,0.15699892770138002,31.655649999999998,32.124,885478.6883333332,4358.600310008982,27762.0,27762,27762,126.12166666666667,7.833467492940979,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,66.34937333333333,0.6793579228185213,64.81211666666667,67.38185,1841991.3050000002,18860.313070425105,27762.0,27762,27762,230.31,7.590308961001311,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,31.735608333333335,0.12376329788883648,31.557516666666668,31.900866666666666,881043.975,3436.0109074156962,27762.0,27762,27762,118.27833333333334,9.75898462260278,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,0,4,1,1,2000,True,random,random,10,61.35567999999999,0.511111999624828,60.264450000000004,62.05565,1703356.42,14189.531418077742,27762.0,27762,27762,212.56,5.331534418838472,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,1,4,0,1,2000,False,none,none,10,110.10549166666667,0.5796596622396452,108.96265,110.95806666666667,3056748.715,16092.43619226898,27762.0,27762,27762,395.38666666666666,10.9279396135562,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,32.62732833333333,0.4167999717905088,31.98548333333333,33.21175,905799.9199999999,11571.224209772594,27762.0,27762,27762,140.08333333333331,12.366594289495694,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,97.31009333333334,0.6124979987470456,96.12486666666668,98.26676666666667,2701522.7666666666,17004.17882486433,27762.0,27762,27762,342.50166666666667,8.521332888552754,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,32.54204333333333,0.40437745829580823,31.869683333333334,33.04253333333333,903432.1366666667,11226.381820905288,27762.0,27762,27762,138.72,11.938558756616528,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,1,4,0,1,2000,True,random,random,10,70.00157,0.4007844583893166,69.2125,70.49798333333334,1943383.5833333333,11126.501440698972,27762.0,27762,27762,221.30166666666668,4.465294496253478,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,1,4,1,1,2000,False,none,none,10,86.31351666666667,0.689452645622274,84.48706666666666,86.94751666666666,2396235.833333333,19140.615664784018,27762.0,27762,27762,311.85333333333335,5.683019976155526,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,1,4,1,1,2000,True,past-avg,past-avg,10,31.895348333333335,0.15699892770137908,31.655649999999998,32.124,885478.6883333332,4358.600310008986,27762.0,27762,27762,126.12166666666667,7.833467492940973,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,66.34937333333333,0.6793579228185206,64.81211666666667,67.38185,1841991.3050000002,18860.313070425058,27762.0,27762,27762,230.31,7.590308961001313,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,31.735608333333335,0.12376329788883614,31.557516666666668,31.900866666666666,881043.975,3436.010907415697,27762.0,27762,27762,118.27833333333334,9.758984622602778,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,greedy,1,4,1,1,2000,True,random,random,10,61.35567999999999,0.5111119996248336,60.264450000000004,62.05565,1703356.42,14189.531418077779,27762.0,27762,27762,212.56,5.331534418838476,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,0,4,0,1,2000,False,none,none,10,110.25718666666667,0.6680139455648647,109.32351666666666,111.29543333333332,3060960.0233333334,18545.39258367437,27762.0,27762,27762,399.825,10.569751419107648,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,0,4,0,1,2000,True,past-avg,past-avg,10,32.63683,0.42964657150663793,31.959516666666666,33.239333333333335,906063.6183333334,11927.817606696035,27762.0,27762,27762,139.12666666666667,10.551967811330643,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,97.33951333333333,0.7866281421750253,96.02109999999999,98.08406666666666,2702339.505,21838.36374857472,27762.0,27762,27762,344.0383333333333,17.18124524799075,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,32.5484,0.4100553524815471,31.86006666666667,33.04545,903608.6666666666,11383.994483595432,27762.0,27762,27762,139.57999999999998,12.568932893212297,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,0,4,0,1,2000,True,random,random,10,70.00327666666666,0.36832149060901104,69.33596666666668,70.47713333333333,1943431.0166666668,10225.335138924904,27762.0,27762,27762,219.60833333333335,6.747950077387482,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,0,4,1,1,2000,False,none,none,10,86.41466166666666,0.6539451741587764,84.8051,87.24628333333334,2399043.8333333335,18154.817538694067,27762.0,27762,27762,310.96,9.057440839878629,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,31.890278333333335,0.1637437820985145,31.655649999999998,32.15638333333333,885337.89,4545.90462256078,27762.0,27762,27762,127.63166666666666,8.196756547637277,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,66.34040666666667,0.769002546801797,64.86421666666666,67.20251666666667,1841742.403333333,21349.0593076768,27762.0,27762,27762,227.66333333333333,9.86565247540334,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,31.728363333333334,0.127579818588642,31.557516666666668,31.932066666666667,880842.8400000001,3541.836665211589,27762.0,27762,27762,119.69666666666667,6.586625056098883,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,0,4,1,1,2000,True,random,random,10,61.474468333333334,0.5929918307397428,60.18438333333334,62.07886666666666,1706654.1716666669,16462.52905920745,27762.0,27762,27762,210.63333333333335,6.744952387974981,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,0,1,2000,False,none,none,10,110.24376333333332,0.6700025127463467,109.30451666666666,111.27866666666667,3060587.3766666665,18600.663414582894,27762.0,27762,27762,399.9,10.978151703033372,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,32.636829999999996,0.42964657150663815,31.959516666666666,33.239333333333335,906063.6183333334,11927.81760669604,27762.0,27762,27762,139.12666666666667,10.551967811330641,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,97.33407333333334,0.7822771617464787,96.02109999999999,98.06978333333333,2702188.4683333333,21717.618794460635,27762.0,27762,27762,344.06166666666667,17.16267492245387,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,32.5484,0.410055352481547,31.86006666666667,33.04545,903608.6666666666,11383.994483595432,27762.0,27762,27762,139.57999999999998,12.568932893212295,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,0,1,2000,True,random,random,10,70.00327666666666,0.36832149060901104,69.33596666666668,70.47713333333333,1943431.0166666668,10225.335138924891,27762.0,27762,27762,219.60833333333335,6.7479500773874745,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,2000,False,none,none,10,86.41389333333333,0.6538820643087637,84.80475,87.24478333333333,2399022.493333333,18153.092132335863,27762.0,27762,27762,310.96,9.057440839878623,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,31.890278333333335,0.16374378209851553,31.655649999999998,32.15638333333333,885337.89,4545.9046225607935,27762.0,27762,27762,127.63166666666666,8.196756547637278,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,66.34040666666667,0.7690025468018031,64.86421666666666,67.20251666666667,1841742.403333333,21349.05930767694,27762.0,27762,27762,227.66333333333333,9.86565247540334,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,31.728363333333334,0.1275798185886418,31.557516666666668,31.932066666666667,880842.8400000001,3541.836665211602,27762.0,27762,27762,119.69666666666667,6.586625056098883,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_IMBALANCE,2,15,3000,nearest,1,4,1,1,2000,True,random,random,10,61.474468333333334,0.5929918307397435,60.18438333333334,62.07886666666666,1706654.1716666669,16462.529059207434,27762.0,27762,27762,210.63333333333335,6.744952387974985,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,0,1,2000,False,none,none,10,184.49435666666665,0.782029812754634,183.30103333333332,185.54173333333335,5121932.345000001,21710.759621230864,27762.0,27762,27762,462.5733333333334,10.037236843713034,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,81.87942666666666,0.5273800303690827,81.08305,82.59203333333333,2273136.6433333335,14641.081220543558,27762.0,27762,27762,221.60833333333335,8.890295895588132,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,184.10374333333334,0.7357889119681695,182.94245,185.05615,5111088.098333334,20426.96929700911,27762.0,27762,27762,458.5683333333333,11.984711067969727,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,81.86565833333333,0.559725567525155,81.06533333333333,82.88945,2272754.446666667,15539.074363591015,27762.0,27762,27762,222.07333333333332,7.616750546584078,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,0,1,2000,True,random,random,10,99.29678166666666,1.029940497275937,97.8993,100.99163333333333,2756677.2233333336,28593.161084029125,27762.0,27762,27762,377.97333333333336,4.693811265648711,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,1,1,2000,False,none,none,10,184.49435666666665,0.7820298127546277,183.30103333333332,185.54173333333335,5121932.345000001,21710.75962123093,27762.0,27762,27762,462.5733333333334,10.03723684371303,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,81.87942666666666,0.5273800303690876,81.08305,82.59203333333333,2273136.6433333335,14641.081220543567,27762.0,27762,27762,221.60833333333335,8.890295895588121,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,184.10374333333334,0.7357889119681814,182.94245,185.05615,5111088.098333334,20426.96929700921,27762.0,27762,27762,458.5683333333333,11.984711067969725,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,81.86565833333333,0.5597255675251562,81.06533333333333,82.88945,2272754.446666667,15539.074363591,27762.0,27762,27762,222.07333333333332,7.616750546584082,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,1,1,2000,True,random,random,10,99.29678166666666,1.0299404972759354,97.8993,100.99163333333333,2756677.2233333336,28593.16108402907,27762.0,27762,27762,377.97333333333336,4.693811265648709,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,2000,False,none,none,10,184.49435666666665,0.7820298127546381,183.30103333333332,185.54173333333335,5121932.345000001,21710.759621230874,27762.0,27762,27762,462.5733333333334,10.03723684371303,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,81.87942666666666,0.5273800303690849,81.08305,82.59203333333333,2273136.6433333335,14641.081220543705,27762.0,27762,27762,221.60833333333335,8.89029589558812,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,184.10374333333334,0.73578891196817,182.94245,185.05615,5111088.098333334,20426.969297009426,27762.0,27762,27762,458.5683333333333,11.984711067969748,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,81.86565833333333,0.5597255675251532,81.06533333333333,82.88945,2272754.446666667,15539.074363591058,27762.0,27762,27762,222.07333333333332,7.616750546584081,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,0,1,2000,True,random,random,10,99.29678166666666,1.029940497275936,97.8993,100.99163333333333,2756677.2233333336,28593.161084029078,27762.0,27762,27762,377.97333333333336,4.693811265648725,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,2000,False,none,none,10,184.49435666666665,0.7820298127546261,183.30103333333332,185.54173333333335,5121932.345000001,21710.759621230856,27762.0,27762,27762,462.5733333333334,10.03723684371303,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,2000,True,past-avg,past-avg,10,81.87942666666666,0.5273800303690841,81.08305,82.59203333333333,2273136.6433333335,14641.081220543505,27762.0,27762,27762,221.60833333333335,8.890295895588125,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,184.10374333333334,0.7357889119681646,182.94245,185.05615,5111088.098333334,20426.969297009353,27762.0,27762,27762,458.5683333333333,11.984711067969723,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,81.86565833333333,0.5597255675251561,81.06533333333333,82.88945,2272754.446666667,15539.07436359106,27762.0,27762,27762,222.07333333333332,7.616750546584083,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,1,4,1,1,2000,True,random,random,10,99.29678166666666,1.0299404972759374,97.8993,100.99163333333333,2756677.2233333336,28593.161084029147,27762.0,27762,27762,377.97333333333336,4.693811265648717,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,0,4,0,1,2000,False,none,none,10,184.49435666666665,0.7820298127546261,183.30103333333332,185.54173333333335,5121932.345000001,21710.75962123099,27762.0,27762,27762,462.5733333333334,10.037236843713009,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,0,4,0,1,2000,True,past-avg,past-avg,10,81.87942666666666,0.5273800303690841,81.08305,82.59203333333333,2273136.6433333335,14641.081220543578,27762.0,27762,27762,221.60833333333335,8.890295895588125,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,184.10374333333334,0.7357889119681669,182.94245,185.05615,5111088.098333334,20426.969297009357,27762.0,27762,27762,458.5683333333333,11.984711067969732,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,81.86565833333333,0.5597255675251548,81.06533333333333,82.88945,2272754.446666667,15539.07436359101,27762.0,27762,27762,222.07333333333332,7.61675054658408,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,0,4,0,1,2000,True,random,random,10,99.29678166666666,1.029940497275939,97.8993,100.99163333333333,2756677.2233333336,28593.161084028965,27762.0,27762,27762,377.97333333333336,4.693811265648717,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,0,4,1,1,2000,False,none,none,10,184.49435666666665,0.7820298127546312,183.30103333333332,185.54173333333335,5121932.345000001,21710.75962123087,27762.0,27762,27762,462.5733333333334,10.037236843713025,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,81.87942666666666,0.5273800303690855,81.08305,82.59203333333333,2273136.6433333335,14641.081220543547,27762.0,27762,27762,221.60833333333335,8.890295895588125,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,184.10374333333334,0.7357889119681603,182.94245,185.05615,5111088.098333334,20426.969297009535,27762.0,27762,27762,458.5683333333333,11.984711067969734,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,81.86565833333333,0.559725567525155,81.06533333333333,82.88945,2272754.446666667,15539.074363591033,27762.0,27762,27762,222.07333333333332,7.616750546584079,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,0,4,1,1,2000,True,random,random,10,99.29678166666666,1.029940497275938,97.8993,100.99163333333333,2756677.2233333336,28593.1610840291,27762.0,27762,27762,377.97333333333336,4.693811265648719,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,2000,False,none,none,10,184.49435666666665,0.7820298127546216,183.30103333333332,185.54173333333335,5121932.345000001,21710.759621230987,27762.0,27762,27762,462.5733333333334,10.03723684371302,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,81.87942666666666,0.5273800303690833,81.08305,82.59203333333333,2273136.6433333335,14641.081220543596,27762.0,27762,27762,221.60833333333335,8.890295895588126,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,184.10374333333334,0.7357889119681806,182.94245,185.05615,5111088.098333334,20426.969297010026,27762.0,27762,27762,458.5683333333333,11.984711067969737,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,81.86565833333333,0.5597255675251538,81.06533333333333,82.88945,2272754.446666667,15539.07436359102,27762.0,27762,27762,222.07333333333332,7.616750546584083,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,0,1,2000,True,random,random,10,99.29678166666666,1.029940497275935,97.8993,100.99163333333333,2756677.2233333336,28593.161084029063,27762.0,27762,27762,377.97333333333336,4.693811265648728,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,2000,False,none,none,10,184.49435666666665,0.782029812754624,183.30103333333332,185.54173333333335,5121932.345000001,21710.759621230805,27762.0,27762,27762,462.5733333333334,10.037236843713034,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,81.87942666666666,0.5273800303690829,81.08305,82.59203333333333,2273136.6433333335,14641.081220543629,27762.0,27762,27762,221.60833333333335,8.890295895588132,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,184.10374333333334,0.7357889119681842,182.94245,185.05615,5111088.098333334,20426.969297009673,27762.0,27762,27762,458.5683333333333,11.984711067969737,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,81.86565833333333,0.5597255675251532,81.06533333333333,82.88945,2272754.446666667,15539.074363590962,27762.0,27762,27762,222.07333333333332,7.616750546584076,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,1000,nearest,1,4,1,1,2000,True,random,random,10,99.29678166666666,1.0299404972759403,97.8993,100.99163333333333,2756677.2233333336,28593.16108402895,27762.0,27762,27762,377.97333333333336,4.6938112656487245,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,0,1,2000,False,none,none,10,174.89030166666666,0.9495620433135785,173.52366666666666,175.95371666666668,4855304.553333333,26361.71247687536,27762.0,27762,27762,477.2466666666667,9.304345858353074,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,78.18217833333333,0.42125348876087576,77.67795,79.13325,2170493.625,11694.902121939418,27762.0,27762,27762,214.23000000000002,12.65439659116228,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,174.26276666666666,0.9535687516241682,172.8656,175.29943333333333,4837882.91,26473.01415182277,27762.0,27762,27762,476.2666666666667,10.412705913663569,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,78.14286999999999,0.5894434972659646,77.56081666666667,79.62206666666665,2169402.2800000003,16364.086162942234,27762.0,27762,27762,210.25,4.649764364134523,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,0,1,2000,True,random,random,10,85.64650666666667,1.0772770960237157,83.79036666666666,86.90273333333333,2377718.333333333,29907.412284017053,27762.0,27762,27762,363.395,6.641921901318185,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,1,1,2000,False,none,none,10,174.89030166666666,0.9495620433135793,173.52366666666666,175.95371666666668,4855304.553333333,26361.712476875236,27762.0,27762,27762,477.2466666666667,9.304345858353079,,10,
Client Travel Time [min],TaxiAlgorithmP2PCollector,1685,27762,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,78.18217833333333,0.4212534887608772,77.67795,79.13325,2170493.625,11694.90212193947,27762.0,27762,27762,214.23000000000002,12.654396591162289,,10,
