metric,algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,runs,avgMean,avgStd,avgMin,avgMax,sumMean,sumStd,countMean,countMin,countMax,spreadMean,spreadStd,communicationTimeMillisMean,rawRows,servedRatioMean
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.29100000000000004,0.21404776206362086,0.158,0.867,25348.4,18671.783038109195,87089.6,86564,87422,7711.0,16330.25221279002,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,0,4,0,1,2000,True,random,random,10,0.22069999999999998,0.22891922398765707,0.137,0.872,19239.4,20019.270239779806,87096.0,86617,87422,6652.1,19756.4627088623,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,0,4,1,1,2000,False,none,none,10,0.11810000000000001,0.007475143997126597,0.106,0.13,10318.6,628.8236283375135,87362.7,86749,88340,428.7,156.53828072817632,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,0.1998,0.04054298130790746,0.159,0.27,17386.9,3505.7156964654796,87068.4,86598,87359,1870.0,1507.8810003150481,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.1265,0.020998677207015794,0.105,0.166,11028.0,1834.9341495904785,87144.7,86571,87627,644.3,826.7658609841658,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.297,0.22882210460433136,0.157,0.739,25846.7,19866.69563224958,87089.3,86686,87422,10415.8,19238.546224817623,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,0,4,1,1,2000,True,random,random,10,0.1615,0.020424658299875338,0.144,0.216,14048.5,1803.3845494883592,87107.9,86697,87422,621.3,466.0319612310822,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,1,4,0,1,2000,False,none,none,10,0.12450000000000001,0.011078006238589243,0.11,0.145,10886.1,991.0767937506714,87425.0,86916,88340,364.8,105.31413327121231,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,0.2385,0.18125687726416223,0.153,0.752,20788.3,15825.80896334985,87065.8,86574,87328,6340.0,14580.176603106624,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.12150000000000001,0.01577797339471848,0.102,0.145,10622.7,1382.192786842704,87388.5,86800,88340,344.4,87.84481265909281,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.3498,0.28350771104543565,0.152,0.8,30474.2,24710.37379905227,87089.6,86564,87422,15333.7,22838.878558039774,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,1,4,0,1,2000,True,random,random,10,0.22399999999999998,0.22853883696212338,0.138,0.873,19520.8,19913.923899288828,87096.0,86617,87422,6693.3,19910.61760329007,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,1,4,1,1,2000,False,none,none,10,0.1173,0.007118832613411964,0.105,0.127,10237.6,595.2598312221872,87361.3,86749,88340,376.9,111.22294927057295,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,0.2888,0.25997897350875643,0.151,1.016,25152.6,22686.05688866083,87068.4,86598,87359,8335.8,20203.628858862623,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.128,0.03696244340167763,0.099,0.226,11155.9,3171.4557628249454,87144.7,86571,87627,1030.7,2170.139834204239,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.3435,0.3426223220333952,0.149,1.159,29903.8,29796.21497140572,87089.3,86686,87422,14804.0,28995.037326334925,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,1,15,3000,nearest,1,4,1,1,2000,True,random,random,10,0.15360000000000001,0.007486283753935897,0.145,0.165,13387.3,645.6478314237738,87107.9,86697,87422,473.7,174.06068545832576,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,0,4,0,1,2000,False,none,none,10,0.048299999999999996,0.003497618237219912,0.042,0.052,4371.4,313.1308565653237,90592.1,89061,91531,158.6,30.13746284388695,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,0.09519999999999999,0.009738811243906747,0.083,0.117,8290.6,831.3325581391731,86982.4,86422,87344,343.9,193.27208800031113,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.06949999999999999,0.06387183347228348,0.044,0.251,6295.5,5793.0644212617635,90636.2,89319,91763,2005.5,5594.69181456852,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.1538,0.1655803262602307,0.085,0.624,13371.0,14393.658125098784,86978.3,86420,87344,4996.3,14376.810039087251,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,0,4,0,1,2000,True,random,random,10,0.1487,0.1450586471435299,0.087,0.555,12944.2,12624.399935574496,86998.8,86587,87450,4800.2,12530.046446663939,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,0,4,1,1,2000,False,none,none,10,0.0477,0.003973523485382827,0.042,0.055,4315.4,368.1371121380367,90579.8,89061,91531,279.7,188.3761308304921,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,0.093,0.008432740427115684,0.083,0.114,8085.9,712.0668585962354,86974.9,86422,87344,368.3,149.10551819284075,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0466,0.005815687596683838,0.039,0.058,4208.1,545.0721562835104,90410.6,89061,91531,255.6,125.36187618251411,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.14550000000000002,0.16223046021700802,0.089,0.607,12666.9,14132.097567436886,86975.1,86424,87344,4538.9,13440.482286733613,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,0,4,1,1,2000,True,random,random,10,0.0878,0.004104198392432368,0.081,0.093,7632.4,369.23771325379124,86952.9,86441,87269,213.8,65.77368605892312,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,1,4,0,1,2000,False,none,none,10,0.0479,0.0040400770069668485,0.04,0.054,4348.5,362.29492283374765,90564.9,89061,91457,209.3,43.954648344755434,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,0.09240000000000001,0.008275801404630787,0.079,0.108,8039.9,712.5561888175713,87002.1,86422,87344,264.4,94.63403193354914,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.047299999999999995,0.007832269431297957,0.035,0.059,4291.7,701.4239564390903,90601.0,89061,91763,309.6,206.3250940735141,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.0968,0.01239892468455767,0.083,0.114,8410.3,1054.448044133886,86998.0,86420,87344,405.2,185.92101070675747,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,1,4,0,1,2000,True,random,random,10,0.0886,0.006397916327472046,0.076,0.096,7711.9,553.8859589803261,87005.4,86587,87450,195.3,39.121037250506994,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,1,4,1,1,2000,False,none,none,10,0.0489,0.005839520528262575,0.04,0.055,4417.8,521.7606518105574,90570.4,89061,91457,305.3,116.84277184889672,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,1,4,1,1,2000,True,past-avg,past-avg,10,0.10070000000000001,0.0064472216238211245,0.09,0.115,8765.9,526.3723755838425,87015.1,86422,87496,553.4,207.25732797660015,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0492,0.006373556481449132,0.037,0.058,4444.8,580.6794487686147,90601.0,89061,91763,316.3,148.2423316360374,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.0988,0.01858792917759026,0.08,0.14,8602.4,1612.101265085072,87015.3,86424,87496,753.9,1056.0388723905953,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,greedy,1,4,1,1,2000,True,random,random,10,0.093,0.02101322334996598,0.077,0.151,8087.8,1798.0345936605338,86952.9,86441,87269,659.3,1402.0099104103683,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,0,4,0,1,2000,False,none,none,10,0.0489,0.003541813722437199,0.042,0.053,4430.8,307.1310975969564,90592.1,89061,91531,218.4,137.89786880957305,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,0,4,0,1,2000,True,past-avg,past-avg,10,0.0974,0.017030691249753913,0.082,0.135,8460.6,1464.95515289718,86982.4,86422,87344,408.3,240.3201799451908,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0502,0.004049691346263318,0.045,0.056,4548.0,387.91723057603133,90636.2,89319,91763,196.4,100.51666528491681,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.10129999999999999,0.009569047322835575,0.09,0.125,8808.9,842.8453726646558,86978.3,86420,87344,404.0,241.4392032974117,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,0,4,0,1,2000,True,random,random,10,0.0926,0.00893432830280051,0.081,0.111,8053.2,761.6276138784772,86998.8,86587,87450,201.1,63.24634376784163,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,0,4,1,1,2000,False,none,none,10,0.0456,0.005316640543300504,0.039,0.056,4146.0,490.92090333711934,90579.8,89061,91531,213.7,45.908241816330396,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,0.0974,0.010297788327813142,0.088,0.122,8478.3,886.0943077473321,86974.9,86422,87344,390.9,181.8591946167877,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0461,0.006261877602693229,0.034,0.056,4169.8,568.2618332345672,90410.6,89061,91531,213.2,51.69741020807737,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.1004,0.008566082989195109,0.087,0.111,8733.7,739.1851444514951,86975.1,86424,87344,428.3,197.09560567850764,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,0,4,1,1,2000,True,random,random,10,0.096,0.011065461781798552,0.087,0.122,8342.8,968.464167868097,86952.9,86441,87269,535.2,860.8008932254763,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,1,4,0,1,2000,False,none,none,10,0.0487,0.006272515001532033,0.04,0.061,4417.3,597.1298109382174,90564.9,89061,91457,282.7,167.95174571551465,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,0.098,0.0029059326290271155,0.094,0.104,8535.7,223.57700637090971,87002.1,86422,87344,333.4,152.25285985272438,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.05500000000000001,0.007571877794400366,0.043,0.064,4998.1,678.9837913300204,90601.0,89061,91763,261.3,130.91647040087133,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.0974,0.006963396361610398,0.086,0.11,8480.7,594.3027754342804,86998.0,86420,87344,346.0,209.25316936402396,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,1,4,0,1,2000,True,random,random,10,0.16019999999999998,0.19804253190778098,0.08,0.718,13948.7,17334.037915487424,87005.4,86587,87450,5862.7,16904.63166018907,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,1,4,1,1,2000,False,none,none,10,0.0452,0.005159672685570494,0.036,0.052,4082.7,460.35084446539247,90570.4,89061,91457,267.0,72.23726339101047,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,0.1001,0.01012642308243362,0.088,0.119,8733.0,871.5943245952594,87015.1,86422,87496,557.0,240.62972939075226,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0518,0.008941787044856054,0.038,0.07,4704.4,815.214245868328,90601.0,89061,91763,344.8,170.26893759905568,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.1581,0.16539142124736161,0.09,0.628,13769.2,14418.717447971732,87015.3,86424,87496,5085.1,14449.052090785133,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,1000,nearest,1,4,1,1,2000,True,random,random,10,0.17309999999999998,0.22677764440085357,0.084,0.818,15080.6,19813.441213254984,86952.9,86441,87269,6413.0,19517.722607358108,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,0,4,0,1,2000,False,none,none,10,0.1366,0.14350470375566093,0.073,0.544,12174.5,12838.654509375625,88903.5,87239,90676,4243.3,12657.536753957216,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,0,4,0,1,2000,True,past-avg,past-avg,10,0.3435,0.475745555242856,0.105,1.571,29861.0,41260.13047590723,87003.3,86505,87422,10786.8,20578.85579801646,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0872,0.009283198682446573,0.08,0.11,7682.1,815.0267139452822,88266.9,87127,89721,260.3,82.55644533691279,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.22410000000000002,0.19266519607281896,0.111,0.613,19504.4,16778.771205173387,87014.2,86564,87422,8621.1,16806.174794137754,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,0,4,0,1,2000,True,random,random,10,0.1105,0.019472202409246537,0.096,0.157,9603.6,1717.7548137030499,86996.4,86542,87422,778.8,1063.6132129052678,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,0,4,1,1,2000,False,none,none,10,0.0853,0.009055998625834213,0.073,0.099,7560.5,797.3362945875891,88622.5,87040,89937,351.0,81.002057587035,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,0,4,1,1,2000,True,past-avg,past-avg,10,0.1392,0.02652378387619517,0.119,0.209,12097.6,2301.5034796121136,87003.9,86505,87422,1051.1,1277.8770980723373,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0878,0.006160808027812226,0.076,0.097,7734.7,525.4001755276109,88096.6,86928,89455,306.0,57.63101017102974,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.20350000000000001,0.20335532667940837,0.128,0.782,17673.3,17587.974869526937,87005.7,86564,87422,5937.4,17504.180892321445,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,0,4,1,1,2000,True,random,random,10,0.1103,0.013375350462698169,0.096,0.137,9583.7,1179.8402010441923,87005.3,86564,87422,389.1,244.89700783072962,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,1,4,0,1,2000,False,none,none,10,0.1068,0.018498047945061068,0.088,0.145,9470.6,1548.496202413454,88811.0,87153,90898,935.8,1376.398101325824,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,1,4,0,1,2000,True,past-avg,past-avg,10,0.1737,0.14614152197251964,0.108,0.586,15129.3,12782.640216324637,87003.3,86505,87422,4565.8,12443.92870974972,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0917,0.013800563595576649,0.068,0.107,8115.5,1178.6891259172435,88682.7,86874,89765,247.1,53.72450299651198,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.2164,0.19217075740080747,0.106,0.617,18804.8,16657.989893408176,87012.1,86564,87422,7356.7,14276.440484238361,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,1,4,0,1,2000,True,random,random,10,0.1575,0.163343707153556,0.096,0.622,13716.9,14208.229770492562,87002.5,86542,87422,4699.0,14015.008510720056,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,1,4,1,1,2000,False,none,none,10,0.09759999999999999,0.0208710325571113,0.079,0.15,8613.5,1870.3601703058869,88359.8,87040,89563,657.0,1096.4141553263528,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,1,4,1,1,2000,True,past-avg,past-avg,10,0.1861,0.1101942224740783,0.121,0.482,16195.2,9598.185115484652,87003.9,86505,87422,4754.0,9168.754840943962,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,1,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.095,0.011195237082497778,0.08,0.115,8421.8,975.0727380274993,88543.9,87469,89994,346.2,63.85365211864463,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,1,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.1849,0.13529510954453106,0.109,0.564,16090.1,11751.381899353133,87005.7,86564,87422,4284.7,12010.337640271957,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,greedy,1,4,1,1,2000,True,random,random,10,0.10980000000000001,0.011923832344417535,0.087,0.129,9552.9,1034.6707957391836,87005.3,86564,87422,382.1,243.2499628868306,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,0,4,0,1,2000,False,none,none,10,0.0949,0.011873874215642044,0.075,0.116,8433.2,1084.4379803996783,88903.5,87239,90676,364.1,363.9570945409179,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,0,4,0,1,2000,True,past-avg,past-avg,10,0.1632,0.0579881213889726,0.107,0.26,14185.9,4995.4814571659535,87003.3,86505,87422,2438.3,2929.9677681200224,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0905,0.009501461875826149,0.077,0.103,7970.2,830.3899753194947,88266.9,87127,89721,255.9,93.6571169509053,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,0,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.16770000000000002,0.04734283942101957,0.118,0.275,14589.1,4156.588222996784,87014.2,86564,87422,2211.3,3188.3658667097793,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,0,4,0,1,2000,True,random,random,10,0.2141,0.25004997278321967,0.106,0.92,18660.3,21874.78774017654,86996.4,86542,87422,8143.8,21967.05896361894,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,0,4,1,1,2000,False,none,none,10,0.1457,0.1788929226598352,0.072,0.654,12966.6,16023.006155733283,88622.5,87040,89937,5436.2,16000.914659967273,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,0,4,1,1,2000,True,past-avg,past-avg,10,0.1923,0.15191668038032485,0.116,0.613,16754.4,13287.608397801814,87003.9,86505,87422,5129.8,12972.98738661737,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.2354,0.23586399094016494,0.078,0.599,20784.5,20866.000901253483,88096.6,86928,89455,12945.3,20384.90368467149,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,0,4,1,1,2000,True,past-avg-total,past-avg-total,10,0.18819999999999998,0.14706823813001454,0.129,0.606,16370.9,12828.233501408782,87005.7,86564,87422,4334.6,12594.446793902638,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,0,4,1,1,2000,True,random,random,10,0.1136,0.010986860839708085,0.097,0.13,9893.1,993.4638001569167,87005.3,86564,87422,320.3,121.72560216413892,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,1,4,0,1,2000,False,none,none,10,0.0965,0.014804278660801633,0.074,0.121,8577.4,1320.803307755465,88811.0,87153,90898,240.7,55.641810818045016,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,1,4,0,1,2000,True,past-avg,past-avg,10,0.2894,0.26665383302451634,0.11,0.717,25215.1,23261.39106115539,87003.3,86505,87422,14493.4,23023.31034311868,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,1,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,10,0.0973,0.023142313338702043,0.074,0.157,8630.6,2048.8617002293417,88682.7,86874,89765,561.4,987.1610473136252,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,1,4,0,1,2000,True,past-avg-total,past-avg-total,10,0.1981,0.15257380727591047,0.095,0.615,17230.4,13263.905468099005,87012.1,86564,87422,5972.5,13109.009355316586,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,1,4,0,1,2000,True,random,random,10,0.1263,0.028577574735757012,0.097,0.18,10981.2,2465.120091733193,87002.5,86542,87422,1221.5,1556.4518231470506,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,1,4,1,1,2000,False,none,none,10,0.09419999999999999,0.011895844279037582,0.076,0.111,8328.8,1084.8595198355304,88359.8,87040,89563,365.4,93.23709323845074,,10,
Custom Time [micros],TaxiAlgorithmP2PCollector,39,638,1,SPATIAL_ISLANDS,2,15,2000,nearest,1,4,1,1,2000,True,past-avg,past-avg,10,0.2138,0.2695097606972911,0.113,0.98,18570.5,23329.097888212003,87003.9,86505,87422,4611.2,12314.43968861127,,10,
