taxiCount,clientCount,taxiSeatCount,spawnScenario,worldSeed,effectAtModeratorFrom,effectAtModeratorTo,interaction,moderation,factor,factorFrom,factorTo,moderator,moderatorFrom,moderatorTo,outcome,effectScale,scope
39.0,638.0,1.0,SPATIAL_IMBALANCE,9,-92.12999358757605,-74.95274028388575,17.177253303690307,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,0,-92.8808405967175,-78.87861573215227,14.002224864565235,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,1,-93.14969783457359,-81.49468805505964,11.655009779513946,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,2,-93.14991856968388,-77.62995654722383,15.51996202246005,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,3,-91.80329057145077,-81.50110388029994,10.302186691150837,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,4,-91.21885841389198,-77.76119347471123,13.457664939180745,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,5,-89.57033416233283,-75.59685015818694,13.973484004145888,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,6,-92.63855926016062,-80.2548887279828,12.383670532177817,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,7,-92.38539753334314,-78.78683073986852,13.598566793474617,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,8,-91.07745989919543,-76.45418608872461,14.62327381047082,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,9,-93.04459508162218,-74.64376246733582,18.400832614286358,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,BASELINE,0,169.8291418295588,30.312060371413917,-139.5170814581449,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,BASELINE,1,123.54642389494414,29.669407610391186,-93.87701628455295,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,BASELINE,2,113.10744322795863,42.382188734313964,-70.72525449364466,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,BASELINE,3,160.20550327772435,39.9289137645191,-120.27658951320524,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,BASELINE,4,137.942834017506,32.404474130672334,-105.53835988683366,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,BASELINE,5,113.58275182856134,38.00218909310704,-75.5805627354543,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,BASELINE,6,147.2829120771333,45.507813819105245,-101.77509825802804,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,BASELINE,7,108.51087679035456,36.46664487686373,-72.04423191349082,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,BASELINE,8,129.4866317594904,32.09711478814761,-97.38951697134279,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,BASELINE,9,151.22831278687775,34.399270376786674,-116.82904241009108,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,RUSH_HOUR,0,18.07842089809455,66.37427883108245,48.2958579329879,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,RUSH_HOUR,1,30.546093778395832,65.98019780084721,35.43410402245138,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,RUSH_HOUR,2,26.09846239320852,75.48388905738368,49.38542666417516,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,RUSH_HOUR,3,17.9898278288952,54.43147012294429,36.44164229404909,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,RUSH_HOUR,4,21.426536823019937,62.06232269265624,40.6357858696363,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,RUSH_HOUR,5,16.727973409683838,62.95144430864872,46.22347089896488,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,RUSH_HOUR,6,16.566103216354833,58.97702388829862,42.410920671943785,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,RUSH_HOUR,7,38.237941905032535,70.48775698698111,32.249815081948576,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,RUSH_HOUR,8,32.59812207276682,70.38208601317717,37.78396394041035,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,RUSH_HOUR,9,11.57015890642712,50.28223940245504,38.71208049602792,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_IMBALANCE,0,-93.43594034855968,-93.05267381930659,0.3832665292530919,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_IMBALANCE,1,-93.97568570855321,-93.27106697939827,0.7046187291549444,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_IMBALANCE,2,-94.0374241014841,-94.29772754348377,-0.2603034419996675,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_IMBALANCE,3,-93.3116583216456,-93.39668298911886,-0.0850246674732631,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_IMBALANCE,4,-94.13818458572382,-93.96944411665726,0.16874046906656304,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_IMBALANCE,5,-93.83450126222886,-93.89561683003058,-0.06111556780172123,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_IMBALANCE,6,-94.22598257229865,-94.7732397361798,-0.5472571638811559,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_IMBALANCE,7,-92.93576345752875,-93.02777630558046,-0.09201284805170928,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_IMBALANCE,8,-93.27219895864994,-93.10288919014694,0.16930976850299828,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_IMBALANCE,9,-93.58424880548546,-93.25998212410107,0.32426668138438686,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_ISLANDS,0,-61.79309491995995,-62.99544114037746,-1.2023462204175104,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_ISLANDS,1,-61.684915261568385,-62.814266132123755,-1.1293508705553705,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_ISLANDS,2,-60.829697771841,-61.920446681060135,-1.090748909219137,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_ISLANDS,3,-60.7152799883061,-62.309320747134144,-1.5940407588280436,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_ISLANDS,4,-61.037354380000664,-62.604264656970734,-1.56691027697007,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_ISLANDS,5,-61.03390398949146,-62.62688760143129,-1.5929836119398288,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_ISLANDS,6,-61.44963679269784,-62.917336804218074,-1.467700011520236,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_ISLANDS,7,-61.90088997897269,-62.98650850151621,-1.0856185225435198,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_ISLANDS,8,-62.14821894016656,-62.8349322588889,-0.6867133187223402,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
1685.0,27762.0,1.0,SPATIAL_ISLANDS,9,-62.223628530034404,-63.131568513637745,-0.9079399836033417,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,waiting,relative percent,city-scenario
39.0,638.0,1.0,BASELINE,0,5.172413793103436,0.4179728317659337,-4.754440961337503,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,BASELINE,1,2.2596656217345634,0.0,-2.2596656217345634,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,BASELINE,2,3.2915360501567292,0.2612330198537016,-3.0303030303030276,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,BASELINE,3,4.101358411703249,0.0,-4.101358411703249,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,BASELINE,4,3.4874608150470277,0.4310344827586188,-3.056426332288409,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,BASELINE,5,5.329153605015657,0.15673981191222097,-5.172413793103436,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,BASELINE,6,2.4425287356321768,0.0,-2.4425287356321768,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,BASELINE,7,4.2319749216300995,0.15673981191222097,-4.0752351097178785,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,BASELINE,8,4.323406478578907,0.026123301985370162,-4.297283176593536,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,BASELINE,9,2.4033437826541326,0.0,-2.4033437826541326,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,RUSH_HOUR,0,4.741379310344829,0.2612330198537016,-4.480146290491128,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,RUSH_HOUR,1,2.742946708463956,-0.052246603970740324,-2.795193312434696,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,RUSH_HOUR,2,5.146290491118066,0.18286311389759113,-4.963427377220475,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,RUSH_HOUR,3,1.7894461859979005,0.0,-1.7894461859979005,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,RUSH_HOUR,4,2.494775339602928,0.0,-2.494775339602928,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,RUSH_HOUR,5,5.943051201671878,0.052246603970740324,-5.890804597701138,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,RUSH_HOUR,6,3.082549634273768,0.10449320794148065,-2.9780564263322873,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,RUSH_HOUR,7,2.912748171368862,0.31347962382445305,-2.599268547544409,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,RUSH_HOUR,8,1.2800417972831712,0.07836990595611049,-1.2016718913270608,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,RUSH_HOUR,9,4.25809822361547,-0.07836990595611049,-4.33646812957158,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_IMBALANCE,0,30.851619644723094,3.85318704284221,-26.998432601880886,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_IMBALANCE,1,27.83437826541274,4.806687565308254,-23.027690700104486,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_IMBALANCE,2,30.015673981191217,4.676071055381403,-25.339602925809814,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_IMBALANCE,3,31.73981191222571,4.192789968652033,-27.54702194357368,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_IMBALANCE,4,30.642633228840133,4.218913270637403,-26.42371995820273,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_IMBALANCE,5,32.863113897596655,3.85318704284221,-29.009926854754447,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_IMBALANCE,6,30.198537095088827,4.584639498432608,-25.61389759665622,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_IMBALANCE,7,27.16823406478579,3.252351097178685,-23.915882967607104,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_IMBALANCE,8,25.58777429467085,2.6776384535005193,-22.91013584117033,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_IMBALANCE,9,31.308777429467092,7.22309299895506,-24.085684430512032,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,0,40.04702194357367,8.934169278996862,-31.112852664576806,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,1,45.95088819226751,11.96447230929989,-33.98641588296762,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,2,41.00052246603971,8.463949843260188,-32.536572622779524,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,3,46.264367816091955,12.865726227795193,-33.39864158829676,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,4,38.37513061650992,6.739811912225713,-31.63531870428421,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,5,36.36363636363635,7.066353187042839,-29.297283176593513,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,6,42.293625914315584,9.874608150470221,-32.41901776384536,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,7,39.929467084639505,9.28683385579937,-30.642633228840133,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,8,41.45768025078371,9.365203761755492,-32.092476489028215,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
39.0,638.0,1.0,SPATIAL_ISLANDS,9,33.82967607105538,5.681818181818176,-28.147857889237205,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
1685.0,27762.0,1.0,BASELINE,0,-0.2462898926590129,-0.016059121581057934,0.23023077107795498,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
1685.0,27762.0,1.0,BASELINE,1,-0.19721201642532993,-0.013957928103158768,0.18325408832217116,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
1685.0,27762.0,1.0,BASELINE,2,-0.23083111207164997,-0.02971687918739141,0.20111423288425856,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
1685.0,27762.0,1.0,BASELINE,3,-0.23833537449270414,-0.01936099704632488,0.21897437744637926,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
1685.0,27762.0,1.0,BASELINE,4,-0.2884638474653589,-0.016059121581057934,0.272404725884301,roaming_by_radius,idleRoamingMode,none,past-avg-total,p2pRqsRadius,1000,2000,pickup,percentage points,city-scenario
