algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,waitingAvgMean,waitingAvgStd,waitingCountMean,waitingSumMean,travelAvgMean,travelAvgStd,travelCountMean,travelSumMean,distanceAvgMean,distanceAvgStd,distanceCountMean,distanceSumMean,calculationAvgMean,calculationAvgStd,calculationCountMean,calculationSumMean,communicationAvgMean,communicationAvgStd,communicationCountMean,communicationSumMean,simulationAvgMean,simulationAvgStd,simulationCountMean,simulationSumMean,servedClients,servedRatio,totalTaxiDistanceKm,communicationTotalMs,kmPerServedClient,calculationMsPerServedClient,communicationMsPerServedClient,centralWaitingAvgMean,centralWaitingAvgStd,centralTravelAvgMean,centralDistanceAvgMean,centralCalculationAvgMean,centralCalculationSumMean,centralServedClients,centralServedRatio,centralKmPerServedClient,centralCalculationMsPerServedClient,waitingDeltaPct,travelDeltaPct,distanceDeltaPct,kmPerServedClientDeltaPct,calculationMsPerServedClientDeltaPct,pickupGapPoints,currentPass0,extendedPass0,currentPass5,extendedPass5,currentPass10,extendedPass10,currentPass15,extendedPass15,pickupPct
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,False,none,none,6.213748333333333,0.6770657286349496,612.4,3802.15,14.050640000000001,0.8067484954363962,638.0,8964.308333333334,67.8687698,1.702821131440397,39.0,2646.8820224,0.0191,0.0008755950357709137,88542.7,1693.4,0.0645,0.002592724864350673,88542.7,5704.2,0.0263,0.0010593499054713808,88542.7,2338.7,612.4,0.9598746081504702,2646.8820222,5.7042,4.321898479324002,2.766158128814792,0.009315172336541683,1.7100933333333335,0.1284010608202015,9.456726666666667,76.5447456,0.003,254.8,638.0,1.0,4.679067521003135,0.39937304075235114,263.35726315132894,48.57826069485638,-11.334515167557113,-7.633338054556649,592.6251515635154,4.0125391849529795,False,False,False,False,False,False,False,False,95.98746081504702
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,True,past-avg,past-avg,2.580945,0.2316658534558068,635.7,1640.525,10.193975,0.24610274430849605,638.0,6503.755,119.4923548,2.529132902849243,39.0,4660.2018343,0.0112,0.0012292725943057184,87259.1,976.1,0.07110000000000001,0.005425249610233003,87259.1,6208.4,0.019200000000000002,0.0012292725943057181,87259.1,1673.9,635.7,0.9963949843260189,4660.2018372,6.208399999999999,7.330756919555159,1.5357073725975394,0.009765666280270658,1.7100933333333335,0.1284010608202015,9.456726666666667,76.5447456,0.003,254.8,638.0,1.0,4.679067521003135,0.39937304075235114,50.92421856117013,7.7960203283870655,56.10784759078224,56.67132151116159,284.5295540491484,0.36050156739810824,False,False,False,False,False,False,False,False,99.6394984326019
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,True,past-avg-revisit,past-avg-revisit,6.139686666666667,0.5483706903744292,612.9,3759.9266666666663,13.972441666666665,0.7875251323933952,638.0,8914.416666666668,68.0446318,1.5797158149781836,39.0,2653.740645,0.0214,0.0006992058987800996,88695.8,1896.1,0.0635,0.0038078865529319536,88695.8,5630.3,0.028999999999999998,0.001054092553389459,88695.8,2577.5,612.9,0.9606583072100313,2653.7406402,5.6303,4.329575065989315,3.0946264597441773,0.009186846612182845,1.7100933333333335,0.1284010608202015,9.456726666666667,76.5447456,0.003,254.8,638.0,1.0,4.679067521003135,0.39937304075235114,259.0264079153574,47.75135371012802,-11.104764583605842,-7.469275735924697,674.8711465136519,3.9341692789968685,False,False,False,False,False,False,False,False,96.06583072100314
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,True,past-avg-total,past-avg-total,2.5371566666666667,0.20332522664471187,636.0,1613.5333333333333,10.155416666666666,0.21822783187517206,638.0,6479.155000000001,119.5806312,2.6050054134658094,39.0,4663.6446195,0.011300000000000001,0.0011595018087284055,87326.7,977.9,0.0728,0.0027808871486152244,87326.7,6365.1,0.019,0.0010540925533894616,87326.7,1669.6,636.0,0.9968652037617555,4663.6446168,6.3651,7.332727821574866,1.5376719535803793,0.010008354992434692,1.7100933333333335,0.1284010608202015,9.456726666666667,76.5447456,0.003,254.8,638.0,1.0,4.679067521003135,0.39937304075235114,48.36363707244049,7.388285869176703,56.22317412209155,56.713443194827406,285.02147032350155,0.31347962382445305,False,False,False,False,False,False,False,False,99.68652037617555
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,True,random,random,1.980678333333333,0.07514739304925205,637.6,1262.8633333333332,9.652893333333333,0.169211193957415,638.0,6158.545,261.32467269999995,15.207578972633817,39.0,10191.6622348,0.0076,0.0008432740427115675,87057.1,668.2,0.0944,0.010915839663331244,87057.1,8219.5,0.0159,0.0008755950357709137,87057.1,1383.7,637.6,0.9993730407523511,10191.662235299998,8.2195,15.984707443411978,1.0480493149072942,0.012892347341136728,1.7100933333333335,0.1284010608202015,9.456726666666667,76.5447456,0.003,254.8,638.0,1.0,4.679067521003135,0.39937304075235114,15.822820586790565,2.0743611778282656,241.40119044304456,241.6216451602958,162.42365106391432,0.06269592476488839,False,False,False,False,False,False,False,False,99.93730407523512
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,1000,greedy,0,4,1,1,2000,False,none,none,6.213748333333333,0.6770657286349496,612.4,3802.15,14.050640000000001,0.8067484954363962,638.0,8964.308333333334,67.8687698,1.702821131440397,39.0,2646.8820224,0.0195,0.0008498365855987978,88542.7,1723.5,0.0676,0.004671426144361289,88542.7,5975.3,0.027000000000000003,0.0008164965809277268,88542.7,2400.0,612.4,0.9598746081504702,2646.8820222,5.9753,4.321898479324002,2.815305493358534,0.009757061463882298,1.7100933333333335,0.1284010608202015,9.456726666666667,76.5447456,0.003,254.8,638.0,1.0,4.679067521003135,0.39937304075235114,263.35726315132894,48.57826069485638,-11.334515167557113,-7.633338054556649,604.9312813040599,4.0125391849529795,False,False,False,False,False,False,False,False,95.98746081504702
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,1000,greedy,0,4,1,1,2000,True,past-avg,past-avg,2.580945,0.2316658534558068,635.7,1640.525,10.193975,0.24610274430849605,638.0,6503.755,119.4923548,2.529132902849243,39.0,4660.2018343,0.011300000000000001,0.0009486832980505136,87259.1,993.5,0.06970000000000001,0.0031989581637360165,87259.1,6092.0,0.0194,0.0009660917830792969,87259.1,1699.3,635.7,0.9963949843260189,4660.2018372,6.092,7.330756919555159,1.563018352014502,0.009582988156323562,1.7100933333333335,0.1284010608202015,9.456726666666667,76.5447456,0.003,254.8,638.0,1.0,4.679067521003135,0.39937304075235114,50.92421856117013,7.7960203283870655,56.10784759078224,56.67132151116159,291.3680174981367,0.36050156739810824,False,False,False,False,False,False,False,False,99.6394984326019
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,1000,greedy,0,4,1,1,2000,True,past-avg-revisit,past-avg-revisit,6.139686666666667,0.5483706903744292,612.9,3759.9266666666663,13.972441666666665,0.7875251323933953,638.0,8914.416666666668,68.0446318,1.5797158149781831,39.0,2653.740645,0.021,0.0008164965809277256,88695.8,1859.6,0.06470000000000001,0.005186520991955978,88695.8,5720.5,0.028600000000000004,0.0006992058987801013,88695.8,2529.2,612.9,0.9606583072100313,2653.7406402,5.7205,4.329575065989315,3.0347676029716455,0.009335028078467771,1.7100933333333335,0.1284010608202015,9.456726666666667,76.5447456,0.003,254.8,638.0,1.0,4.679067521003135,0.39937304075235114,259.0264079153574,47.75135371012802,-11.104764583605842,-7.469275735924697,659.8829398335595,3.9341692789968685,False,False,False,False,False,False,False,False,96.06583072100314
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,1000,greedy,0,4,1,1,2000,True,past-avg-total,past-avg-total,2.5371566666666667,0.20332522664471187,636.0,1613.5333333333333,10.155416666666666,0.21822783187517206,638.0,6479.155000000001,119.5806312,2.6050054134658094,39.0,4663.6446195,0.0111,0.0011005049346146116,87326.7,988.0,0.07289999999999999,0.002685351208149711,87326.7,6370.4,0.0191,0.0011972189997378664,87326.7,1675.5,636.0,0.9968652037617555,4663.6446168,6.3704,7.332727821574866,1.5536224207159377,0.010016595072002216,1.7100933333333335,0.1284010608202015,9.456726666666667,76.5447456,0.003,254.8,638.0,1.0,4.679067521003135,0.39937304075235114,48.36363707244049,7.388285869176703,56.22317412209155,56.713443194827406,289.0153471023423,0.31347962382445305,False,False,False,False,False,False,False,False,99.68652037617555
TaxiAlgorithmP2PCollector,39,638,1,BASELINE,0,15,1000,greedy,0,4,1,1,2000,True,random,random,1.980678333333333,0.07514739304925205,637.6,1262.8633333333332,9.652893333333333,0.169211193957415,638.0,6158.545,261.32467269999995,15.207578972633817,39.0,10191.6622348,0.0076,0.0005163977794943224,87057.1,668.3,0.0913,0.012000462954032697,87057.1,7933.0,0.0158,0.0006324555320336765,87057.1,1386.8,637.6,0.9993730407523511,10191.662235299998,7.933,15.984707443411978,1.048175766204858,0.012442206225320362,1.7100933333333335,0.1284010608202015,9.456726666666667,76.5447456,0.003,254.8,638.0,1.0,4.679067521003135,0.39937304075235114,15.822820586790565,2.0743611778282656,241.40119044304456,241.6216451602958,162.45531351597307,0.06269592476488839,False,False,False,False,False,False,False,False,99.93730407523512
