metric,taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,avgMean,avgStd,countMean,servedRatioMean,runs,communicationTimeMillisMean,singleAvg,singleStd,singleCount,delta,deltaPct
Custom Time [micros],39,638,1,BASELINE,2,15,1000,nearest,0,4,0,1,2000,False,none,none,0.054700000000000006,0.003622460796505905,88542.7,,10,,0.0,0.0,87047.0,0.054700000000000006,
Custom Time [micros],39,638,1,RUSH_HOUR,1,15,1000,greedy,0,4,0,1,2000,False,none,none,0.06970000000000001,0.006325433669805657,87630.7,,10,,0.0,0.0,86780.3,0.06970000000000001,
Custom Time [micros],39,638,1,SPATIAL_IMBALANCE,1,15,1000,nearest,0,4,1,1,2000,False,none,none,0.0433,0.0037431418769679446,89761.2,,10,,0.0,0.0,87095.7,0.0433,
Custom Time [micros],39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,0,1,2000,False,none,none,0.0386,0.003272783388968954,90592.1,,10,,0.0,0.0,87057.1,0.0386,
Custom Time [micros],1685,27762,1,BASELINE,1,15,1000,greedy,0,4,0,1,2000,False,none,none,313.1041,10.682024178237233,93365.9,,10,,0.0,0.0,90440.1,313.1041,
Custom Time [micros],1685,27762,1,RUSH_HOUR,0,15,1000,greedy,1,4,0,1,2000,False,none,none,363.32509999999996,8.70873610488022,105025.9,,10,,0.0,0.0,90182.5,363.32509999999996,
Custom Time [micros],1685,27762,1,SPATIAL_IMBALANCE,0,15,1000,greedy,0,4,0,1,2000,False,none,none,147.0658,2.690631640009874,111545.4,,10,,0.0,0.0,90433.0,147.0658,
Custom Time [micros],1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,0,1,2000,False,none,none,111.18589999999999,2.972401851477468,111545.3,,10,,0.0,0.0,91597.1,111.18589999999999,
Simulation Time [millis],39,638,1,BASELINE,0,15,3000,nearest,0,4,0,1,2000,False,none,none,0.0104,0.0005163977794943217,87187.7,,10,,0.012,0.0006666666666666669,87047.0,-0.0016000000000000007,-13.33333333333334
Simulation Time [millis],39,638,1,RUSH_HOUR,0,15,3000,greedy,1,4,0,1,2000,False,none,none,0.0111,0.0005676462121975471,86903.0,,10,,0.0103,0.00048304589153964716,86780.3,0.0008000000000000004,7.76699029126214
Simulation Time [millis],39,638,1,SPATIAL_IMBALANCE,0,15,2000,nearest,1,4,1,1,2000,True,past-avg,past-avg,0.011,0.0006666666666666671,87032.7,,10,,0.010100000000000001,0.0005676462121975467,87095.7,0.000899999999999998,8.91089108910889
Simulation Time [millis],39,638,1,SPATIAL_ISLANDS,0,15,2000,greedy,0,4,1,1,2000,True,past-avg,past-avg,0.0116,0.0005163977794943229,87014.4,,10,,0.0103,0.0004830458915396472,87057.1,0.001299999999999999,12.621359223300962
Simulation Time [millis],1685,27762,1,BASELINE,1,15,3000,greedy,1,4,0,1,2000,False,none,none,3.6762,0.2442174804918308,90631.9,,10,,2.0677,0.13366047367199563,90440.1,1.6085000000000003,77.79174928664702
Simulation Time [millis],1685,27762,1,RUSH_HOUR,0,15,3000,nearest,0,4,0,1,2000,False,none,none,5.0374,0.23022028098709685,90364.0,,10,,2.1791,0.13877916109976873,90182.5,2.8583,131.16883116883116
Simulation Time [millis],1685,27762,1,SPATIAL_IMBALANCE,1,15,2000,nearest,0,4,1,1,2000,True,past-avg,past-avg,4.956799999999999,0.22447212150584175,90188.4,,10,,2.1581,0.21369264012699288,90433.0,2.7986999999999993,129.68351790927198
Simulation Time [millis],1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,1,1,2000,True,past-avg,past-avg,8.7727,0.22680488432914248,94794.3,,10,,1.9434,0.2930453889758376,91597.1,6.8293,351.40990017495113
Taxi Travel Distance [km],39,638,1,BASELINE,0,15,1000,greedy,0,4,0,1,2000,False,none,none,67.8687698,1.702821131440397,39.0,,10,,76.5447456,1.4158975599636145,39.0,-8.675975800000003,-11.334515167557111
Taxi Travel Distance [km],39,638,1,RUSH_HOUR,0,15,1000,greedy,0,4,0,1,2000,False,none,none,66.5045254,2.1986811675243048,39.0,,10,,78.07996010000001,1.9019493223686432,39.0,-11.575434700000002,-14.825103246946975
Taxi Travel Distance [km],39,638,1,SPATIAL_IMBALANCE,0,15,1000,greedy,0,4,0,1,2000,False,none,none,35.5196865,1.4687110315424534,39.0,,10,,79.8336429,1.7209141516711053,39.0,-44.3139564,-55.50787210788799
Taxi Travel Distance [km],39,638,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,0,1,2000,False,none,none,30.9099795,2.9905179735421994,39.0,,10,,90.0121192,1.5764617787384057,39.0,-59.1021397,-65.6602024541602
Taxi Travel Distance [km],1685,27762,1,BASELINE,1,15,1000,greedy,0,4,0,1,2000,False,none,none,265.7879385,1.0777165268926663,1685.0,,10,,267.35106940000003,0.8835418370812561,1685.0,-1.5631309000000329,-0.5846735169259184
Taxi Travel Distance [km],1685,27762,1,RUSH_HOUR,0,15,1000,greedy,0,4,0,1,2000,False,none,none,241.6920862,2.0454052134610645,1685.0,,10,,349.31721000000005,1.410591520737401,1685.0,-107.62512380000004,-30.810140674145437
Taxi Travel Distance [km],1685,27762,1,SPATIAL_IMBALANCE,0,15,1000,greedy,0,4,0,1,2000,False,none,none,82.5960821,0.815690549592931,1685.0,,10,,317.1411648,1.1496035250854366,1685.0,-234.54508270000002,-73.95605135268772
Taxi Travel Distance [km],1685,27762,1,SPATIAL_ISLANDS,0,15,1000,greedy,0,4,0,1,2000,False,none,none,53.451375199999994,1.1062655710308364,1685.0,,10,,365.10951059999996,0.8362783712834615,1685.0,-311.6581354,-85.3601799875985
