taxiCount,clientCount,taxiSeatCount,spawnScenario,kHops,p2pOverlayShortcuts,waitingAvgMean,travelAvgMean,distanceAvgMean,servedRatio,calculationAvgMean,communicationAvgMean,kmPerServedClient,calculationMsPerServedClient,pickupPct,communicationSharePct
39,638,1,BASELINE,0,0,3.532807333333333,11.262952444444444,106.78892593999998,0.9939811912225706,0.007485,0.132595,6.555922114149701,1.0501694902347678,99.39811912225706,1.7714762859051436
39,638,1,BASELINE,0,1,3.532807333333333,11.262952444444444,106.78892593999998,0.9939811912225706,0.00725,0.12925666666666666,6.555922114149701,1.014572636036338,99.39811912225706,1.7828505747126435
39,638,1,BASELINE,1,0,3.5376696111111112,11.270284111111112,107.10404686,0.9939028213166144,0.007326666666666666,0.13464333333333334,6.575429857404112,1.0265459143203337,99.39028213166145,1.8377161055505007
39,638,1,BASELINE,1,1,3.528273,11.260014277777778,107.02071836333333,0.9940282131661442,0.0072966666666666674,0.13402833333333333,6.5698826170264955,1.0247601344794592,99.40282131661442,1.8368433074463224
39,638,1,BASELINE,2,0,3.539084111111111,11.273782222222223,106.98348016333333,0.9938087774294672,0.007631666666666667,0.13598,6.56852247822995,1.06760956046208,99.38087774294672,1.781786416248089
39,638,1,BASELINE,2,1,3.5322804444444444,11.265626388888888,107.03158154333333,0.9939864158829675,0.007663333333333333,0.14277833333333334,6.570599319274057,1.0733419904078059,99.39864158829675,1.8631361461505003
39,638,1,RUSH_HOUR,0,0,3.834469888888889,11.526148444444443,103.35031542666667,0.9926541274817138,0.007325,0.14156833333333332,6.352710286286126,1.0158322196117466,99.26541274817137,1.9326734926052334
39,638,1,RUSH_HOUR,0,1,3.834469888888889,11.526148444444443,103.35031542666667,0.9926541274817138,0.0071916666666666665,0.13277,6.352710286286126,0.999800181294665,99.26541274817137,1.846164542294322
39,638,1,RUSH_HOUR,1,0,3.8198143333333334,11.506797777777779,103.40353023666667,0.9929310344827587,0.007245,0.14481666666666668,6.354957724354405,1.0062267230960438,99.29310344827587,1.9988497814584771
39,638,1,RUSH_HOUR,1,1,3.795458111111111,11.485425722222223,103.48576582333334,0.9929310344827587,0.007261666666666666,0.15071833333333334,6.360019487079143,1.0071181950941055,99.29310344827587,2.075533624053248
39,638,1,RUSH_HOUR,2,0,3.8228031666666666,11.509212861111111,103.28454563666666,0.9930094043887148,0.00771,0.15049833333333332,6.347444658108906,1.0685746777307499,99.30094043887148,1.9519887591872027
39,638,1,RUSH_HOUR,2,1,3.800650722222222,11.477686888888888,103.49539866333333,0.9933490073145246,0.007713333333333333,0.16183833333333333,6.358915846328782,1.072716033198693,99.33490073145246,2.098163353500432
39,638,1,SPATIAL_IMBALANCE,0,0,6.553974999999999,13.06563588888889,98.35319088,0.9535109717868339,0.010801666666666666,0.16956833333333332,6.1669176830221,1.7375254118797756,95.35109717868339,1.5698349020212932
39,638,1,SPATIAL_IMBALANCE,0,1,6.553974999999999,13.06563588888889,98.35319088,0.9535109717868339,0.010575,0.17025833333333334,6.1669176830221,1.7022027168280853,95.35109717868339,1.6100078802206466
39,638,1,SPATIAL_IMBALANCE,1,0,6.476269555555556,12.986090722222222,98.54861505833334,0.9548955067920585,0.010613333333333334,0.15110833333333332,6.17363822078463,1.708050697278521,95.48955067920585,1.4237594221105525
39,638,1,SPATIAL_IMBALANCE,1,1,6.439252111111111,12.955019777777778,98.47458132,0.9552925809822362,0.010618333333333334,0.18062166666666668,6.168417566543216,1.7077533265131453,95.52925809822362,1.701035944121802
