taxiCount,clientCount,taxiSeatCount,spawnScenario,p2pRqsRadius,kHops,waitingAvgMean,servedRatio,centralWaitingAvgMean,waitingDeltaPct
1685,27762,1,SPATIAL_IMBALANCE,2000,0,52.93765933333334,0.8407067214177653,11.979215,341.91259054398256
1685,27762,1,SPATIAL_IMBALANCE,2000,1,49.85685420833333,0.8656665586052877,11.979215,316.194668918901
1685,27762,1,SPATIAL_IMBALANCE,2000,2,44.835520208333335,0.8934482385995246,11.979215,274.2776150885791
1685,27762,1,SPATIAL_IMBALANCE,3000,0,47.33209466666666,0.880695915279879,11.979215,295.1185003914419
1685,27762,1,SPATIAL_IMBALANCE,3000,1,43.60245429166667,0.9057736294215115,11.979215,263.9842367940359
1685,27762,1,SPATIAL_IMBALANCE,3000,2,38.03515029166667,0.9293052553850588,11.979215,217.50953874412193
1685,27762,1,SPATIAL_ISLANDS,1000,0,99.70037666666667,0.715921763561703,14.69835,578.3099917110878
1685,27762,1,SPATIAL_ISLANDS,1000,1,97.50414683333334,0.728599614581082,14.69835,563.3679755437403
1685,27762,1,SPATIAL_ISLANDS,1000,2,94.59749570833334,0.7454325156688999,14.69835,543.592618956096
1685,27762,1,SPATIAL_ISLANDS,2000,0,90.32438366666668,0.7552676320149845,14.69835,514.5205663674268
1685,27762,1,SPATIAL_ISLANDS,2000,1,85.48595312500001,0.7908245083207261,14.69835,481.6023779880055
1685,27762,1,SPATIAL_ISLANDS,2000,2,73.58419783333333,0.8413393307398602,14.69835,400.6289674237811
1685,27762,1,SPATIAL_ISLANDS,3000,0,79.69403333333334,0.7930451696563648,14.69835,442.1971400417961
1685,27762,1,SPATIAL_ISLANDS,3000,1,72.53904666666668,0.8383713349182335,14.69835,393.51829740526443
1685,27762,1,SPATIAL_ISLANDS,3000,2,58.294343291666664,0.8862937648584396,14.69835,296.604675298021
