series,selectedConfig,algorithm,taxiCount,clientCount,taxiSeatCount,spawnScenario,runIndex,worldSeed,tickBlock,servedRequestsSum,finishedRequestsSum,waitingTimeSum,waitingTimeCount,rows,activeClientsMean,servedRequestsMean,finishedRequestsMean,calcTimeMillisMean,waitingTimeAvg
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,38,5,5,8.616666666666667,5,1,3.0,5.0,5.0,0.002385,1.7233333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,39,4,5,8.0,4,1,3.0,4.0,5.0,0.002405,2.0
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,40,7,6,8.3,7,1,4.0,7.0,6.0,0.002431,1.1857142857142857
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,41,6,6,6.416666666666667,6,1,3.0,6.0,6.0,0.002424,1.0694444444444444
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,42,9,10,16.916666666666668,9,1,5.0,9.0,10.0,0.005016,1.8796296296296298
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,43,11,7,23.266666666666666,11,1,7.0,11.0,7.0,0.008123,2.1151515151515152
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,44,4,9,6.133333333333334,4,1,4.0,4.0,9.0,0.002415,1.5333333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,45,10,8,21.783333333333335,10,1,5.0,10.0,8.0,0.002541,2.1783333333333337
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,46,7,8,17.133333333333333,7,1,4.0,7.0,8.0,0.002395,2.4476190476190474
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,47,7,5,19.983333333333334,7,1,4.0,7.0,5.0,0.002394,2.854761904761905
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,48,4,6,6.1,4,1,3.0,4.0,6.0,0.002478,1.525
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,49,9,10,35.95,9,1,5.0,9.0,10.0,0.002431,3.994444444444445
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,50,9,5,17.416666666666668,9,1,5.0,9.0,5.0,0.00246,1.9351851851851853
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,51,7,10,14.483333333333333,7,1,5.0,7.0,10.0,0.002473,2.069047619047619
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,52,6,5,14.633333333333333,6,1,3.0,6.0,5.0,0.002459,2.4388888888888887
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,53,7,8,13.666666666666666,7,1,4.0,7.0,8.0,0.002452,1.9523809523809523
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,54,6,6,9.233333333333333,6,1,3.0,6.0,6.0,0.002506,1.5388888888888888
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,55,6,4,15.1,6,1,3.0,6.0,4.0,0.002501,2.5166666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,56,4,6,9.783333333333333,4,1,4.0,4.0,6.0,0.002447,2.4458333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,57,6,7,11.433333333333334,6,1,4.0,6.0,7.0,0.002528,1.9055555555555557
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,58,11,10,23.9,11,1,5.0,11.0,10.0,0.002555,2.1727272727272724
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,59,6,7,10.633333333333333,6,1,3.0,6.0,7.0,0.006294,1.7722222222222221
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,60,3,4,11.483333333333333,3,1,2.0,3.0,4.0,0.002433,3.8277777777777775
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,61,8,5,11.566666666666666,8,1,4.0,8.0,5.0,0.002607,1.4458333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,62,3,6,3.6166666666666667,3,1,3.0,3.0,6.0,0.002616,1.2055555555555555
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,63,7,4,10.45,7,1,4.0,7.0,4.0,0.002519,1.4928571428571427
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,64,10,11,24.733333333333334,10,1,6.0,10.0,11.0,0.002601,2.4733333333333336
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,65,7,7,14.533333333333333,7,1,3.0,7.0,7.0,0.002543,2.0761904761904764
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,66,10,8,10.533333333333333,10,1,5.0,10.0,8.0,0.00259,1.0533333333333332
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,67,5,9,7.6,5,1,3.0,5.0,9.0,0.002589,1.52
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,68,8,4,11.166666666666666,8,1,3.0,8.0,4.0,0.002534,1.3958333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,69,3,7,4.3,3,1,3.0,3.0,7.0,0.002548,1.4333333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,70,6,3,7.916666666666667,6,1,3.0,6.0,3.0,0.00259,1.3194444444444444
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,71,7,8,12.933333333333334,7,1,3.0,7.0,8.0,0.002561,1.8476190476190477
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,72,8,7,18.533333333333335,8,1,5.0,8.0,7.0,0.002589,2.316666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,73,7,9,9.7,7,1,4.0,7.0,9.0,0.002558,1.3857142857142857
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,74,7,6,5.883333333333334,7,1,3.0,7.0,6.0,0.002654,0.8404761904761905
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,75,9,8,19.05,9,1,5.0,9.0,8.0,0.002561,2.1166666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,76,7,9,11.166666666666666,7,1,5.0,7.0,9.0,0.031156,1.5952380952380951
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,77,12,8,18.75,12,1,5.0,12.0,8.0,0.00268,1.5625
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,78,8,11,11.7,8,1,5.0,8.0,11.0,0.002689,1.4625
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,79,11,9,36.916666666666664,11,1,6.0,11.0,9.0,0.002592,3.356060606060606
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,80,8,8,19.8,8,1,6.0,8.0,8.0,0.00263,2.475
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,81,7,8,11.133333333333333,7,1,5.0,7.0,8.0,0.002534,1.5904761904761904
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,82,10,9,18.05,10,1,5.0,10.0,9.0,0.002588,1.8050000000000002
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,83,8,8,10.266666666666667,8,1,4.0,8.0,8.0,0.002535,1.2833333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,84,7,10,9.15,7,1,5.0,7.0,10.0,0.002548,1.3071428571428572
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,85,9,4,16.683333333333334,9,1,5.0,9.0,4.0,0.002554,1.8537037037037036
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,1,0,86,5,12,8.583333333333334,5,1,4.0,5.0,12.0,0.00247,1.7166666666666668
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,0,7,4,16.216666666666665,7,1,3.0,7.0,4.0,0.002328,2.3166666666666664
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,1,10,9,10.266666666666667,10,1,4.0,10.0,9.0,0.002173,1.0266666666666668
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,2,5,7,6.0,5,1,4.0,5.0,7.0,0.002097,1.2
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,3,5,5,6.933333333333334,5,1,4.0,5.0,5.0,0.002176,1.3866666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,4,10,6,16.25,10,1,5.0,10.0,6.0,0.002162,1.625
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,5,7,10,12.483333333333333,7,1,4.0,7.0,10.0,0.002136,1.7833333333333332
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,6,2,4,2.45,2,1,2.0,2.0,4.0,0.002011,1.225
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,7,14,9,28.05,14,1,6.0,14.0,9.0,0.002213,2.0035714285714286
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,8,6,7,7.016666666666667,6,1,4.0,6.0,7.0,0.002175,1.1694444444444445
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,9,9,14,18.75,9,1,7.0,9.0,14.0,0.002175,2.0833333333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,10,11,4,16.283333333333335,11,1,4.0,11.0,4.0,0.002202,1.4803030303030305
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,11,5,10,6.183333333333334,5,1,3.0,5.0,10.0,0.002147,1.2366666666666668
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,12,4,4,4.85,4,1,3.0,4.0,4.0,0.002082,1.2125
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,13,4,3,4.616666666666666,4,1,1.0,4.0,3.0,0.002034,1.1541666666666666
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,14,13,9,22.833333333333332,13,1,6.0,13.0,9.0,0.002243,1.7564102564102564
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,15,9,11,15.516666666666667,9,1,6.0,9.0,11.0,0.002135,1.724074074074074
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,16,3,8,4.716666666666667,3,1,2.0,3.0,8.0,0.002149,1.5722222222222222
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,17,7,4,7.566666666666666,7,1,4.0,7.0,4.0,0.002219,1.0809523809523809
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,18,7,6,9.933333333333334,7,1,3.0,7.0,6.0,0.002198,1.4190476190476191
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,19,7,9,17.866666666666667,7,1,5.0,7.0,9.0,0.002159,2.5523809523809526
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,20,9,8,14.566666666666666,9,1,4.0,9.0,8.0,0.002187,1.6185185185185185
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,21,8,8,12.966666666666667,8,1,5.0,8.0,8.0,0.002193,1.6208333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,22,13,12,25.116666666666667,13,1,7.0,13.0,12.0,0.002344,1.932051282051282
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,23,4,6,6.933333333333334,4,1,3.0,4.0,6.0,0.002143,1.7333333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,24,9,7,12.8,9,1,4.0,9.0,7.0,0.002265,1.4222222222222223
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,25,15,11,22.083333333333332,15,1,9.0,15.0,11.0,0.002235,1.472222222222222
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,26,10,10,15.533333333333333,10,1,5.0,10.0,10.0,0.002316,1.5533333333333332
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,27,5,11,7.416666666666667,5,1,4.0,5.0,11.0,0.002236,1.4833333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,28,10,7,13.15,10,1,5.0,10.0,7.0,0.002292,1.315
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,29,5,6,6.166666666666667,5,1,3.0,5.0,6.0,0.002181,1.2333333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,30,6,6,8.383333333333333,6,1,3.0,6.0,6.0,0.002251,1.3972222222222221
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,31,8,9,13.916666666666666,8,1,6.0,8.0,9.0,0.002239,1.7395833333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,32,5,6,10.533333333333333,5,1,2.0,5.0,6.0,0.002206,2.1066666666666665
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,33,6,6,9.633333333333333,6,1,3.0,6.0,6.0,0.00223,1.6055555555555554
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,34,3,2,3.85,3,1,2.0,3.0,2.0,0.027939,1.2833333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,35,13,12,24.75,13,1,6.0,13.0,12.0,0.002428,1.9038461538461537
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,36,7,8,11.5,7,1,4.0,7.0,8.0,0.002392,1.6428571428571428
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,37,10,9,19.183333333333334,10,1,6.0,10.0,9.0,0.002541,1.9183333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,38,6,9,8.583333333333334,6,1,4.0,6.0,9.0,0.002463,1.4305555555555556
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,39,10,5,13.133333333333333,10,1,5.0,10.0,5.0,0.002581,1.3133333333333332
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,40,9,11,19.583333333333332,9,1,6.0,9.0,11.0,0.0025,2.1759259259259256
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,41,3,5,5.2,3,1,2.0,3.0,5.0,0.002463,1.7333333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,42,6,6,7.516666666666667,6,1,3.0,6.0,6.0,0.002537,1.2527777777777778
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,43,7,7,9.716666666666667,7,1,4.0,7.0,7.0,0.002506,1.388095238095238
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,44,5,5,9.916666666666666,5,1,2.0,5.0,5.0,0.002479,1.9833333333333332
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,45,4,3,7.233333333333333,4,1,2.0,4.0,3.0,0.002475,1.8083333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,46,7,7,10.1,7,1,4.0,7.0,7.0,0.002595,1.4428571428571428
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,47,7,8,9.55,7,1,5.0,7.0,8.0,0.002555,1.3642857142857143
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,48,8,7,17.433333333333334,8,1,4.0,8.0,7.0,0.002511,2.1791666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,49,5,6,11.983333333333333,5,1,3.0,5.0,6.0,0.002536,2.3966666666666665
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,50,12,9,20.883333333333333,12,1,5.0,12.0,9.0,0.002694,1.7402777777777778
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,51,8,10,13.466666666666667,8,1,4.0,8.0,10.0,0.002577,1.6833333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,52,6,7,12.416666666666666,6,1,3.0,6.0,7.0,0.002554,2.069444444444444
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,53,5,7,5.716666666666667,5,1,2.0,5.0,7.0,0.002484,1.1433333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,54,12,6,13.933333333333334,12,1,5.0,12.0,6.0,0.002669,1.1611111111111112
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,55,5,7,9.116666666666667,5,1,3.0,5.0,7.0,0.002689,1.8233333333333335
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,56,8,10,8.816666666666666,8,1,4.0,8.0,10.0,0.002767,1.1020833333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,57,16,10,26.333333333333332,16,1,8.0,16.0,10.0,0.002809,1.6458333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,58,7,13,10.883333333333333,7,1,4.0,7.0,13.0,0.002723,1.5547619047619048
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,59,8,8,9.466666666666667,8,1,4.0,8.0,8.0,0.002704,1.1833333333333333
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,60,10,8,13.15,10,1,6.0,10.0,8.0,0.00274,1.315
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,61,9,9,14.466666666666667,9,1,5.0,9.0,9.0,0.002713,1.6074074074074074
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,62,7,9,7.316666666666666,7,1,4.0,7.0,9.0,0.002656,1.0452380952380953
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,63,7,5,8.9,7,1,4.0,7.0,5.0,0.002731,1.2714285714285716
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,64,6,9,8.633333333333333,6,1,4.0,6.0,9.0,0.00276,1.4388888888888889
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,65,8,7,10.866666666666667,8,1,4.0,8.0,7.0,0.002738,1.3583333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,66,6,7,6.0,6,1,3.0,6.0,7.0,0.002685,1.0
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,67,4,3,4.683333333333334,4,1,2.0,4.0,3.0,0.002714,1.1708333333333334
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,68,4,5,5.266666666666667,4,1,2.0,4.0,5.0,0.00267,1.3166666666666667
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,69,9,5,13.716666666666667,9,1,4.0,9.0,5.0,0.002787,1.5240740740740741
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,70,7,9,9.416666666666666,7,1,4.0,7.0,9.0,0.002802,1.3452380952380951
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,71,12,9,25.083333333333332,12,1,8.0,12.0,9.0,0.002841,2.0902777777777777
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,72,6,8,11.85,6,1,4.0,6.0,8.0,0.002755,1.9749999999999999
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,73,9,10,20.25,9,1,5.0,9.0,10.0,0.002846,2.25
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,74,9,10,10.866666666666667,9,1,5.0,9.0,10.0,0.002842,1.2074074074074075
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,75,9,5,16.683333333333334,9,1,4.0,9.0,5.0,0.00275,1.8537037037037036
Central,n/a,TaxiAlgorithmSinglePassenger,39,638,1,BASELINE,2,1,76,2,7,6.133333333333334,2,1,4.0,2.0,7.0,0.002645,3.066666666666667
