factor,fromValue,toValue,basis,taxiCount,clientCount,taxiSeatCount,spawnScenario,waitingAvgMeanFrom,travelAvgMeanFrom,distanceAvgMeanFrom,servedRatioFrom,calculationAvgMeanFrom,communicationAvgMeanFrom,kmPerServedClientFrom,calculationMsPerServedClientFrom,pickupPctFrom,communicationSharePctFrom,normalizedWaitingIndexFrom,waitingAvgMeanTo,travelAvgMeanTo,distanceAvgMeanTo,servedRatioTo,calculationAvgMeanTo,communicationAvgMeanTo,kmPerServedClientTo,calculationMsPerServedClientTo,pickupPctTo,communicationSharePctTo,normalizedWaitingIndexTo,waitingMinFrom,waitingMinTo,waitingMinDeltaPct,travelMinFrom,travelMinTo,travelMinDeltaPct,distanceKmFrom,distanceKmTo,distanceKmDeltaPct,calculationMsFrom,calculationMsTo,calculationMsDeltaPct,communicationMicrosFrom,communicationMicrosTo,communicationMicrosDeltaPct,kmPerServedClientDeltaPct,calculationMsPerServedClientDeltaPct,communicationSharePctDeltaPct,pickupDeltaPoints,communicationShareDeltaPoints
p2pRqsRadius,1000,2000,scenario means,39.0,638.0,1.0,BASELINE,3.8793445833333333,11.599050361111113,127.67145689499999,0.9825522466039708,0.014586666666666666,0.08072833333333333,7.885158530963383,2.0667303032678803,98.25522466039708,0.5534392138939671,1.0977764141641766,2.838599777777778,10.569734305555556,94.91692671333334,0.9992972831765935,0.004386666666666666,0.12848,5.805821929050305,0.6029237093295683,99.92972831765935,2.92887537993921,0.8032665875271545,3.8793445833333333,2.838599777777778,-26.827851540357194,11.599050361111113,10.569734305555556,-8.874140757303817,127.67145689499999,94.91692671333334,-25.655327336481125,0.014586666666666666,0.004386666666666666,-69.92687385740403,0.08072833333333333,0.12848,59.151062204513096,-26.370257411413533,-70.82717041617694,429.21356246728675,1.674503657262278,2.375436166045243
p2pRqsRadius,1000,2000,scenario means,39.0,638.0,1.0,RUSH_HOUR,4.6127558055555555,12.270545986111111,116.32994979833333,0.9793390804597701,0.013901666666666666,0.09100416666666668,7.210170985743603,1.9531905242821839,97.93390804597702,0.6546277424769212,1.20817785186371,2.9265248055555557,10.615098249999999,95.570938665,0.9995088819226751,0.0047241666666666664,0.13219083333333334,5.844744356890591,0.6424010012006439,99.95088819226751,2.798183101076028,0.7665184549209255,4.6127558055555555,2.9265248055555557,-36.55582630168978,12.270545986111111,10.615098249999999,-13.491231262120639,116.32994979833333,95.570938665,-17.84494119469717,0.013901666666666666,0.0047241666666666664,-66.01726411701235,0.09100416666666668,0.13219083333333334,45.25800100727988,-18.937506912843226,-67.11017214069619,327.44645842360967,2.016980146290493,2.1435553585991065
p2pRqsRadius,1000,2000,scenario means,39.0,638.0,1.0,SPATIAL_IMBALANCE,9.98996825,16.583588055555555,115.16297832000001,0.8794958202716824,0.016990833333333333,0.09203583333333333,7.42195751941215,3.0421684913472684,87.94958202716823,0.5416793368973465,1.5423882745204134,5.251419083333333,11.625149222222223,89.1962035525,0.9844383490073145,0.011688333333333334,0.1549866666666667,5.522531324982636,1.6613178591113777,98.44383490073145,1.325994581491516,0.8107860822006187,9.98996825,5.251419083333333,-47.4330753420229,16.583588055555555,11.625149222222223,-29.899674405336174,115.16297832000001,89.1962035525,-22.547849270923592,0.016990833333333333,0.011688333333333334,-31.208004316052772,0.09203583333333333,0.1549866666666667,68.39817824579197,-25.591984182899985,-45.39034034976679,144.79327365274872,10.494252873563212,0.7843152445941695
p2pRqsRadius,1000,2000,scenario means,39.0,638.0,1.0,SPATIAL_ISLANDS,12.542687361111112,20.900296986111112,125.71771147916667,0.8359926854754441,0.016829166666666666,0.07847333333333334,8.221821189516573,3.4051028245331056,83.59926854754441,0.46629363703887106,1.5911921531256095,6.832740027777778,14.146869833333334,97.20424892583333,0.9660971786833856,0.011811666666666666,0.13222166666666665,6.10364573355938,1.7502022147170635,96.60971786833856,1.1194158318047127,0.8668160182527366,12.542687361111112,6.832740027777778,-45.52411432208026,20.900296986111112,14.146869833333334,-32.31258942045483,125.71771147916667,97.20424892583333,-22.68054534070838,0.016829166666666666,0.011811666666666666,-29.81431047288933,0.07847333333333334,0.13222166666666665,68.49248152238549,-25.762849946895262,-48.60060606372307,140.066718240763,13.010449320794152,0.6531221947658417
p2pRqsRadius,1000,2000,scenario means,1685.0,27762.0,1.0,BASELINE,4.990103236111111,35.91499655555556,381.973207195,0.9984185817544364,5.170106666666666,362.25227083333334,23.21565729816069,17.54528856700606,99.84185817544365,7.006669188643433,1.2068502835157193,3.224451541666667,34.55887125,386.92053866083336,0.9999067070095814,3.89915,411.43795666666665,23.48595247771271,12.767124979614607,99.99067070095813,10.55199098948916,0.7798296093520874,4.990103236111111,3.224451541666667,-35.38306946572216,35.91499655555556,34.55887125,-3.7759304903672186,381.973207195,386.92053866083336,1.295203792476407,5.170106666666666,3.89915,-24.582793907540267,362.25227083333334,411.43795666666665,13.577743962842636,1.1642796759126828,-27.233314340448057,50.59924630938857,0.14881252551448654,3.545321800845728
p2pRqsRadius,1000,2000,scenario means,1685.0,27762.0,1.0,RUSH_HOUR,20.234386527777776,50.07405630555556,314.90209880833334,0.9788819849674615,5.899464166666666,704.703215,19.481403063246354,22.145332551403364,97.88819849674614,11.94520714240008,1.1327839827606134,16.410628569444444,46.25552897222222,317.6156588733333,0.9889430396465192,6.244329166666666,2056.9958366666665,19.485862518866963,21.164501774919508,98.89430396465193,32.94182260037274,0.9187181022256563,20.234386527777776,16.410628569444444,-18.897325862012547,50.07405630555556,46.25552897222222,-7.625759954481026,314.90209880833334,317.6156588733333,0.8617154586358033,5.899464166666666,6.244329166666666,5.845700393411435,704.703215,2056.9958366666665,191.89533875855335,0.022890833920596876,-4.429063208724315,175.77439392778862,1.0061054679057833,20.99661545797266
p2pRqsRadius,1000,2000,scenario means,1685.0,27762.0,1.0,SPATIAL_IMBALANCE,55.91124352777778,82.43091101388889,329.3952871966667,0.803768250366208,6.6600174999999995,353.36886250000003,22.80316162217862,33.45206349533626,80.3768250366208,5.305824834544355,1.1324854709162058,49.21001125,73.5947393888889,337.2125370416667,0.8666071728741926,6.1267008333333335,1031.6433933333333,22.57275156780703,27.4908647437849,86.66071728741926,16.838481613473046,0.9967516236078793,55.91124352777778,49.21001125,-11.985482444954876,82.43091101388889,73.5947393888889,-10.719488012829526,329.3952871966667,337.2125370416667,2.3732124134285826,6.6600174999999995,6.1267008333333335,-8.007736716407521,353.36886250000003,1031.6433933333333,191.94518895487946,-1.0104302999260129,-17.820122673097416,217.35841529942016,6.283892250798459,11.532656778928692
p2pRqsRadius,1000,2000,scenario means,1685.0,27762.0,1.0,SPATIAL_ISLANDS,97.26733973611111,123.8574322638889,295.40801305166667,0.7299846312705617,7.720800833333333,363.59028333333333,21.434547051070332,46.657366726918085,72.99846312705617,4.709230184563109,1.1645312432004993,83.13151154166667,110.27303133333334,314.4084316308333,0.7958104903585236,8.438555833333334,1488.0042283333335,21.83127120105884,42.73548004952608,79.58104903585236,17.633399099589216,0.9952903281553686,97.26733973611111,83.13151154166667,-14.532964747257736,123.8574322638889,110.27303133333334,-10.967772124980623,295.40801305166667,314.4084316308333,6.431923894983682,7.720800833333333,8.438555833333334,9.29638020062904,363.59028333333333,1488.0042283333335,309.25302367587113,1.8508632304814476,-8.405718008790553,274.4433465450814,6.58258590879619,12.924168915026108
p2pRqsRadius,1000,2000,equal-weight normalized index,,,,ALL_NORMALIZED,,,,,,,,,,,,,,,,,,,,,,,1.2595232092583684,0.8672471007803033,-31.14480984507183,,,,,,,,,,,,,,,,,
p2pRqsRadius,2000,3000,scenario means,39.0,638.0,1.0,BASELINE,2.838599777777778,10.569734305555556,94.91692671333334,0.9992972831765935,0.004386666666666666,0.12848,5.805821929050305,0.6029237093295683,99.92972831765935,2.92887537993921,0.8032665875271545,3.883516555555556,11.629021277777777,98.27045579666667,0.9999947753396029,0.0033533333333333336,0.19543249999999998,6.00715879010332,0.45884585037294395,99.99947753396029,5.828006958250496,1.0989569983086687,2.838599777777778,3.883516555555556,36.81099343267758,10.569734305555556,11.629021277777777,10.02188836161615,94.91692671333334,98.27045579666667,3.533120170927573,0.004386666666666666,0.0033533333333333336,-23.556231003039496,0.12848,0.19543249999999998,52.11122353673721,3.4678442348635485,-23.89653230204436,98.98446339398225,0.06974921630093434,2.899131578311286
