rank,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingMode,groups,groupsWithin5,groupsWithin5WithTravel,meanWaitingDeltaPct,worstWaitingDeltaPct,meanDistanceDeltaPct,worstDistanceDeltaPct,meanTravelDeltaPct,worstTravelDeltaPct,worstPickupGapPoints,worstReferenceNormalizedRegret
261,0,15,3000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,228.66028717257097,764.0147930436636,-9.47560341559071,24.449523025131057,60.200264816762655,264.5601656174143,45.28600244939125,152.80295860873272
262,0,15,3000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,228.66028717257097,764.0147930436636,-9.47560341559071,24.449523025131057,60.200264816762655,264.5601656174143,45.28600244939125,152.80295860873272
263,0,15,3000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,228.66028717257097,764.0147930436636,-9.47560341559071,24.449523025131057,60.200264816762655,264.5601656174143,45.28600244939125,152.80295860873272
264,0,15,3000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,228.66028717257097,764.0147930436636,-9.47560341559071,24.449523025131057,60.200264816762655,264.5601656174143,45.28600244939125,152.80295860873272
265,0,15,3000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,228.66028717257097,764.0147930436636,-9.47560341559071,24.449523025131057,60.200264816762655,264.5601656174143,45.28600244939125,152.80295860873272
266,1,15,3000,greedy,0,4,0,1,2000,none,8,1,1,231.40328026684728,764.2558745255986,-10.675987762168965,23.1018674912155,60.867017588772434,263.8511820568607,44.94056624162525,152.85117490511973
267,1,15,3000,nearest,1,4,0,1,2000,none,8,1,1,231.47695156582455,765.0337622930467,-10.683294693764754,23.1018674912155,60.87095622120498,264.4501820407536,45.136517541963826,153.00675245860936
268,1,15,3000,nearest,0,4,0,1,2000,none,8,1,1,231.69000201303447,765.3125690978919,-10.68864998167423,23.1018674912155,60.8954633972843,264.2169861353133,45.01584900223327,153.06251381957838
269,0,15,3000,greedy,0,4,0,1,2000,none,8,1,1,232.15287469007825,767.3405858480713,-10.874638722584564,23.063370139412932,61.284018175828564,265.51747910394073,45.46574454290037,153.46811716961426
270,0,15,3000,greedy,0,4,1,1,2000,none,8,1,1,232.15287469007825,767.3405858480713,-10.874638722584564,23.063370139412932,61.284018175828564,265.51747910394073,45.46574454290037,153.46811716961426
271,0,15,3000,greedy,1,4,0,1,2000,none,8,1,1,232.15287469007825,767.3405858480713,-10.874638722584564,23.063370139412932,61.284018175828564,265.51747910394073,45.46574454290037,153.46811716961426
272,0,15,3000,greedy,1,4,1,1,2000,none,8,1,1,232.15287469007825,767.3405858480713,-10.874638722584564,23.063370139412932,61.284018175828564,265.51747910394073,45.46574454290037,153.46811716961426
273,0,15,3000,nearest,0,4,0,1,2000,none,8,1,1,232.15287469007825,767.3405858480713,-10.874638722584564,23.063370139412932,61.284018175828564,265.51747910394073,45.46574454290037,153.46811716961426
274,0,15,3000,nearest,0,4,1,1,2000,none,8,1,1,232.15287469007825,767.3405858480713,-10.874638722584564,23.063370139412932,61.284018175828564,265.51747910394073,45.46574454290037,153.46811716961426
275,0,15,3000,nearest,1,4,0,1,2000,none,8,1,1,232.15287469007825,767.3405858480713,-10.874638722584564,23.063370139412932,61.284018175828564,265.51747910394073,45.46574454290037,153.46811716961426
276,0,15,3000,nearest,1,4,1,1,2000,none,8,1,1,232.15287469007825,767.3405858480713,-10.874638722584564,23.063370139412932,61.284018175828564,265.51747910394073,45.46574454290037,153.46811716961426
277,1,15,2000,greedy,1,4,1,1,2000,none,8,1,1,257.60226845586374,796.1954346349535,-19.983499536617355,9.564424367229197,71.67650843624133,258.50975273717347,39.93840501404799,159.2390869269907
278,1,15,2000,greedy,0,4,1,1,2000,none,8,1,1,256.59589034436755,796.2356772472193,-19.954239862950804,9.63141381189725,71.36704038984468,259.20762161056115,40.287083063179885,159.24713544944387
279,1,15,2000,nearest,1,4,1,1,2000,none,8,1,1,257.51906667534973,796.6381260481619,-19.98978055094195,9.564424367229197,71.70288818393834,258.89025087202384,40.06807866868382,159.32762520963237
280,1,15,2000,nearest,0,4,1,1,2000,none,8,1,1,256.7414379444635,797.4126801080846,-19.946600413378032,9.63141381189725,71.36452646591168,259.214657308207,40.21216050716807,159.4825360216169
281,2,15,2000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,250.5322434311933,809.2621734185584,-19.41894180977401,11.009405327489908,70.46434075623075,272.63181101765645,46.13716591023702,161.8524346837117
282,2,15,2000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,250.95653392719524,809.4850782570833,-19.562545824874572,10.894295009584564,70.81989305728561,274.07633631276053,46.82011382465241,161.89701565141667
283,2,15,2000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,250.52644872128056,810.0345276850804,-19.403269451746375,11.009405327489908,70.40944780514256,272.6319303299642,46.08673726676753,162.00690553701608
284,2,15,2000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,250.9708825347359,810.2967453262895,-19.560887774219843,10.894295009584564,70.79827557288372,274.3253709270507,46.92061090699517,162.0593490652579
285,2,15,1000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,409.5588653764876,819.3666409268161,-37.60359003916707,-0.23373704896803016,119.37544129205708,268.72278560831086,43.763417621208845,163.87332818536322
286,2,15,1000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,410.2370961421766,821.5039783377046,-37.61275288257843,-0.23373704896803016,119.44796046292132,268.9089128083553,43.7281175707802,164.3007956675409
287,1,15,2000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,259.46004530583207,829.7580113867657,-20.519748949901402,10.98752688257678,73.89971066196232,281.0635894332248,48.88624738851668,165.95160227735315
288,1,15,2000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,260.05161133295263,830.1119173240535,-20.65017615386071,10.811052457139535,74.18988242755736,281.26515639159015,48.97341690079965,166.0223834648107
289,1,15,2000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,259.88703368420744,833.1646976247902,-20.518134504932622,10.98752688257678,73.91060393372331,281.16537401723946,48.81672790144802,166.63293952495803
290,1,15,2000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,260.34383396222535,833.2180029277664,-20.639165402863433,10.811052457139535,74.16258882616205,281.22664461576375,48.70470427202651,166.6436005855533
291,2,15,1000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,412.9317336470436,836.0589113744061,-38.02673325244403,-0.20651860538247746,120.94326767812115,274.9261158534439,45.76255313017794,167.21178227488122
292,2,15,1000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,413.0632915966388,837.509425661157,-38.01442062480791,-0.20651860538247746,120.91747610173245,275.1122281394499,45.75174699229162,167.5018851322314
293,2,15,2000,greedy,0,4,0,1,2000,none,8,1,1,274.86455730913724,844.6139646060046,-22.682385869753645,9.287954573853874,79.81800958310008,288.9412218355841,51.80714645918882,168.92279292120094
294,2,15,2000,nearest,0,4,0,1,2000,none,8,1,1,275.19722048532475,846.4713839762061,-22.699214661915732,9.287954573853874,79.87236994882143,289.0726629850866,51.76248108925869,169.29427679524122
295,2,15,2000,greedy,1,4,0,1,2000,none,8,1,1,273.58082798450164,846.7843896310355,-22.446251944662,9.408411960284834,79.04102246398138,288.52479578207135,51.59534615661696,169.35687792620712
296,2,15,2000,nearest,1,4,0,1,2000,none,8,1,1,273.77573377332345,847.9174873370141,-22.453583673960352,9.408411960284834,79.0636448454866,288.5827554640563,51.502773575390826,169.58349746740282
297,1,15,2000,greedy,0,4,0,1,2000,none,8,1,1,278.1230336243567,851.1602776275342,-22.9064068384339,9.441337015822548,80.7615388616191,290.17660011227287,52.12376629925798,170.23205552550684
298,1,15,2000,nearest,0,4,0,1,2000,none,8,1,1,278.1604435190002,851.6664909099776,-22.90258795063425,9.441337015822548,80.73353975333866,290.2534148673874,52.132051004970826,170.33329818199553
299,1,15,2000,nearest,1,4,0,1,2000,none,8,1,1,277.4656765675248,851.7574421618754,-22.807568016924815,9.529328816529503,80.47487084887447,290.1827036825148,52.02182839853036,170.35148843237508
300,0,15,2000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,274.57002606906985,852.7704356838241,-22.28581735517207,10.255557110375978,79.35439905641475,289.84424076507827,51.79850154887976,170.55408713676482
301,0,15,2000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,274.57002606906985,852.7704356838241,-22.28581735517207,10.255557110375978,79.35439905641475,289.84424076507827,51.79850154887976,170.55408713676482
302,0,15,2000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,274.57002606906985,852.7704356838241,-22.28581735517207,10.255557110375978,79.35439905641475,289.84424076507827,51.79850154887976,170.55408713676482
303,0,15,2000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,274.57002606906985,852.7704356838241,-22.28581735517207,10.255557110375978,79.35439905641475,289.84424076507827,51.79850154887976,170.55408713676482
304,0,15,2000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,274.57002606906985,852.7704356838241,-22.28581735517207,10.255557110375978,79.35439905641475,289.84424076507827,51.79850154887976,170.55408713676482
305,0,15,2000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,274.57002606906985,852.7704356838241,-22.28581735517207,10.255557110375978,79.35439905641475,289.84424076507827,51.79850154887976,170.55408713676482
306,0,15,2000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,274.57002606906985,852.7704356838241,-22.28581735517207,10.255557110375978,79.35439905641475,289.84424076507827,51.79850154887976,170.55408713676482
307,0,15,2000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,274.57002606906985,852.7704356838241,-22.28581735517207,10.255557110375978,79.35439905641475,289.84424076507827,51.79850154887976,170.55408713676482
308,1,15,2000,greedy,1,4,0,1,2000,none,8,1,1,277.75882882262033,853.3999734664096,-22.81115816135692,9.529328816529503,80.50877892549883,290.1242816653374,52.00057632735393,170.6799946932819
309,0,15,2000,greedy,0,4,0,1,2000,none,8,1,1,278.90522347540673,854.9405885694654,-23.081793845784077,9.530813046428111,81.1635514134048,291.24810293430727,52.367624810892586,170.98811771389308
310,0,15,2000,greedy,0,4,1,1,2000,none,8,1,1,278.90522347540673,854.9405885694654,-23.081793845784077,9.530813046428111,81.1635514134048,291.24810293430727,52.367624810892586,170.98811771389308
311,0,15,2000,greedy,1,4,0,1,2000,none,8,1,1,278.90522347540673,854.9405885694654,-23.081793845784077,9.530813046428111,81.1635514134048,291.24810293430727,52.367624810892586,170.98811771389308
312,0,15,2000,greedy,1,4,1,1,2000,none,8,1,1,278.90522347540673,854.9405885694654,-23.081793845784077,9.530813046428111,81.1635514134048,291.24810293430727,52.367624810892586,170.98811771389308
313,0,15,2000,nearest,0,4,0,1,2000,none,8,1,1,278.90522347540673,854.9405885694654,-23.081793845784077,9.530813046428111,81.1635514134048,291.24810293430727,52.367624810892586,170.98811771389308
314,0,15,2000,nearest,0,4,1,1,2000,none,8,1,1,278.90522347540673,854.9405885694654,-23.081793845784077,9.530813046428111,81.1635514134048,291.24810293430727,52.367624810892586,170.98811771389308
315,0,15,2000,nearest,1,4,0,1,2000,none,8,1,1,278.90522347540673,854.9405885694654,-23.081793845784077,9.530813046428111,81.1635514134048,291.24810293430727,52.367624810892586,170.98811771389308
316,0,15,2000,nearest,1,4,1,1,2000,none,8,1,1,278.90522347540673,854.9405885694654,-23.081793845784077,9.530813046428111,81.1635514134048,291.24810293430727,52.367624810892586,170.98811771389308
317,2,15,1000,greedy,1,4,1,1,2000,none,8,1,1,428.3396533437607,862.6729530865712,-39.5008619064439,-0.4119802484695345,126.39313526136245,286.04836816556735,49.65888624738851,172.53459061731422
318,2,15,1000,nearest,1,4,1,1,2000,none,8,1,1,428.5242901973319,864.4237505116789,-39.49726742140585,-0.4119802484695345,126.37827902029184,285.96236636275836,49.536056480080696,172.88475010233577
319,2,15,1000,greedy,0,4,1,1,2000,none,8,1,1,430.30625941322717,869.5159887561077,-39.65127379587069,-0.4205665990128282,127.03132963366357,288.24107111431135,50.35696275484476,173.90319775122154
320,2,15,1000,nearest,0,4,1,1,2000,none,8,1,1,430.5908302275026,870.5879344733706,-39.65422655887858,-0.4205665990128282,127.02659112199811,288.36352282712903,50.38974137309993,174.11758689467413
321,1,15,1000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,431.4256648276742,896.9646252810691,-40.061377721943515,-0.36109958421586263,127.82238548970855,297.4683941696848,53.41149773071104,179.3929250562138
322,1,15,1000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,431.2669078502955,896.965192238131,-40.06930538934937,-0.36109958421586263,127.83424095350159,297.625207827126,53.46804985231611,179.3930384476262
323,1,15,1000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,431.8501098414502,898.8915422479396,-40.16543261565052,-0.37453884222241607,128.23442515766453,298.960800985281,54.021684316691875,179.7783084495879
324,1,15,1000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,431.7377081832527,900.293388940482,-40.16537039186143,-0.37453884222241607,128.21165877553034,299.06301807641125,54.07463439233484,180.05867778809642
325,1,15,1000,greedy,1,4,1,1,2000,none,8,1,1,438.77099735433035,902.294577282484,-40.86597304464319,-0.4908926689335402,130.60885802703683,300.33545401017625,54.6279086521144,180.4589154564968
326,1,15,1000,nearest,1,4,1,1,2000,none,8,1,1,439.05288376812496,904.0015375875524,-40.87022943236225,-0.4908926689335402,130.6278565736354,300.3256666724335,54.54181975362005,180.80030751751048
327,1,15,1000,nearest,0,4,1,1,2000,none,8,1,1,440.05953770721584,907.2247565202897,-40.94052998439224,-0.49265245243116373,130.8887707442163,301.42693791524414,54.88617534759743,181.44495130405795
328,1,15,1000,greedy,0,4,1,1,2000,none,8,1,1,440.2266341365223,908.1640342850272,-40.93930668263077,-0.49265245243116373,130.87920729252178,301.2150094286552,54.776673150349396,181.63280685700545
329,2,15,1000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,440.3579220233956,926.2302004419998,-41.22064983374696,-0.4247932512664976,131.469567461664,309.7993286296445,58.077588070023765,185.24604008839998
330,2,15,1000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,440.1897613877579,927.4380684453245,-41.229863001350175,-0.4224193688600386,131.47992365410545,309.98045216978386,58.148908580073474,185.4876136890649
331,1,15,1000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,441.44119522560027,930.5579878013519,-41.44928553431078,-0.4744840194007671,132.1486501937484,310.806671258202,58.41834161803905,186.11159756027038
332,1,15,1000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,444.0738614052077,931.4924350919208,-41.63217667259559,-0.4723912654751583,132.83575428289296,311.3469360301097,58.631582738995746,186.29848701838415
333,1,15,1000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,441.44362224174614,931.8236400684431,-41.44077214237036,-0.47448155073661624,132.11097912666884,310.8054110219517,58.37583747568619,186.36472801368862
334,1,15,1000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,444.0102934805974,932.1988635912649,-41.634182582352004,-0.4746554419430504,132.83702991065456,311.28545290653733,58.57719184496795,186.43977271825298
335,2,15,1000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,443.2368330408166,932.6782144481072,-41.50274996341162,-0.42515229228404783,132.48627498595906,311.12783016250944,58.501909084359916,186.53564288962144
336,2,15,1000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,443.3520906028144,932.8018791224865,-41.51149186261308,-0.42370060555292355,132.55042353805473,311.19956668752644,58.57791225416036,186.5603758244973
337,2,15,1000,nearest,1,4,0,1,2000,none,8,1,1,449.59535166966316,935.0138394218852,-42.08863157676627,-0.5684209542945129,134.54143582429114,312.17234230343144,58.95000360204597,187.00276788437705
338,0,15,1000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,447.6829308819612,935.2949367332612,-41.940196402113514,-0.5659831484481903,133.8448984013108,311.85954644619346,58.7821482602118,187.05898734665226
339,0,15,1000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,447.6829308819612,935.2949367332612,-41.940196402113514,-0.5659831484481903,133.8448984013108,311.85954644619346,58.7821482602118,187.05898734665226
340,0,15,1000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,447.6829308819612,935.2949367332612,-41.940196402113514,-0.5659831484481903,133.8448984013108,311.85954644619346,58.7821482602118,187.05898734665226
341,0,15,1000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,447.6829308819612,935.2949367332612,-41.940196402113514,-0.5659831484481903,133.8448984013108,311.85954644619346,58.7821482602118,187.05898734665226
342,0,15,1000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,447.6829308819612,935.2949367332612,-41.940196402113514,-0.5659831484481903,133.8448984013108,311.85954644619346,58.7821482602118,187.05898734665226
343,0,15,1000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,447.6829308819612,935.2949367332612,-41.940196402113514,-0.5659831484481903,133.8448984013108,311.85954644619346,58.7821482602118,187.05898734665226
344,0,15,1000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,447.6829308819612,935.2949367332612,-41.940196402113514,-0.5659831484481903,133.8448984013108,311.85954644619346,58.7821482602118,187.05898734665226
345,0,15,1000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,447.6829308819612,935.2949367332612,-41.940196402113514,-0.5659831484481903,133.8448984013108,311.85954644619346,58.7821482602118,187.05898734665226
346,2,15,1000,greedy,1,4,0,1,2000,none,8,1,1,449.57259189397956,935.7807395614701,-42.0880297199911,-0.5684209542945129,134.53743613591956,312.2227405679147,58.94243930552554,187.15614791229402
347,1,15,1000,nearest,1,4,0,1,2000,none,8,1,1,450.0541856789577,937.5615516934441,-42.147093718151055,-0.581703265107647,134.7301246902373,312.55446979698416,58.98422303868598,187.51231033868882
348,1,15,1000,greedy,1,4,0,1,2000,none,8,1,1,450.15017861493254,937.7022704362506,-42.14956716491624,-0.5815007598395039,134.7524272283033,312.5605808242453,58.968734241048914,187.5404540872501
349,1,15,1000,nearest,0,4,0,1,2000,none,8,1,1,451.64873525986,937.8318541423586,-42.22903411685883,-0.5841040783957419,135.01615568357565,312.6476937229198,59.08508032562496,187.56637082847172
350,2,15,1000,greedy,0,4,0,1,2000,none,8,1,1,451.4053755174009,938.1760537747434,-42.20347454162419,-0.5680194971384056,134.96899602447792,312.60533785367903,59.011238383401775,187.63521075494867
351,0,15,1000,greedy,0,4,0,1,2000,none,8,1,1,451.7706442341988,938.4167270475938,-42.25363199945959,-0.5749910046928264,135.12382494954213,312.73338978794027,59.176932497658676,187.68334540951875
352,0,15,1000,greedy,0,4,1,1,2000,none,8,1,1,451.7706442341988,938.4167270475938,-42.25363199945959,-0.5749910046928264,135.12382494954213,312.73338978794027,59.176932497658676,187.68334540951875
353,0,15,1000,greedy,1,4,0,1,2000,none,8,1,1,451.7706442341988,938.4167270475938,-42.25363199945959,-0.5749910046928264,135.12382494954213,312.73338978794027,59.176932497658676,187.68334540951875
354,0,15,1000,greedy,1,4,1,1,2000,none,8,1,1,451.7706442341988,938.4167270475938,-42.25363199945959,-0.5749910046928264,135.12382494954213,312.73338978794027,59.176932497658676,187.68334540951875
355,0,15,1000,nearest,0,4,0,1,2000,none,8,1,1,451.7706442341988,938.4167270475938,-42.25363199945959,-0.5749910046928264,135.12382494954213,312.73338978794027,59.176932497658676,187.68334540951875
356,0,15,1000,nearest,0,4,1,1,2000,none,8,1,1,451.7706442341988,938.4167270475938,-42.25363199945959,-0.5749910046928264,135.12382494954213,312.73338978794027,59.176932497658676,187.68334540951875
357,0,15,1000,nearest,1,4,0,1,2000,none,8,1,1,451.7706442341988,938.4167270475938,-42.25363199945959,-0.5749910046928264,135.12382494954213,312.73338978794027,59.176932497658676,187.68334540951875
358,0,15,1000,nearest,1,4,1,1,2000,none,8,1,1,451.7706442341988,938.4167270475938,-42.25363199945959,-0.5749910046928264,135.12382494954213,312.73338978794027,59.176932497658676,187.68334540951875
359,1,15,1000,greedy,0,4,0,1,2000,none,8,1,1,451.7456211721359,938.7537603427143,-42.22971474219539,-0.5846735169259154,135.02713703754026,312.7511561362619,59.087961962394644,187.75075206854285
360,2,15,1000,nearest,0,4,0,1,2000,none,8,1,1,451.7250970116627,939.0391438494797,-42.21197393298311,-0.5679149529521199,135.0147039119843,312.67556433230146,59.027447590231255,187.80782876989593
