rank,kHops,p2pRequestRepublishTicks,p2pRqsRadius,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingMode,groups,groupsWithin5,groupsWithin5WithTravel,meanWaitingDeltaPct,worstWaitingDeltaPct,meanDistanceDeltaPct,worstDistanceDeltaPct,meanTravelDeltaPct,worstTravelDeltaPct,worstPickupGapPoints,worstReferenceNormalizedRegret
122,0,15,3000,greedy,0,4,1,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,60.491342713191145
123,0,15,3000,greedy,1,4,0,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,60.491342713191145
124,0,15,3000,greedy,1,4,1,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,60.491342713191145
125,0,15,3000,nearest,0,4,0,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,60.491342713191145
126,0,15,3000,nearest,0,4,1,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,60.491342713191145
127,0,15,3000,nearest,1,4,0,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,60.491342713191145
128,0,15,3000,nearest,1,4,1,1,2000,random,8,0,0,117.45003699762174,302.45671356595574,64.27493600320683,147.35434512535375,21.238412950769497,81.11954831806038,6.617318636985803,60.491342713191145
129,1,15,2000,nearest,0,4,1,1,2000,random,8,0,0,88.88383027040597,331.7766370055689,73.95599996330166,144.11350882743093,17.270639793183616,89.12270454366555,7.736114112816084,66.35532740111378
130,1,15,2000,nearest,1,4,1,1,2000,random,8,0,0,88.88162321260884,331.8793287651431,73.97553599764808,144.11350882743093,17.264918580201538,89.14801244065754,7.73251206685398,66.37586575302862
131,1,15,2000,greedy,1,4,1,1,2000,random,8,0,0,88.53071323483343,332.6827620452035,73.96466648274364,144.11350882743093,17.139705037681175,89.42886994267442,7.808155032058217,66.5365524090407
132,1,15,2000,greedy,0,4,1,1,2000,random,8,0,0,88.53587977920199,332.7392209478389,73.9560562070031,144.11350882743093,17.14225424106816,89.43162846047896,7.793746848209782,66.54784418956777
133,2,15,2000,nearest,1,4,0,1,2000,random,8,0,0,96.43785562306844,350.6771520504474,74.82688303647141,144.03729211340868,19.771737992348513,94.36149078208192,8.566385707081626,70.13543041008947
134,2,15,2000,nearest,0,4,0,1,2000,random,8,0,0,96.49170998400746,350.7073432329804,74.82491786083715,144.03729211340868,19.7830131665347,94.38174998994559,8.576471435775524,70.14146864659608
135,2,15,2000,greedy,1,4,0,1,2000,random,8,0,0,96.1690687080613,350.9685178313715,74.84974503033654,144.03729211340868,19.68047987535516,94.41987081543164,8.561703047330893,70.19370356627431
136,2,15,2000,greedy,0,4,0,1,2000,random,8,0,0,96.14229230825927,351.02180457289285,74.87375165023711,144.03729211340868,19.669224966132457,94.44416038108454,8.571068366832357,70.20436091457857
137,1,15,2000,greedy,0,4,0,1,2000,random,8,0,0,96.64355192096221,352.63893891767253,74.94892066803567,143.9739050095604,19.82081745951679,94.91260139056801,8.673366472156186,70.5277877835345
138,1,15,2000,greedy,1,4,0,1,2000,random,8,0,0,96.68302464829449,352.63893891767253,74.92256877131372,143.9739050095604,19.839595480532218,94.91260139056801,8.673366472156186,70.5277877835345
139,0,15,2000,greedy,0,4,0,1,2000,random,8,0,0,96.80035371136387,352.940516831306,74.60616558146525,144.03904666034592,19.866639750855864,95.0004142073464,8.660399106692596,70.58810336626121
140,0,15,2000,greedy,0,4,1,1,2000,random,8,0,0,96.80035371136387,352.940516831306,74.60616558146525,144.03904666034592,19.866639750855864,95.0004142073464,8.660399106692596,70.58810336626121
141,0,15,2000,greedy,1,4,0,1,2000,random,8,0,0,96.80035371136387,352.940516831306,74.60616558146525,144.03904666034592,19.866639750855864,95.0004142073464,8.660399106692596,70.58810336626121
142,0,15,2000,greedy,1,4,1,1,2000,random,8,0,0,96.80035371136387,352.940516831306,74.60616558146525,144.03904666034592,19.866639750855864,95.0004142073464,8.660399106692596,70.58810336626121
143,0,15,2000,nearest,0,4,0,1,2000,random,8,0,0,96.80035371136387,352.940516831306,74.60616558146525,144.03904666034592,19.866639750855864,95.0004142073464,8.660399106692596,70.58810336626121
144,0,15,2000,nearest,0,4,1,1,2000,random,8,0,0,96.80035371136387,352.940516831306,74.60616558146525,144.03904666034592,19.866639750855864,95.0004142073464,8.660399106692596,70.58810336626121
145,0,15,2000,nearest,1,4,0,1,2000,random,8,0,0,96.80035371136387,352.940516831306,74.60616558146525,144.03904666034592,19.866639750855864,95.0004142073464,8.660399106692596,70.58810336626121
146,0,15,2000,nearest,1,4,1,1,2000,random,8,0,0,96.80035371136387,352.940516831306,74.60616558146525,144.03904666034592,19.866639750855864,95.0004142073464,8.660399106692596,70.58810336626121
147,1,15,2000,nearest,0,4,0,1,2000,random,8,0,0,96.51854367392971,352.96162283310446,74.88920708150214,143.9739050095604,19.75284437583813,95.02039412602423,8.674086881348597,70.59232456662089
148,1,15,2000,nearest,1,4,0,1,2000,random,8,0,0,96.53327132253983,352.9649480370792,74.8784004464128,143.9739050095604,19.76053970271685,95.02012772710854,8.673006267559968,70.59298960741583
149,2,15,1000,greedy,1,4,1,1,2000,random,8,0,0,78.0123875259057,367.9501814879634,177.54999187000354,276.26097275576643,17.586964064019988,102.08453888477594,9.585404509761542,73.59003629759268
150,2,15,1000,nearest,1,4,1,1,2000,random,8,0,0,77.89112802608274,368.2764132151675,177.54532543199102,276.26097275576643,17.558908319279517,101.8016419461508,9.569555507528282,73.6552826430335
151,2,15,1000,greedy,0,4,1,1,2000,random,8,0,0,78.23100066237082,368.99910942968023,177.64782167511146,276.26097275576643,17.667277158068458,102.38800601095406,9.619984150997773,73.79982188593604
152,2,15,1000,nearest,0,4,1,1,2000,random,8,0,0,78.46844390200424,369.35785580830355,177.52961309251495,276.26097275576643,17.73954839828298,102.85512860971933,9.613860672862184,73.87157116166071
153,1,15,1000,greedy,1,4,1,1,2000,random,8,0,0,83.77185306111943,381.8286089697864,178.33340615056892,277.00346632878745,19.49561956072301,113.52304711106127,10.604783517037674,76.36572179395728
154,1,15,1000,greedy,0,4,1,1,2000,random,8,0,0,83.43855865396353,382.38930235968434,178.13767043571391,277.00346632878745,19.388940861760318,112.83414530330083,10.474389453209431,76.47786047193686
155,1,15,1000,nearest,0,4,1,1,2000,random,8,0,0,83.53673725944545,382.8849664467441,178.07455315866332,277.00346632878745,19.41029331122423,112.76799408568894,10.459981269361007,76.57699328934882
156,1,15,1000,nearest,1,4,1,1,2000,random,8,0,0,83.96291706482381,384.0105827746921,178.2706149225392,277.00346632878745,19.518320979889083,113.12871247702496,10.528780347237232,76.80211655493842
157,2,15,2000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,163.4002084430707,390.7333249423688,-10.418644455334324,11.084008358112584,39.738393459453725,116.7484241826958,10.159210431525112,78.14666498847376
158,2,15,2000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,163.63178703712555,391.9269509842942,-10.391945811025217,11.229640823314725,39.78624644018675,117.15924628625531,10.206397233628707,78.38539019685884
159,2,15,2000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,163.64226111616705,393.7535732468838,-10.444971598443143,11.084008358112584,39.8170934182573,117.70194577494242,10.260788127656506,78.75071464937676
160,2,15,2000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,163.99668352534104,395.6428782822562,-10.405151954555686,11.229640823314725,39.89257851552691,118.2530716953623,10.327065773359267,79.12857565645125
161,1,15,1000,greedy,0,4,0,1,2000,random,8,0,0,88.04348392236926,401.1402867215254,178.0515489203261,274.91392554253594,20.892703054165764,121.1247698018163,11.766803544413229,80.22805734430509
162,2,15,1000,nearest,1,4,0,1,2000,random,8,0,0,87.97190320497063,401.78247898573653,176.7822898601958,271.60329528159804,20.895753222600497,121.29108370175979,11.793458684532808,80.3564957971473
163,2,15,1000,nearest,0,4,0,1,2000,random,8,0,0,87.98890898991158,401.9781472069995,177.3886037959105,274.2401314120666,20.90625692753048,121.51505527440935,11.855053670484839,80.3956294413999
164,2,15,1000,greedy,0,4,0,1,2000,random,8,0,0,88.01610785311189,402.02255128410104,177.38135566700615,274.2401314120666,20.916378468649746,121.53668435869336,11.861897557812828,80.4045102568202
165,1,15,1000,nearest,0,4,0,1,2000,random,8,0,0,88.25871407741775,402.4576341335365,178.1176757705042,274.91392554253594,20.946951923985097,121.46668159064787,11.802824004034296,80.4915268267073
166,1,15,1000,nearest,1,4,0,1,2000,random,8,0,0,88.28961632620295,402.648914107139,177.11913344625225,272.59826485676166,20.98030914561627,121.67377420026453,11.82623730278799,80.5297828214278
167,1,15,1000,greedy,1,4,0,1,2000,random,8,0,0,88.28393460703629,402.8811623980469,177.1304055084752,272.3457180863707,20.988742748320657,121.78699412327232,11.85577407967726,80.57623247960939
168,2,15,1000,greedy,1,4,0,1,2000,random,8,0,0,88.103884232165,402.97359907744743,176.7783150001894,271.60329528159804,20.939281285538527,121.68040721887188,11.845688350983352,80.59471981548948
169,0,15,1000,greedy,0,4,0,1,2000,random,8,0,0,88.23955010981032,403.9217553897774,177.36429566993735,273.59192048093297,20.979035573459264,122.1374031855193,11.927094589726972,80.78435107795548
170,0,15,1000,greedy,0,4,1,1,2000,random,8,0,0,88.23955010981032,403.9217553897774,177.36429566993735,273.59192048093297,20.979035573459264,122.1374031855193,11.927094589726972,80.78435107795548
171,0,15,1000,greedy,1,4,0,1,2000,random,8,0,0,88.23955010981032,403.9217553897774,177.36429566993735,273.59192048093297,20.979035573459264,122.1374031855193,11.927094589726972,80.78435107795548
172,0,15,1000,greedy,1,4,1,1,2000,random,8,0,0,88.23955010981032,403.9217553897774,177.36429566993735,273.59192048093297,20.979035573459264,122.1374031855193,11.927094589726972,80.78435107795548
173,0,15,1000,nearest,0,4,0,1,2000,random,8,0,0,88.23955010981032,403.9217553897774,177.36429566993735,273.59192048093297,20.979035573459264,122.1374031855193,11.927094589726972,80.78435107795548
174,0,15,1000,nearest,0,4,1,1,2000,random,8,0,0,88.23955010981032,403.9217553897774,177.36429566993735,273.59192048093297,20.979035573459264,122.1374031855193,11.927094589726972,80.78435107795548
175,0,15,1000,nearest,1,4,0,1,2000,random,8,0,0,88.23955010981032,403.9217553897774,177.36429566993735,273.59192048093297,20.979035573459264,122.1374031855193,11.927094589726972,80.78435107795548
176,0,15,1000,nearest,1,4,1,1,2000,random,8,0,0,88.23955010981032,403.9217553897774,177.36429566993735,273.59192048093297,20.979035573459264,122.1374031855193,11.927094589726972,80.78435107795548
177,2,15,3000,greedy,1,4,1,1,2000,none,8,1,1,166.4005324533918,440.42344733496026,-3.0878784098396173,22.95483061870678,36.66254528123811,134.69814433567802,12.598515957063604,88.08468946699205
178,2,15,3000,greedy,0,4,1,1,2000,none,8,1,1,166.31580842003095,440.4338820754671,-3.0879872269835977,22.95483061870678,36.64709835203197,134.66984121918085,12.597435343274977,88.08677641509342
179,2,15,3000,nearest,0,4,1,1,2000,none,8,1,1,166.45875819122435,441.02448838815116,-3.1123512654837633,22.95483061870678,36.652814583562716,134.56977174958973,12.55276997334487,88.20489767763023
180,2,15,3000,nearest,1,4,1,1,2000,none,8,1,1,166.31147568567258,441.0324883558731,-3.0945004660184017,22.95483061870678,36.59750527677092,134.04650152451305,12.477487212736838,88.20649767117462
181,2,15,1000,greedy,0,4,1,1,2000,past-avg-total,8,1,1,89.91462628407679,507.4946577950619,21.63400796030778,55.76178216470553,4.658016289250335,67.43414930026317,4.755421079172972,101.49893155901239
182,2,15,1000,nearest,0,4,1,1,2000,past-avg-total,8,1,1,89.72338993817229,507.4946577950619,21.650043479307193,55.76178216470553,4.595248950209591,67.02833085660869,4.6938260932209435,101.49893155901239
183,2,15,1000,greedy,1,4,1,1,2000,past-avg-total,8,1,1,90.37025003670524,510.06144801604194,21.66141414962875,55.80284180864796,4.686362262780289,67.4472885681509,4.761544557308561,102.01228960320839
184,2,15,1000,nearest,1,4,1,1,2000,past-avg-total,8,1,1,90.37249097564812,510.06144801604194,21.655209904225487,55.80284180864796,4.688126680604875,67.45270982113294,4.751819033210869,102.01228960320839
185,2,15,1000,greedy,1,4,1,1,2000,past-avg,8,1,1,92.70640494161074,511.30091551720636,21.326369443982212,55.69850270689254,5.2625445615902295,70.52851027249143,4.956055039262308,102.26018310344128
186,2,15,1000,nearest,1,4,1,1,2000,past-avg,8,1,1,92.75430871328152,511.30091551720636,21.321570088812496,55.69850270689254,5.271895935337801,70.53188830220378,4.941286650817666,102.26018310344128
187,2,15,1000,greedy,0,4,1,1,2000,past-avg,8,1,1,92.81499625355235,512.5111401429989,21.341359502760266,55.75118052257264,5.249904467876433,70.5966413287096,4.95389381168504,102.50222802859977
188,2,15,1000,nearest,0,4,1,1,2000,past-avg,8,1,1,92.81131729197173,512.5111401429989,21.34383395354393,55.75118052257264,5.243301242702255,70.64391137362472,4.962178517397875,102.50222802859977
189,1,15,1000,greedy,1,4,1,1,2000,past-avg-total,8,1,1,96.47579378835266,515.3896011828807,20.729531387740582,55.69032579030482,6.309244040620548,76.5631180004689,5.474389453209416,103.07792023657615
190,1,15,1000,nearest,1,4,1,1,2000,past-avg-total,8,1,1,96.46183220220726,515.3896011828807,20.716958877509573,55.69032579030482,6.303525284944625,76.52745480598924,5.498883365751739,103.07792023657615
191,1,15,1000,greedy,1,4,1,1,2000,past-avg,8,1,1,97.09474858148789,518.0620961698163,20.697743965416663,55.5545966828584,6.335647192318876,76.47042725140835,5.465744542900374,103.61241923396327
192,1,15,1000,nearest,1,4,1,1,2000,past-avg,8,1,1,97.17055452399053,518.0620961698163,20.679641308230938,55.5545966828584,6.361982635783714,76.59687219802504,5.4787119083639535,103.61241923396327
193,1,15,1000,nearest,0,4,1,1,2000,past-avg,8,1,1,97.13658522620045,519.2069990480242,20.74286726569887,55.71920758986755,6.313615367132189,76.40800827192231,5.474749657805644,103.84139980960484
194,1,15,1000,greedy,0,4,1,1,2000,past-avg,8,1,1,97.24884649326796,519.2221901521136,20.71920882832353,55.71920758986755,6.3481125416956115,76.66441042121421,5.468626179670055,103.84443803042272
195,1,15,1000,greedy,0,4,1,1,2000,past-avg-total,8,1,1,96.7179978623148,520.0069372708676,20.676463964504183,55.755534838435736,6.258227873938486,76.30862111959094,5.442331244146681,104.00138745417352
196,1,15,1000,nearest,0,4,1,1,2000,past-avg-total,8,1,1,96.73295833622507,520.0069372708676,20.69004593952564,55.755534838435736,6.246136319246022,76.3761146006647,5.446653699301196,104.00138745417352
197,2,15,1000,greedy,0,4,0,1,2000,past-avg-total,8,1,1,102.40183322618826,528.9688025359017,19.98823866854155,56.29385186695297,7.519083557088976,82.98448030243286,6.060082126647936,105.79376050718034
198,2,15,1000,nearest,0,4,0,1,2000,past-avg-total,8,1,1,102.64546362919805,530.2838457799113,20.001675547626405,56.29385186695297,7.553004535577167,83.0958807127479,6.059001512859297,106.05676915598227
199,1,15,1000,nearest,0,4,0,1,2000,past-avg-total,8,1,1,102.61078857157143,530.547158250795,20.056890283733843,56.293352551164546,7.5405531440466955,83.05353975754551,6.079172970247104,106.109431650159
200,1,15,1000,greedy,0,4,0,1,2000,past-avg-total,8,1,1,102.71128869501337,531.3121569342328,20.05741669999243,56.293352551164546,7.550023214133251,83.06893477375104,6.074850515092578,106.26243138684656
201,2,15,1000,nearest,1,4,0,1,2000,past-avg-total,8,1,1,102.51932699284053,532.1057655303721,20.032069349520643,56.26921320645162,7.480255933723199,82.7624289122357,6.01109430156328,106.42115310607441
202,2,15,1000,nearest,0,4,0,1,2000,past-avg,8,1,1,102.93910900108618,532.1403252921755,20.01492636030286,56.17332236583985,7.570256153150712,83.0064859661881,6.066205604783514,106.4280650584351
203,2,15,1000,greedy,0,4,0,1,2000,past-avg,8,1,1,102.938656062008,532.4568066273724,20.03198119275782,56.17332236583985,7.555626107270728,82.97484210507477,6.074850515092578,106.49136132547449
204,2,15,1000,greedy,1,4,0,1,2000,past-avg-total,8,1,1,102.71261515315078,533.2640872171922,20.02697903110401,56.26921320645162,7.495354220970802,82.92355645530296,6.041711692241192,106.65281744343845
205,2,15,1000,nearest,1,4,0,1,2000,past-avg,8,1,1,103.23601802583491,533.3925786392822,19.98674998150797,56.17077366052412,7.588780448438753,82.94517062554849,6.046754556588141,106.67851572785644
206,1,15,1000,nearest,0,4,0,1,2000,past-avg,8,1,1,103.31655229355293,534.0268072350165,20.057363013087617,56.17332236583985,7.624817318303419,83.11583196770455,6.065845400187309,106.80536144700329
207,1,15,1000,nearest,1,4,0,1,2000,past-avg,8,1,1,103.52264119600785,534.1007372749184,20.01817189448476,56.143854503841986,7.65252483896451,83.25902537951755,6.040991283048768,106.82014745498368
208,0,15,1000,greedy,0,4,0,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,106.90812926616839
209,0,15,1000,greedy,0,4,1,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,106.90812926616839
210,0,15,1000,greedy,1,4,0,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,106.90812926616839
211,0,15,1000,greedy,1,4,1,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,106.90812926616839
212,0,15,1000,nearest,0,4,0,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,106.90812926616839
213,0,15,1000,nearest,0,4,1,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,106.90812926616839
214,0,15,1000,nearest,1,4,0,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,106.90812926616839
215,0,15,1000,nearest,1,4,1,1,2000,past-avg,8,1,1,103.05816685227907,534.5406463308419,20.030253748223608,56.10784759078224,7.560608324400186,83.1729378209874,6.08853828974858,106.90812926616839
216,1,15,1000,greedy,0,4,0,1,2000,past-avg,8,1,1,103.56966576122196,534.6541998339105,20.026194600078302,56.17332236583985,7.682257728013727,83.50444706798955,6.105467905770478,106.9308399667821
217,1,15,1000,greedy,1,4,0,1,2000,past-avg,8,1,1,103.72140983702207,534.7847167365458,19.998642634963062,56.143854503841986,7.68819988090607,83.49358964798697,6.067286218572154,106.95694334730915
218,2,15,1000,greedy,1,4,0,1,2000,past-avg,8,1,1,103.4251189620511,534.9063721617954,19.976876250044892,56.17077366052412,7.583671750688673,82.96330609632203,6.053598443916142,106.98127443235907
219,0,15,1000,greedy,0,4,0,1,2000,past-avg-total,8,1,1,103.30283924232498,535.354636324968,19.952792062025313,56.22317412209155,7.575399758767206,83.14213660304736,6.064404581802463,107.07092726499361
220,0,15,1000,greedy,0,4,1,1,2000,past-avg-total,8,1,1,103.30283924232498,535.354636324968,19.952792062025313,56.22317412209155,7.575399758767206,83.14213660304736,6.064404581802463,107.07092726499361
221,0,15,1000,greedy,1,4,0,1,2000,past-avg-total,8,1,1,103.30283924232498,535.354636324968,19.952792062025313,56.22317412209155,7.575399758767206,83.14213660304736,6.064404581802463,107.07092726499361
222,0,15,1000,greedy,1,4,1,1,2000,past-avg-total,8,1,1,103.30283924232498,535.354636324968,19.952792062025313,56.22317412209155,7.575399758767206,83.14213660304736,6.064404581802463,107.07092726499361
223,0,15,1000,nearest,0,4,0,1,2000,past-avg-total,8,1,1,103.30283924232498,535.354636324968,19.952792062025313,56.22317412209155,7.575399758767206,83.14213660304736,6.064404581802463,107.07092726499361
224,0,15,1000,nearest,0,4,1,1,2000,past-avg-total,8,1,1,103.30283924232498,535.354636324968,19.952792062025313,56.22317412209155,7.575399758767206,83.14213660304736,6.064404581802463,107.07092726499361
225,0,15,1000,nearest,1,4,0,1,2000,past-avg-total,8,1,1,103.30283924232498,535.354636324968,19.952792062025313,56.22317412209155,7.575399758767206,83.14213660304736,6.064404581802463,107.07092726499361
226,0,15,1000,nearest,1,4,1,1,2000,past-avg-total,8,1,1,103.30283924232498,535.354636324968,19.952792062025313,56.22317412209155,7.575399758767206,83.14213660304736,6.064404581802463,107.07092726499361
227,1,15,1000,greedy,1,4,0,1,2000,past-avg-total,8,1,1,103.06108137778487,536.1305219663366,20.078750017969185,56.24119586857703,7.516682527941302,82.84472457648606,6.0716086737266695,107.22610439326732
228,1,15,1000,nearest,1,4,0,1,2000,past-avg-total,8,1,1,103.33873073203709,537.099587814709,20.05992491888265,56.24119586857703,7.560651611675346,83.21709083186333,6.089258698941002,107.4199175629418
229,1,15,3000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,191.98684709928085,610.5049886551892,-4.464754554936185,25.21985872273902,45.57033519681536,196.50987637455236,24.945248901375983,122.10099773103784
230,1,15,3000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,192.01973255670256,610.9617746209609,-4.459952037712144,25.21985872273902,45.602948595635,196.7721099128841,25.086809307686764,122.19235492419219
231,1,15,3000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,192.07841712082768,611.215816741335,-4.461853959686405,25.21985872273902,45.567340105594646,196.48324735887294,24.857719184496794,122.24316334826699
232,1,15,3000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,192.0796023386577,611.4457972039946,-4.453783619386948,25.21985872273902,45.577441275651225,196.56797401139318,24.98126936099704,122.28915944079893
233,2,15,2000,greedy,0,4,1,1,2000,none,8,1,1,222.83540685581758,628.1447690840583,-16.067670247283964,9.405314817585598,59.494470163086774,198.25551983477632,24.194942727469204,125.62895381681167
234,2,15,2000,nearest,0,4,1,1,2000,none,8,1,1,222.8958557869259,629.342363825418,-16.068986637628647,9.405314817585598,59.45641301193581,198.20886872245745,24.054102730350845,125.86847276508361
235,2,15,2000,nearest,1,4,1,1,2000,none,8,1,1,222.7471817541284,629.7704617638489,-16.023923447156854,9.366176402838544,59.24622669874102,198.09133864233334,24.069951732584105,125.95409235276978
236,2,15,2000,greedy,1,4,1,1,2000,none,8,1,1,222.89117036663276,631.2301040592993,-16.029602975350464,9.366176402838544,59.27324701050715,198.74124396801713,24.254016281247758,126.24602081185985
237,1,15,3000,greedy,1,4,1,1,2000,none,8,1,1,208.6215310154714,661.2206131980801,-7.543947194629891,23.002161757788908,51.17884891145533,214.898714290572,29.11821914847633,132.24412263961602
238,1,15,3000,greedy,0,4,1,1,2000,none,8,1,1,208.7571743160452,661.3594383042995,-7.549896272737643,23.002161757788908,51.23343222486514,215.05578148666714,29.174411065485206,132.2718876608599
239,1,15,3000,nearest,0,4,1,1,2000,none,8,1,1,208.91689716226716,661.492922674994,-7.566279977325992,23.002161757788908,51.25386577436104,214.98386226467892,29.19782436423889,132.2985845349988
240,1,15,3000,nearest,1,4,1,1,2000,none,8,1,1,208.8938663729456,662.2352168780851,-7.574159050255396,23.002161757788908,51.27733873339349,215.4408470457974,29.315971471795987,132.44704337561703
241,2,15,3000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,209.13797489055122,705.1959346910822,-6.526213277513148,25.357949586026194,52.4481804384111,238.30862425153896,37.65794971543836,141.03918693821646
242,2,15,3000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,209.16314434383145,705.4163789359576,-6.524924722241114,25.357949586026194,52.44932958958931,238.344779609288,37.61328434550825,141.08327578719152
243,2,15,3000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,209.42961603879945,707.6082689553589,-6.5646235169632865,25.357949586026194,52.555740838552865,239.16963779169623,37.806714213673374,141.52165379107177
244,2,15,3000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,209.55657683213192,708.6562890846026,-6.550392174397737,25.357949586026194,52.50797282645173,238.80151830877193,37.55565161011455,141.7312578169205
245,1,15,3000,nearest,1,4,0,1,2000,past-avg-revisit,8,1,1,218.36110386572219,733.5809008040585,-7.768663063250801,25.140130323981367,56.02384592431656,251.1301261787311,41.33599884734529,146.7161801608117
246,1,15,3000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,218.30963841650384,733.8810818901442,-7.752334420098576,25.140130323981367,55.995222863886106,251.02000464721442,41.27512427058569,146.77621637802883
247,1,15,3000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,218.42406436943884,734.8110842373463,-7.750069654135604,25.140130323981367,55.989113841638186,250.96996804816402,41.209206829479136,146.96221684746928
248,1,15,3000,nearest,0,4,0,1,2000,past-avg-revisit,8,1,1,218.57675499920487,735.288189944223,-7.769098630772064,25.140130323981367,56.02469578409456,251.13882852017545,41.30177941070529,147.0576379888446
249,2,15,3000,greedy,0,4,0,1,2000,none,8,1,1,229.29640104162826,753.5993949434234,-10.461479913016923,23.088999854223815,60.173276007464125,261.117669973805,44.43267776096823,150.71987898868468
250,2,15,3000,nearest,0,4,0,1,2000,none,8,1,1,229.62412930770694,755.7641844152575,-10.48073976735558,23.088999854223815,60.186260366237555,261.04781634614415,44.25509689503638,151.15283688305152
251,1,15,2000,greedy,1,4,1,1,2000,past-avg-revisit,8,1,1,238.3060068057647,756.2474019192631,-17.664528800388496,10.79600936056937,65.10431262901817,245.16552121879909,36.28016713493264,151.2494803838526
252,1,15,2000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,237.78473265005323,756.3711573067726,-17.584813223151226,10.797624886220781,64.85504393881193,245.00588507957838,36.23334053742525,151.27423146135453
253,2,15,3000,greedy,1,4,0,1,2000,none,8,1,1,229.7265890393412,757.4845929418382,-10.457416243412187,23.088999854223815,60.13342373080813,260.97790679083903,44.23888768820691,151.49691858836763
254,1,15,2000,nearest,1,4,1,1,2000,past-avg-revisit,8,1,1,238.34370933204417,757.5565171147329,-17.663461045737414,10.79600936056937,65.0696478795509,245.3458394008613,36.230098696059365,151.51130342294658
255,2,15,3000,nearest,1,4,0,1,2000,none,8,1,1,229.87762106859424,757.9302665491932,-10.487272874443695,23.088999854223815,60.1979579366741,261.23234401556317,44.24861321230459,151.58605330983863
256,1,15,2000,nearest,0,4,1,1,2000,past-avg-revisit,8,1,1,237.805631573737,758.2242337858785,-17.59775134881562,10.797624886220781,64.91186570593767,245.75061759033287,36.4717959801167,151.64484675717569
257,1,15,3000,greedy,1,4,0,1,2000,none,8,1,1,231.1578452219512,763.7154170366064,-10.66799887929479,23.1018674912155,60.829490255353164,263.9825971067959,45.07204091924213,152.74308340732128
258,0,15,3000,greedy,0,4,0,1,2000,past-avg-revisit,8,1,1,228.66028717257097,764.0147930436636,-9.47560341559071,24.449523025131057,60.200264816762655,264.5601656174143,45.28600244939125,152.80295860873272
259,0,15,3000,greedy,0,4,1,1,2000,past-avg-revisit,8,1,1,228.66028717257097,764.0147930436636,-9.47560341559071,24.449523025131057,60.200264816762655,264.5601656174143,45.28600244939125,152.80295860873272
260,0,15,3000,greedy,1,4,0,1,2000,past-avg-revisit,8,1,1,228.66028717257097,764.0147930436636,-9.47560341559071,24.449523025131057,60.200264816762655,264.5601656174143,45.28600244939125,152.80295860873272
