variant_k,kHops,spawnScenario,taxiCount,taxiSeatCount,p2pRqsRadius,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,idleRoamingMode,Calculation Time [millis],Client Travel Time [min],Client Waiting Time [min],Simulation Time [millis],Taxi Travel Distance [km]
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,550,1,1000,1,4,1,return-to-hq,4.29,520.0325,3.1174999999999997,4.385,122.05
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,550,1,2000,1,4,0,none,7.25,3517.2799999999997,42.504999999999995,7.362500000000001,54.1875
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,550,1,2000,1,4,0,page-rank,0.42,402.4675,1.0975000000000001,0.4925,140.9975
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,550,1,2000,1,4,0,return-to-hq,4.0125,401.0625,1.0825,4.1,127.4675
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,550,1,2000,1,4,1,none,7.0275,3420.74,42.015,7.135,56.3625
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,550,1,2000,1,4,1,page-rank,0.595,402.2825,1.0950000000000002,0.67,140.6475
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,550,1,2000,1,4,1,return-to-hq,6.1075,400.65,1.0725,6.1925,127.5275
P2PCollector+nearest (k=2),2,BASELINE,60,1,1000,1,4,0,none,0.035,752.9575,7.765000000000001,0.045,70.815
P2PCollector+nearest (k=2),2,BASELINE,60,1,1000,1,4,0,page-rank,0.0275,345.85,1.9075,0.0325,132.3475
P2PCollector+nearest (k=2),2,BASELINE,60,1,1000,1,4,0,return-to-hq,0.01,288.4,0.9299999999999999,0.02,365.60749999999996
P2PCollector+nearest (k=2),2,BASELINE,60,1,1000,1,4,1,none,0.0425,748.3824999999999,7.8374999999999995,0.052500000000000005,71.055
P2PCollector+nearest (k=2),2,BASELINE,60,1,1000,1,4,1,page-rank,0.0275,345.85,1.9075,0.035,132.3475
P2PCollector+nearest (k=2),2,BASELINE,60,1,1000,1,4,1,return-to-hq,0.015,286.98249999999996,0.9025,0.02,348.145
P2PCollector+nearest (k=2),2,BASELINE,60,1,2000,1,4,0,none,0.0125,327.685,1.5775000000000001,0.0175,86.66499999999999
P2PCollector+nearest (k=2),2,BASELINE,60,1,2000,1,4,0,page-rank,0.01,304.115,1.1825,0.015,112.11
P2PCollector+nearest (k=2),2,BASELINE,60,1,2000,1,4,0,return-to-hq,0.01,296.7525,1.05,0.01,128.8575
P2PCollector+nearest (k=2),2,BASELINE,60,1,2000,1,4,1,none,0.015000000000000001,324.39750000000004,1.53,0.0175,86.7525
P2PCollector+nearest (k=2),2,BASELINE,60,1,2000,1,4,1,page-rank,0.01,301.9525,1.145,0.015000000000000001,111.64
P2PCollector+nearest (k=2),2,BASELINE,60,1,2000,1,4,1,return-to-hq,0.01,296.6175,1.05,0.0125,131.9975
P2PCollector+nearest (k=2),2,BASELINE,550,1,1000,1,4,0,none,0.4875,403.9975,0.89,0.56,92.36749999999999
P2PCollector+nearest (k=2),2,BASELINE,550,1,1000,1,4,0,page-rank,0.585,387.605,0.6074999999999999,0.665,153.57
P2PCollector+nearest (k=2),2,BASELINE,550,1,1000,1,4,0,return-to-hq,0.305,382.7175,0.52,0.3775,233.68
P2PCollector+nearest (k=2),2,BASELINE,550,1,1000,1,4,1,none,0.6525,402.7875,0.8675,0.7275,92.4075
P2PCollector+nearest (k=2),2,BASELINE,550,1,1000,1,4,1,page-rank,0.755,387.5325,0.605,0.84,153.5
P2PCollector+nearest (k=2),2,BASELINE,550,1,1000,1,4,1,return-to-hq,0.4525,382.7125,0.52,0.53,233.6375
P2PCollector+nearest (k=2),2,BASELINE,550,1,2000,1,4,0,none,0.6875,413.84499999999997,1.04,0.7575000000000001,99.92750000000001
P2PCollector+nearest (k=2),2,BASELINE,550,1,2000,1,4,0,page-rank,0.74,412.6075,1.0150000000000001,0.8150000000000001,126.905
P2PCollector+nearest (k=2),2,BASELINE,550,1,2000,1,4,0,return-to-hq,0.6925,412.255,1.0125,0.77,232.135
P2PCollector+nearest (k=2),2,BASELINE,550,1,2000,1,4,1,none,1.1549999999999998,413.9,1.04,1.23,99.9225
P2PCollector+nearest (k=2),2,BASELINE,550,1,2000,1,4,1,page-rank,1.225,412.985,1.0275,1.3050000000000002,126.8425
P2PCollector+nearest (k=2),2,BASELINE,550,1,2000,1,4,1,return-to-hq,1.145,412.44,1.0150000000000001,1.225,232.5525
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,1000,1,4,0,none,0.0325,654.665,6.48,0.0425,73.9025
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,1000,1,4,0,page-rank,0.035,440.5825,3.4074999999999998,0.0375,120.7075
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,1000,1,4,0,return-to-hq,0.08,1588.635,19.807499999999997,0.09,70.7775
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,1000,1,4,1,none,0.0425,620.6125,6.0,0.045,74.7575
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,1000,1,4,1,page-rank,0.035,437.4425,3.33,0.0375,120.85
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,1000,1,4,1,return-to-hq,0.0875,1581.7325,19.72,0.0975,71.1225
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,2000,1,4,0,none,0.0125,331.56,1.58,0.02,88.0475
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,2000,1,4,0,page-rank,0.01,311.88,1.2349999999999999,0.015,114.6625
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,2000,1,4,0,return-to-hq,0.05,729.025,7.8975,0.057499999999999996,96.88499999999999
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,2000,1,4,1,none,0.0125,330.3175,1.555,0.02,88.2875
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,2000,1,4,1,page-rank,0.01,310.33,1.21,0.0175,113.52250000000001
P2PCollector+nearest (k=2),2,RUSH_HOUR,60,1,2000,1,4,1,return-to-hq,0.05,722.44,7.7475000000000005,0.06,97.9525
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,1000,1,4,0,none,0.455,409.8175,0.9975,0.525,92.275
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,1000,1,4,0,page-rank,0.7,409.10749999999996,0.9875,0.78,142.4725
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,1000,1,4,0,return-to-hq,5.57,2336.515,32.47,5.6775,81.2675
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,1000,1,4,1,none,0.6,408.24,0.9675,0.67,92.3775
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,1000,1,4,1,page-rank,0.8525,408.45,0.9750000000000001,0.935,142.5075
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,1000,1,4,1,return-to-hq,4.545,1753.885,22.8175,4.6475,90.7675
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,2000,1,4,0,none,0.6725000000000001,412.65749999999997,1.025,0.7424999999999999,99.6975
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,2000,1,4,0,page-rank,0.7224999999999999,412.875,1.0275,0.7975,123.7325
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,2000,1,4,0,return-to-hq,4.0675,1262.55,15.14,4.18,101.6575
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,2000,1,4,1,none,1.1150000000000002,413.17,1.0350000000000001,1.185,99.775
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,2000,1,4,1,page-rank,1.2125,413.015,1.03,1.29,123.87
P2PCollector+nearest (k=2),2,RUSH_HOUR,550,1,2000,1,4,1,return-to-hq,3.5425,909.01,9.265,3.645,109.0075
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,1000,1,4,0,none,0.1325,2202.0525000000002,30.11,0.14250000000000002,36.185
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,1000,1,4,0,page-rank,0.02,274.915,1.2149999999999999,0.025,117.2825
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,1000,1,4,0,return-to-hq,0.05,718.3925,8.115,0.055,91.1725
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,1000,1,4,1,none,0.13,2199.48,30.1925,0.14,36.3275
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,1000,1,4,1,page-rank,0.02,274.915,1.2149999999999999,0.03,117.2825
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,1000,1,4,1,return-to-hq,0.055,718.3925,8.115,0.0625,91.1725
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,2000,1,4,0,none,0.065,1184.1625,15.9725,0.07,65.7475
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,2000,1,4,0,page-rank,0.01,266.97,1.0750000000000002,0.01,104.4875
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,2000,1,4,0,return-to-hq,0.04,374.76,2.87,0.05,107.3375
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,2000,1,4,1,none,0.06,1139.475,15.325000000000001,0.065,66.94
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,2000,1,4,1,page-rank,0.01,267.145,1.0775000000000001,0.01,104.1575
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,60,1,2000,1,4,1,return-to-hq,0.057499999999999996,374.72249999999997,2.87,0.065,107.3725
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,1000,1,4,0,none,6.775,3211.0675,44.129999999999995,6.88,41.3
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,1000,1,4,0,page-rank,0.455,332.9575,0.5425,0.525,128.73250000000002
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,1000,1,4,0,return-to-hq,2.715,500.21500000000003,3.415,2.8,110.0375
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,1000,1,4,1,none,6.6425,3165.9125,43.6225,6.7524999999999995,42.480000000000004
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,1000,1,4,1,page-rank,0.6725,333.2175,0.5475000000000001,0.75,128.97750000000002
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,1000,1,4,1,return-to-hq,3.6175,498.105,3.3675,3.71,111.0275
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,2000,1,4,0,none,4.9725,2099.86,28.7825,5.09,66.845
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,2000,1,4,0,page-rank,0.98,363.135,1.045,1.0525,121.46
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,2000,1,4,0,return-to-hq,7.08,389.6575,1.51,7.172499999999999,119.4475
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,2000,1,4,1,none,4.9875,2001.8375,27.335,5.1075,69.58
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,2000,1,4,1,page-rank,1.7275,363.4475,1.0475,1.81,121.9875
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,550,1,2000,1,4,1,return-to-hq,12.02,390.15,1.5175,12.1175,120.6625
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,1000,1,4,0,none,0.155,3182.8,41.67,0.1625,25.8225
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,1000,1,4,0,page-rank,0.02,295.7675,1.22,0.03,128.24
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,1000,1,4,0,return-to-hq,0.04,449.4975,3.48,0.04,101.1875
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,1000,1,4,1,none,0.1575,3171.1225,41.765,0.1675,26.215
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,1000,1,4,1,page-rank,0.02,295.7675,1.22,0.025,128.24
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,1000,1,4,1,return-to-hq,0.04,449.4975,3.48,0.05,101.1875
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,2000,1,4,0,none,0.0975,1758.135,22.04,0.10500000000000001,61.4825
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,2000,1,4,0,page-rank,0.01,291.295,1.135,0.01,117.7225
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,2000,1,4,0,return-to-hq,0.0125,292.3275,1.14,0.02,107.4075
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,2000,1,4,1,none,0.095,1640.455,20.9925,0.1,64.715
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,2000,1,4,1,page-rank,0.01,291.365,1.1375,0.01,117.655
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,60,1,2000,1,4,1,return-to-hq,0.02,292.3025,1.14,0.0225,107.42
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,1000,1,4,0,none,9.575,4679.355,63.4275,9.695,31.3175
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,1000,1,4,0,page-rank,0.8574999999999999,407.02,1.2025000000000001,0.9425,149.39
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,1000,1,4,0,return-to-hq,3.0925000000000002,522.31,3.165,3.1825,121.99000000000001
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,1000,1,4,1,none,9.7775,4646.0650000000005,62.5,9.8975,32.06
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,1000,1,4,1,page-rank,0.9774999999999999,401.98,1.115,1.075,150.1275
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,1000,1,4,1,return-to-hq,4.58,522.415,3.155,4.6775,122.0525
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,2000,1,4,0,none,7.42,3312.4725,40.4725,7.545,58.332499999999996
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,2000,1,4,0,page-rank,0.6925,402.47249999999997,1.1,0.77,140.6725
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,2000,1,4,0,return-to-hq,4.26,400.90500000000003,1.0750000000000002,4.35,127.4725
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,2000,1,4,1,none,6.890000000000001,3005.9825,37.4325,7.0175,64.61500000000001
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,2000,1,4,1,page-rank,1.1825,402.43,1.1,1.27,140.845
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,550,1,2000,1,4,1,return-to-hq,7.33,400.735,1.0750000000000002,7.425000000000001,127.53999999999999
SinglePassenger,0,BASELINE,60,1,-1,-1,-1,-1,nan,0.0,278.57,0.7475,0.01,82.1425
SinglePassenger,0,BASELINE,550,1,-1,-1,-1,-1,nan,0.04,373.1925,0.3625,0.1075,90.1625
SinglePassenger,0,RUSH_HOUR,60,1,-1,-1,-1,-1,nan,0.0,285.04,0.7775000000000001,0.01,84.05250000000001
SinglePassenger,0,RUSH_HOUR,550,1,-1,-1,-1,-1,nan,0.04,375.35249999999996,0.405,0.10250000000000001,90.625
SinglePassenger,0,SPATIAL_IMBALANCE,60,1,-1,-1,-1,-1,nan,0.0,297.3125,1.5775000000000001,0.01,87.6775
SinglePassenger,0,SPATIAL_IMBALANCE,550,1,-1,-1,-1,-1,nan,0.04,424.8225,2.0725,0.10500000000000001,102.7025
SinglePassenger,0,SPATIAL_ISLANDS,60,1,-1,-1,-1,-1,nan,0.0,334.1675,1.8475,0.01,98.6275
SinglePassenger,0,SPATIAL_ISLANDS,550,1,-1,-1,-1,-1,nan,0.04,485.875,2.4875,0.11,117.5175
