metric,variant_k,spawnScenario,count,mean,median,std,min,max
Client Waiting Time [min],P2PCollector+nearest (k=3),SPATIAL_IMBALANCE,60,90.18133333333334,91.55,46.108176835279956,0.0,190.73
Client Waiting Time [min],P2PCollector+nearest (k=3),SPATIAL_ISLANDS,60,137.591,128.44,88.13052824732495,0.0,434.71
Client Waiting Time [min],VehicleRouting,BASELINE,20,26.852999999999998,24.625,11.416755046398853,13.66,50.73
Client Waiting Time [min],VehicleRouting,RUSH_HOUR,20,30.7545,30.71,14.19435487308803,12.06,61.94
Client Waiting Time [min],VehicleRouting,SPATIAL_IMBALANCE,20,22.936500000000002,21.775,8.69837630038836,11.21,39.97
Client Waiting Time [min],VehicleRouting,SPATIAL_ISLANDS,20,25.565,23.66,10.03183065625559,14.47,43.11
Taxi Travel Distance [km],FillAllSeats,BASELINE,20,189.77249999999998,193.91,39.66327704631366,136.43,237.96
Taxi Travel Distance [km],FillAllSeats,RUSH_HOUR,20,184.4705,185.435,43.30103371502202,123.41,240.04
Taxi Travel Distance [km],FillAllSeats,SPATIAL_IMBALANCE,20,183.651,188.675,47.826404939883204,104.89,253.17
Taxi Travel Distance [km],FillAllSeats,SPATIAL_ISLANDS,20,192.182,189.88,46.51075004204602,126.06,267.51
Taxi Travel Distance [km],P2PCollector+greedy (k=1),BASELINE,60,23.699666666666666,10.059999999999999,25.98077059220861,0.0,84.72
Taxi Travel Distance [km],P2PCollector+greedy (k=1),RUSH_HOUR,60,22.661333333333335,11.215,23.6248526471356,0.0,81.45
Taxi Travel Distance [km],P2PCollector+greedy (k=1),SPATIAL_IMBALANCE,60,17.382833333333334,8.48,17.81362819481974,0.0,67.96
Taxi Travel Distance [km],P2PCollector+greedy (k=1),SPATIAL_ISLANDS,60,18.069333333333336,9.515,17.874420494734895,0.0,68.5
Taxi Travel Distance [km],P2PCollector+greedy (k=10),BASELINE,60,24.034166666666668,10.059999999999999,26.76950581663148,0.0,95.03
Taxi Travel Distance [km],P2PCollector+greedy (k=10),RUSH_HOUR,60,22.860666666666663,11.215,24.044774538324745,0.0,86.96
Taxi Travel Distance [km],P2PCollector+greedy (k=10),SPATIAL_IMBALANCE,60,17.47683333333333,8.48,18.06516391925018,0.0,72.4
Taxi Travel Distance [km],P2PCollector+greedy (k=10),SPATIAL_ISLANDS,60,18.514166666666664,9.515,18.56812589610985,0.0,68.5
Taxi Travel Distance [km],P2PCollector+greedy (k=2),BASELINE,60,23.91433333333333,10.059999999999999,26.513756350604286,0.0,95.04
Taxi Travel Distance [km],P2PCollector+greedy (k=2),RUSH_HOUR,60,22.638666666666666,11.215,23.60580899971601,0.0,81.45
Taxi Travel Distance [km],P2PCollector+greedy (k=2),SPATIAL_IMBALANCE,60,17.462833333333332,8.48,18.02215285505795,0.0,71.56
Taxi Travel Distance [km],P2PCollector+greedy (k=2),SPATIAL_ISLANDS,60,18.45133333333333,9.515,18.421271001500802,0.0,68.5
Taxi Travel Distance [km],P2PCollector+greedy (k=3),BASELINE,60,24.034166666666668,10.059999999999999,26.76950581663148,0.0,95.03
Taxi Travel Distance [km],P2PCollector+greedy (k=3),RUSH_HOUR,60,22.826,11.215,23.99783014202375,0.0,86.96
Taxi Travel Distance [km],P2PCollector+greedy (k=3),SPATIAL_IMBALANCE,60,17.47683333333333,8.48,18.06516391925018,0.0,72.4
Taxi Travel Distance [km],P2PCollector+greedy (k=3),SPATIAL_ISLANDS,60,18.514166666666664,9.515,18.56812589610985,0.0,68.5
Taxi Travel Distance [km],P2PCollector+nearest (k=1),BASELINE,60,23.699833333333334,10.059999999999999,25.981135626571977,0.0,84.72
Taxi Travel Distance [km],P2PCollector+nearest (k=1),RUSH_HOUR,60,22.661333333333335,11.215,23.6248526471356,0.0,81.45
Taxi Travel Distance [km],P2PCollector+nearest (k=1),SPATIAL_IMBALANCE,60,17.382833333333334,8.48,17.81362819481974,0.0,67.96
Taxi Travel Distance [km],P2PCollector+nearest (k=1),SPATIAL_ISLANDS,60,18.069333333333336,9.515,17.874420494734895,0.0,68.5
