variant_k,kHops,spawnScenario,taxiCount,taxiSeatCount,p2pRqsRadius,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,Calculation Time [millis],Client Travel Time [min],Client Waiting Time [min],Taxi Travel Distance [km]
P2PCollector+greedy (k=2),2,SPATIAL_IMBALANCE,5,1,1000,1,4,1,0.03,10083.65,77.25,6.8950000000000005
P2PCollector+greedy (k=2),2,SPATIAL_IMBALANCE,5,1,5000,1,4,1,0.03,7921.558,83.812,37.179
P2PCollector+greedy (k=2),2,SPATIAL_IMBALANCE,10,1,500,1,4,1,0.099,9404.085000000001,127.12,5.074
P2PCollector+greedy (k=2),2,SPATIAL_IMBALANCE,10,1,1000,1,4,1,0.096,8989.638,107.96700000000001,9.286
P2PCollector+greedy (k=2),2,SPATIAL_IMBALANCE,10,1,5000,1,4,1,0.095,6828.274,83.07000000000001,41.839
P2PCollector+greedy (k=2),2,SPATIAL_ISLANDS,5,1,500,1,4,1,0.03,11955.044,132.075,4.339
P2PCollector+greedy (k=2),2,SPATIAL_ISLANDS,5,1,1000,1,4,1,0.03,11699.782,122.345,6.811
P2PCollector+greedy (k=2),2,SPATIAL_ISLANDS,5,1,5000,1,4,1,0.03,9398.47,121.175,37.416000000000004
P2PCollector+greedy (k=2),2,SPATIAL_ISLANDS,10,1,500,1,4,1,0.101,11567.228,195.103,5.962999999999999
P2PCollector+greedy (k=2),2,SPATIAL_ISLANDS,10,1,1000,1,4,1,0.101,11102.482,150.321,10.300999999999998
P2PCollector+greedy (k=2),2,SPATIAL_ISLANDS,10,1,5000,1,4,1,0.098,8408.45,102.696,45.878
P2PCollector+greedy (k=3),3,BASELINE,5,1,500,1,4,1,0.03,11845.486,72.726,3.21
P2PCollector+greedy (k=3),3,BASELINE,5,1,1000,1,4,1,0.03,11215.922,116.56500000000001,8.603
P2PCollector+greedy (k=3),3,BASELINE,5,1,5000,1,4,1,0.03,8257.066,75.56800000000001,46.745
P2PCollector+greedy (k=3),3,BASELINE,10,1,500,1,4,1,0.101,11875.241,138.375,6.071
P2PCollector+greedy (k=3),3,BASELINE,10,1,1000,1,4,1,0.101,11182.267,120.72,12.416
P2PCollector+greedy (k=3),3,BASELINE,10,1,5000,1,4,1,0.096,6774.9169999999995,72.81899999999999,67.16
P2PCollector+greedy (k=3),3,RUSH_HOUR,5,1,500,1,4,1,0.03,12612.704000000002,109.91099999999999,5.552999999999999
P2PCollector+greedy (k=3),3,RUSH_HOUR,5,1,1000,1,4,1,0.03,12188.27,141.429,9.278
P2PCollector+greedy (k=3),3,RUSH_HOUR,5,1,5000,1,4,1,0.03,9238.948,102.75699999999999,46.507
P2PCollector+greedy (k=3),3,RUSH_HOUR,10,1,500,1,4,1,0.101,12580.197,146.709,6.867
P2PCollector+greedy (k=3),3,RUSH_HOUR,10,1,1000,1,4,1,0.1,12101.008,157.167,11.239
P2PCollector+greedy (k=3),3,RUSH_HOUR,10,1,5000,1,4,1,0.095,8378.903,82.147,57.512
P2PCollector+greedy (k=3),3,SPATIAL_IMBALANCE,5,1,500,1,4,1,0.03,10342.816,61.94000000000001,4.504
P2PCollector+greedy (k=3),3,SPATIAL_IMBALANCE,5,1,1000,1,4,1,0.03,10083.65,77.25,6.8950000000000005
P2PCollector+greedy (k=3),3,SPATIAL_IMBALANCE,5,1,5000,1,4,1,0.03,7921.558,83.812,37.179
P2PCollector+greedy (k=3),3,SPATIAL_IMBALANCE,10,1,500,1,4,1,0.096,9404.085000000001,127.12,5.074
P2PCollector+greedy (k=3),3,SPATIAL_IMBALANCE,10,1,1000,1,4,1,0.098,8989.638,107.96700000000001,9.286
P2PCollector+greedy (k=3),3,SPATIAL_IMBALANCE,10,1,5000,1,4,1,0.095,6831.111999999999,82.999,41.923
P2PCollector+greedy (k=3),3,SPATIAL_ISLANDS,5,1,500,1,4,1,0.03,11955.044,132.075,4.339
P2PCollector+greedy (k=3),3,SPATIAL_ISLANDS,5,1,1000,1,4,1,0.03,11699.782,122.345,6.811
P2PCollector+greedy (k=3),3,SPATIAL_ISLANDS,5,1,5000,1,4,1,0.03,9398.47,121.175,37.416000000000004
P2PCollector+greedy (k=3),3,SPATIAL_ISLANDS,10,1,500,1,4,1,0.101,11567.228,195.103,5.962999999999999
P2PCollector+greedy (k=3),3,SPATIAL_ISLANDS,10,1,1000,1,4,1,0.1,11102.482,150.321,10.300999999999998
P2PCollector+greedy (k=3),3,SPATIAL_ISLANDS,10,1,5000,1,4,1,0.097,8407.784,104.527,46.255
P2PCollector+nearest (k=1),1,BASELINE,5,1,500,1,4,1,0.031,11845.486,72.726,3.21
P2PCollector+nearest (k=1),1,BASELINE,5,1,1000,1,4,1,0.03,11215.922,116.56500000000001,8.603
P2PCollector+nearest (k=1),1,BASELINE,5,1,5000,1,4,1,0.03,8257.066,75.56800000000001,46.745
P2PCollector+nearest (k=1),1,BASELINE,10,1,500,1,4,1,0.10500000000000001,11875.241,138.375,6.071
P2PCollector+nearest (k=1),1,BASELINE,10,1,1000,1,4,1,0.10800000000000001,11182.267,120.72,12.416
P2PCollector+nearest (k=1),1,BASELINE,10,1,5000,1,4,1,0.095,6777.938,71.703,65.154
P2PCollector+nearest (k=1),1,RUSH_HOUR,5,1,500,1,4,1,0.03,12612.704000000002,109.91099999999999,5.552999999999999
P2PCollector+nearest (k=1),1,RUSH_HOUR,5,1,1000,1,4,1,0.03,12188.27,141.429,9.278
P2PCollector+nearest (k=1),1,RUSH_HOUR,5,1,5000,1,4,1,0.03,9299.331999999999,106.151,45.798
P2PCollector+nearest (k=1),1,RUSH_HOUR,10,1,500,1,4,1,0.10700000000000001,12580.197,146.709,6.867
P2PCollector+nearest (k=1),1,RUSH_HOUR,10,1,1000,1,4,1,0.099,12101.008,157.167,11.239
P2PCollector+nearest (k=1),1,RUSH_HOUR,10,1,5000,1,4,1,0.095,8330.153,79.809,57.233000000000004
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,5,1,500,1,4,1,0.033,10342.816,61.94000000000001,4.504
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,5,1,1000,1,4,1,0.03,10083.65,77.25,6.8950000000000005
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,5,1,5000,1,4,1,0.03,7921.558,83.812,37.179
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,10,1,500,1,4,1,0.10200000000000001,9404.085000000001,127.12,5.074
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,10,1,1000,1,4,1,0.096,8972.128,107.11399999999999,9.384
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,10,1,5000,1,4,1,0.095,6855.181,85.159,41.261
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,5,1,500,1,4,1,0.03,11955.044,132.075,4.339
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,5,1,1000,1,4,1,0.03,11699.782,122.345,6.811
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,5,1,5000,1,4,1,0.03,9398.47,121.175,37.416000000000004
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,10,1,500,1,4,1,0.11000000000000001,11567.228,195.103,5.962999999999999
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,10,1,1000,1,4,1,0.101,11102.482,150.321,10.300999999999998
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,10,1,5000,1,4,1,0.097,8558.791000000001,110.998,43.586
P2PCollector+nearest (k=10),10,BASELINE,5,1,500,1,4,1,0.03,11845.486,72.726,3.21
P2PCollector+nearest (k=10),10,BASELINE,5,1,1000,1,4,1,0.03,11215.922,116.56500000000001,8.603
P2PCollector+nearest (k=10),10,BASELINE,5,1,5000,1,4,1,0.03,8257.066,75.56800000000001,46.745
P2PCollector+nearest (k=10),10,BASELINE,10,1,500,1,4,1,0.10200000000000001,11875.241,138.375,6.071
P2PCollector+nearest (k=10),10,BASELINE,10,1,1000,1,4,1,0.10200000000000001,11182.267,120.72,12.416
P2PCollector+nearest (k=10),10,BASELINE,10,1,5000,1,4,1,0.095,6816.211,74.794,66.644
P2PCollector+nearest (k=10),10,RUSH_HOUR,5,1,500,1,4,1,0.03,12612.704000000002,109.91099999999999,5.552999999999999
P2PCollector+nearest (k=10),10,RUSH_HOUR,5,1,1000,1,4,1,0.03,12188.27,141.429,9.278
P2PCollector+nearest (k=10),10,RUSH_HOUR,5,1,5000,1,4,1,0.03,9238.948,102.75699999999999,46.507
P2PCollector+nearest (k=10),10,RUSH_HOUR,10,1,500,1,4,1,0.1,12580.197,146.709,6.867
P2PCollector+nearest (k=10),10,RUSH_HOUR,10,1,1000,1,4,1,0.101,12101.008,157.167,11.239
P2PCollector+nearest (k=10),10,RUSH_HOUR,10,1,5000,1,4,1,0.095,8378.869,82.144,57.720000000000006
P2PCollector+nearest (k=10),10,SPATIAL_IMBALANCE,5,1,500,1,4,1,0.03,10342.816,61.94000000000001,4.504
P2PCollector+nearest (k=10),10,SPATIAL_IMBALANCE,5,1,1000,1,4,1,0.03,10083.65,77.25,6.8950000000000005
P2PCollector+nearest (k=10),10,SPATIAL_IMBALANCE,5,1,5000,1,4,1,0.03,7921.558,83.812,37.179
P2PCollector+nearest (k=10),10,SPATIAL_IMBALANCE,10,1,500,1,4,1,0.098,9404.085000000001,127.12,5.074
P2PCollector+nearest (k=10),10,SPATIAL_IMBALANCE,10,1,1000,1,4,1,0.096,8989.638,107.96700000000001,9.286
P2PCollector+nearest (k=10),10,SPATIAL_IMBALANCE,10,1,5000,1,4,1,0.096,6831.111999999999,82.999,41.923
P2PCollector+nearest (k=10),10,SPATIAL_ISLANDS,5,1,500,1,4,1,0.03,11955.044,132.075,4.339
P2PCollector+nearest (k=10),10,SPATIAL_ISLANDS,5,1,1000,1,4,1,0.03,11699.782,122.345,6.811
P2PCollector+nearest (k=10),10,SPATIAL_ISLANDS,5,1,5000,1,4,1,0.03,9398.47,121.175,37.416000000000004
P2PCollector+nearest (k=10),10,SPATIAL_ISLANDS,10,1,500,1,4,1,0.1,11567.228,195.103,5.962999999999999
P2PCollector+nearest (k=10),10,SPATIAL_ISLANDS,10,1,1000,1,4,1,0.099,11102.482,150.321,10.300999999999998
P2PCollector+nearest (k=10),10,SPATIAL_ISLANDS,10,1,5000,1,4,1,0.096,8407.784,104.527,46.255
P2PCollector+nearest (k=2),2,BASELINE,5,1,500,1,4,1,0.03,11845.486,72.726,3.21
P2PCollector+nearest (k=2),2,BASELINE,5,1,1000,1,4,1,0.03,11215.922,116.56500000000001,8.603
P2PCollector+nearest (k=2),2,BASELINE,5,1,5000,1,4,1,0.03,8257.066,75.56800000000001,46.745
P2PCollector+nearest (k=2),2,BASELINE,10,1,500,1,4,1,0.10400000000000001,11875.241,138.375,6.071
P2PCollector+nearest (k=2),2,BASELINE,10,1,1000,1,4,1,0.1,11182.267,120.72,12.416
P2PCollector+nearest (k=2),2,BASELINE,10,1,5000,1,4,1,0.095,6786.713000000001,69.383,66.441
P2PCollector+nearest (k=2),2,RUSH_HOUR,5,1,500,1,4,1,0.03,12612.704000000002,109.91099999999999,5.552999999999999
P2PCollector+nearest (k=2),2,RUSH_HOUR,5,1,1000,1,4,1,0.03,12188.27,141.429,9.278
P2PCollector+nearest (k=2),2,RUSH_HOUR,5,1,5000,1,4,1,0.03,9299.336,106.151,45.798
P2PCollector+nearest (k=2),2,RUSH_HOUR,10,1,500,1,4,1,0.1,12580.197,146.709,6.867
P2PCollector+nearest (k=2),2,RUSH_HOUR,10,1,1000,1,4,1,0.099,12101.008,157.167,11.239
P2PCollector+nearest (k=2),2,RUSH_HOUR,10,1,5000,1,4,1,0.095,8407.407,82.208,57.097
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,5,1,500,1,4,1,0.03,10342.816,61.94000000000001,4.504
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,5,1,1000,1,4,1,0.03,10083.65,77.25,6.8950000000000005
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,5,1,5000,1,4,1,0.03,7921.558,83.812,37.179
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,10,1,500,1,4,1,0.098,9404.085000000001,127.12,5.074
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,10,1,1000,1,4,1,0.096,8989.638,107.96700000000001,9.286
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,10,1,5000,1,4,1,0.096,6828.274,83.07000000000001,41.839
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,5,1,500,1,4,1,0.03,11955.044,132.075,4.339
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,5,1,1000,1,4,1,0.03,11699.782,122.345,6.811
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,5,1,5000,1,4,1,0.03,9398.47,121.175,37.416000000000004
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,10,1,500,1,4,1,0.10200000000000001,11567.228,195.103,5.962999999999999
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,10,1,1000,1,4,1,0.101,11102.482,150.321,10.300999999999998
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,10,1,5000,1,4,1,0.097,8408.45,102.696,45.878
P2PCollector+nearest (k=3),3,BASELINE,5,1,500,1,4,1,0.03,11845.486,72.726,3.21
P2PCollector+nearest (k=3),3,BASELINE,5,1,1000,1,4,1,0.03,11215.922,116.56500000000001,8.603
P2PCollector+nearest (k=3),3,BASELINE,5,1,5000,1,4,1,0.03,8257.066,75.56800000000001,46.745
P2PCollector+nearest (k=3),3,BASELINE,10,1,500,1,4,1,0.1,11875.241,138.375,6.071
P2PCollector+nearest (k=3),3,BASELINE,10,1,1000,1,4,1,0.101,11182.267,120.72,12.416
P2PCollector+nearest (k=3),3,BASELINE,10,1,5000,1,4,1,0.095,6816.211,74.794,66.644
P2PCollector+nearest (k=3),3,RUSH_HOUR,5,1,500,1,4,1,0.03,12612.704000000002,109.91099999999999,5.552999999999999
P2PCollector+nearest (k=3),3,RUSH_HOUR,5,1,1000,1,4,1,0.03,12188.27,141.429,9.278
P2PCollector+nearest (k=3),3,RUSH_HOUR,5,1,5000,1,4,1,0.03,9238.948,102.75699999999999,46.507
P2PCollector+nearest (k=3),3,RUSH_HOUR,10,1,500,1,4,1,0.101,12580.197,146.709,6.867
P2PCollector+nearest (k=3),3,RUSH_HOUR,10,1,1000,1,4,1,0.099,12101.008,157.167,11.239
P2PCollector+nearest (k=3),3,RUSH_HOUR,10,1,5000,1,4,1,0.095,8378.903,82.147,57.512
P2PCollector+nearest (k=3),3,SPATIAL_IMBALANCE,5,1,500,1,4,1,0.03,10342.816,61.94000000000001,4.504
P2PCollector+nearest (k=3),3,SPATIAL_IMBALANCE,5,1,1000,1,4,1,0.03,10083.65,77.25,6.8950000000000005
P2PCollector+nearest (k=3),3,SPATIAL_IMBALANCE,5,1,5000,1,4,1,0.03,7921.558,83.812,37.179
P2PCollector+nearest (k=3),3,SPATIAL_IMBALANCE,10,1,500,1,4,1,0.097,9404.085000000001,127.12,5.074
P2PCollector+nearest (k=3),3,SPATIAL_IMBALANCE,10,1,1000,1,4,1,0.096,8989.638,107.96700000000001,9.286
P2PCollector+nearest (k=3),3,SPATIAL_IMBALANCE,10,1,5000,1,4,1,0.098,6831.111999999999,82.999,41.923
P2PCollector+nearest (k=3),3,SPATIAL_ISLANDS,5,1,500,1,4,1,0.03,11955.044,132.075,4.339
P2PCollector+nearest (k=3),3,SPATIAL_ISLANDS,5,1,1000,1,4,1,0.03,11699.782,122.345,6.811
P2PCollector+nearest (k=3),3,SPATIAL_ISLANDS,5,1,5000,1,4,1,0.03,9398.47,121.175,37.416000000000004
P2PCollector+nearest (k=3),3,SPATIAL_ISLANDS,10,1,500,1,4,1,0.101,11567.228,195.103,5.962999999999999
P2PCollector+nearest (k=3),3,SPATIAL_ISLANDS,10,1,1000,1,4,1,0.101,11102.482,150.321,10.300999999999998
P2PCollector+nearest (k=3),3,SPATIAL_ISLANDS,10,1,5000,1,4,1,0.097,8407.784,104.527,46.255
VehicleRouting,0,BASELINE,5,1,-1,-1,-1,-1,0.13599999999999998,2186.518,28.440999999999995,195.897
VehicleRouting,0,BASELINE,10,1,-1,-1,-1,-1,1.7619999999999998,2114.078,25.264999999999997,186.625
VehicleRouting,0,RUSH_HOUR,5,1,-1,-1,-1,-1,0.33899999999999997,3005.282,33.08,202.996
VehicleRouting,0,RUSH_HOUR,10,1,-1,-1,-1,-1,3.501,2696.103,28.429000000000002,191.48200000000003
VehicleRouting,0,SPATIAL_IMBALANCE,5,1,-1,-1,-1,-1,0.11300000000000002,1981.262,24.842000000000002,185.516
VehicleRouting,0,SPATIAL_IMBALANCE,10,1,-1,-1,-1,-1,0.8240000000000001,1610.484,21.031,166.577
VehicleRouting,0,SPATIAL_ISLANDS,5,1,-1,-1,-1,-1,0.156,2322.458,27.486,203.153
VehicleRouting,0,SPATIAL_ISLANDS,10,1,-1,-1,-1,-1,1.282,2001.1770000000001,23.644,191.207
