algorithm,kHops,p2pRqsRadius,taxiCount,clientCount,taxiSeatCount,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,spawnScenario,metric,runs,avgOfAvg,stdDevOfAvg,minAvg,maxAvg,avgSpread,minSpread,maxSpread
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,BASELINE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,RUSH_HOUR,Taxi Travel Distance [km],1,73.29,0.0,73.29,73.29,130.47,130.47,130.47
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,RUSH_HOUR,Client Waiting Time [min],1,6.6,0.0,6.6,6.6,97.07000000000001,97.07000000000001,97.07000000000001
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,RUSH_HOUR,Client Travel Time [min],1,641.97,0.0,641.97,641.97,5854.0,5854.0,5854.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,RUSH_HOUR,Calculation Time [millis],1,0.34,0.0,0.34,0.34,4.0,4.0,4.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,RUSH_HOUR,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,SPATIAL_IMBALANCE,Taxi Travel Distance [km],1,34.57,0.0,34.57,34.57,119.77,119.77,119.77
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,SPATIAL_IMBALANCE,Client Waiting Time [min],1,31.0,0.0,31.0,31.0,123.10000000000001,123.10000000000001,123.10000000000001
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,SPATIAL_IMBALANCE,Client Travel Time [min],1,2262.32,0.0,2262.32,2262.32,7384.0,7384.0,7384.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,SPATIAL_IMBALANCE,Calculation Time [millis],1,0.35,0.0,0.35,0.35,5.0,5.0,5.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,SPATIAL_IMBALANCE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,SPATIAL_ISLANDS,Taxi Travel Distance [km],1,26.74,0.0,26.74,26.74,84.55,84.55,84.55
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,SPATIAL_ISLANDS,Client Waiting Time [min],1,39.67,0.0,39.67,39.67,128.74,128.74,128.74
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,SPATIAL_ISLANDS,Client Travel Time [min],1,3186.05,0.0,3186.05,3186.05,8834.0,8834.0,8834.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,SPATIAL_ISLANDS,Calculation Time [millis],1,0.42,0.0,0.42,0.42,228.0,228.0,228.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,false,none,none,SPATIAL_ISLANDS,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,BASELINE,Taxi Travel Distance [km],1,320.54,0.0,320.54,320.54,103.27999999999997,103.27999999999997,103.27999999999997
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,BASELINE,Client Waiting Time [min],1,0.96,0.0,0.96,0.96,11.870000000000001,11.870000000000001,11.870000000000001
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,BASELINE,Client Travel Time [min],1,289.03,0.0,289.03,289.03,943.0,943.0,943.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,BASELINE,Calculation Time [millis],1,0.68,0.0,0.68,0.68,11.0,11.0,11.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,BASELINE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,RUSH_HOUR,Taxi Travel Distance [km],1,68.57,0.0,68.57,68.57,477.46,477.46,477.46
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,RUSH_HOUR,Client Waiting Time [min],1,21.77,0.0,21.77,21.77,112.72,112.72,112.72
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,RUSH_HOUR,Client Travel Time [min],1,1631.11,0.0,1631.11,1631.11,7048.0,7048.0,7048.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,RUSH_HOUR,Calculation Time [millis],1,0.35,0.0,0.35,0.35,8.0,8.0,8.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,RUSH_HOUR,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,SPATIAL_IMBALANCE,Taxi Travel Distance [km],1,88.52,0.0,88.52,88.52,623.76,623.76,623.76
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,SPATIAL_IMBALANCE,Client Waiting Time [min],1,9.01,0.0,9.01,9.01,86.17,86.17,86.17
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,SPATIAL_IMBALANCE,Client Travel Time [min],1,767.76,0.0,767.76,767.76,5316.0,5316.0,5316.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,SPATIAL_IMBALANCE,Calculation Time [millis],1,0.36,0.0,0.36,0.36,6.0,6.0,6.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,SPATIAL_IMBALANCE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,SPATIAL_ISLANDS,Taxi Travel Distance [km],1,102.04,0.0,102.04,102.04,504.44,504.44,504.44
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,SPATIAL_ISLANDS,Client Waiting Time [min],1,3.24,0.0,3.24,3.24,105.14,105.14,105.14
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,SPATIAL_ISLANDS,Client Travel Time [min],1,470.02,0.0,470.02,470.02,6321.0,6321.0,6321.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,SPATIAL_ISLANDS,Calculation Time [millis],1,0.37,0.0,0.37,0.37,5.0,5.0,5.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,return-to-hq,return-to-hq,SPATIAL_ISLANDS,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,BASELINE,Taxi Travel Distance [km],1,165.46,0.0,165.46,165.46,282.84,282.84,282.84
TaxiAlgorithmP2PCollector,0,1000,60,800,1,nearest,1,4,1,true,past-avg,past-avg,BASELINE,Client Waiting Time [min],1,1.61,0.0,1.61,1.61,26.64,26.64,26.64
