algorithm,kHops,p2pRequestRepublishTicks,p2pRqsRadius,taxiCount,clientCount,taxiSeatCount,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,spawnScenario,metric,runs,avgOfAvg,stdDevOfAvg,minAvg,maxAvg,avgSpread,minSpread,maxSpread
TaxiAlgorithmP2PCollector,0,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Simulation Time [millis],1,0.28,0.0,0.28,0.28,7.0,7.0,7.0
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Taxi Travel Distance [km],1,229.7,0.0,229.7,229.7,841.1,841.1,841.1
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Client Waiting Time [min],1,1.12,0.0,1.12,1.12,33.75,33.75,33.75
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Client Travel Time [min],1,665.77,0.0,665.77,665.77,2556.0,2556.0,2556.0
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Calculation Time [millis],1,4.74,0.0,4.74,4.74,96.0,96.0,96.0
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Simulation Time [millis],1,5.33,0.0,5.33,5.33,99.0,99.0,99.0
TaxiAlgorithmP2PCollector,0,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Taxi Travel Distance [km],1,117.06,0.0,117.06,117.06,317.13,317.13,317.13
TaxiAlgorithmP2PCollector,0,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Waiting Time [min],1,1.13,0.0,1.13,1.13,7.39,7.39,7.39
TaxiAlgorithmP2PCollector,0,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Travel Time [min],1,292.66,0.0,292.66,292.66,654.0,654.0,654.0
TaxiAlgorithmP2PCollector,0,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Calculation Time [millis],1,0.0,0.0,0.0,0.0,14.0,14.0,14.0
TaxiAlgorithmP2PCollector,0,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Simulation Time [millis],1,0.01,0.0,0.01,0.01,14.0,14.0,14.0
TaxiAlgorithmP2PCollector,0,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Taxi Travel Distance [km],1,112.94,0.0,112.94,112.94,633.77,633.77,633.77
TaxiAlgorithmP2PCollector,0,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Waiting Time [min],1,1.12,0.0,1.12,1.12,1.57,1.57,1.57
TaxiAlgorithmP2PCollector,0,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Travel Time [min],1,290.75,0.0,290.75,290.75,587.0,587.0,587.0
TaxiAlgorithmP2PCollector,0,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Calculation Time [millis],1,0.18,0.0,0.18,0.18,12.0,12.0,12.0
TaxiAlgorithmP2PCollector,0,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Simulation Time [millis],1,0.28,0.0,0.28,0.28,12.0,12.0,12.0
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Taxi Travel Distance [km],1,224.36,0.0,224.36,224.36,958.32,958.32,958.32
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Waiting Time [min],1,35.27,0.0,35.27,35.27,152.17,152.17,152.17
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Travel Time [min],1,2709.28,0.0,2709.28,2709.28,9770.0,9770.0,9770.0
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Calculation Time [millis],1,144.71,0.0,144.71,144.71,411.0,411.0,411.0
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Simulation Time [millis],1,145.58,0.0,145.58,145.58,414.0,414.0,414.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Taxi Travel Distance [km],1,135.03,0.0,135.03,135.03,413.83,413.83,413.83
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Waiting Time [min],1,1.56,0.0,1.56,1.56,19.849999999999998,19.849999999999998,19.849999999999998
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Travel Time [min],1,328.45,0.0,328.45,328.45,1409.0,1409.0,1409.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Calculation Time [millis],1,0.02,0.0,0.02,0.02,9.0,9.0,9.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Simulation Time [millis],1,0.03,0.0,0.03,0.03,9.0,9.0,9.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Taxi Travel Distance [km],1,105.89,0.0,105.89,105.89,559.64,559.64,559.64
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Waiting Time [min],1,0.53,0.0,0.53,0.53,6.79,6.79,6.79
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Travel Time [min],1,266.71,0.0,266.71,266.71,758.0,758.0,758.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Calculation Time [millis],1,0.47,0.0,0.47,0.47,11.0,11.0,11.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Simulation Time [millis],1,0.56,0.0,0.56,0.56,11.0,11.0,11.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Taxi Travel Distance [km],1,286.35,0.0,286.35,286.35,833.15,833.15,833.15
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Waiting Time [min],1,1.0,0.0,1.0,1.0,74.92,74.92,74.92
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Travel Time [min],1,761.9,0.0,761.9,761.9,5569.0,5569.0,5569.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Calculation Time [millis],1,12.33,0.0,12.33,12.33,91.0,91.0,91.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Simulation Time [millis],1,13.05,0.0,13.05,13.05,92.0,92.0,92.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Taxi Travel Distance [km],1,122.35,0.0,122.35,122.35,297.9,297.9,297.9
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Client Waiting Time [min],1,2.68,0.0,2.68,2.68,47.97,47.97,47.97
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Client Travel Time [min],1,393.61,0.0,393.61,393.61,3719.0,3719.0,3719.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Calculation Time [millis],1,0.02,0.0,0.02,0.02,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Simulation Time [millis],1,0.03,0.0,0.03,0.03,3.0,3.0,3.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Taxi Travel Distance [km],1,103.27,0.0,103.27,103.27,445.73,445.73,445.73
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Client Waiting Time [min],1,0.53,0.0,0.53,0.53,4.819999999999999,4.819999999999999,4.819999999999999
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Client Travel Time [min],1,266.47,0.0,266.47,266.47,696.0,696.0,696.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Calculation Time [millis],1,0.46,0.0,0.46,0.46,11.0,11.0,11.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Simulation Time [millis],1,0.55,0.0,0.55,0.55,11.0,11.0,11.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Taxi Travel Distance [km],1,232.28,0.0,232.28,232.28,723.7,723.7,723.7
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Client Waiting Time [min],1,4.28,0.0,4.28,4.28,170.05,170.05,170.05
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Client Travel Time [min],1,947.47,0.0,947.47,947.47,19407.0,19407.0,19407.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Calculation Time [millis],1,21.06,0.0,21.06,21.06,217.0,217.0,217.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Simulation Time [millis],1,21.68,0.0,21.68,21.68,218.0,218.0,218.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Taxi Travel Distance [km],1,117.45,0.0,117.45,117.45,450.15,450.15,450.15
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Client Waiting Time [min],1,1.31,0.0,1.31,1.31,46.79,46.79,46.79
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Client Travel Time [min],1,279.13,0.0,279.13,279.13,2995.0,2995.0,2995.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Calculation Time [millis],1,0.02,0.0,0.02,0.02,2.0,2.0,2.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Simulation Time [millis],1,0.02,0.0,0.02,0.02,2.0,2.0,2.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Taxi Travel Distance [km],1,99.67,0.0,99.67,99.67,522.25,522.25,522.25
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Client Waiting Time [min],1,0.53,0.0,0.53,0.53,2.9000000000000004,2.9000000000000004,2.9000000000000004
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Client Travel Time [min],1,232.73,0.0,232.73,232.73,603.0,603.0,603.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Calculation Time [millis],1,0.57,0.0,0.57,0.57,12.0,12.0,12.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Simulation Time [millis],1,0.66,0.0,0.66,0.66,12.0,12.0,12.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Taxi Travel Distance [km],1,246.98,0.0,246.98,246.98,835.7,835.7,835.7
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Client Waiting Time [min],1,1.16,0.0,1.16,1.16,83.9,83.9,83.9
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Client Travel Time [min],1,666.73,0.0,666.73,666.73,5429.0,5429.0,5429.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Calculation Time [millis],1,12.7,0.0,12.7,12.7,105.0,105.0,105.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_IMBALANCE,Simulation Time [millis],1,13.36,0.0,13.36,13.36,106.0,106.0,106.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Taxi Travel Distance [km],1,126.19,0.0,126.19,126.19,536.37,536.37,536.37
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Waiting Time [min],1,1.37,0.0,1.37,1.37,33.35,33.35,33.35
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Travel Time [min],1,304.81,0.0,304.81,304.81,2212.0,2212.0,2212.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Calculation Time [millis],1,0.02,0.0,0.02,0.02,4.0,4.0,4.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Simulation Time [millis],1,0.02,0.0,0.02,0.02,4.0,4.0,4.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Taxi Travel Distance [km],1,117.64,0.0,117.64,117.64,524.65,524.65,524.65
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Waiting Time [min],1,0.56,0.0,0.56,0.56,6.12,6.12,6.12
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Travel Time [min],1,257.48,0.0,257.48,257.48,595.0,595.0,595.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Calculation Time [millis],1,0.45,0.0,0.45,0.45,11.0,11.0,11.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Simulation Time [millis],1,0.54,0.0,0.54,0.54,11.0,11.0,11.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Taxi Travel Distance [km],1,215.39,0.0,215.39,215.39,982.21,982.21,982.21
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Waiting Time [min],1,44.93,0.0,44.93,44.93,164.72,164.72,164.72
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Client Travel Time [min],1,3253.04,0.0,3253.04,3253.04,10489.0,10489.0,10489.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Calculation Time [millis],1,186.92,0.0,186.92,186.92,342.0,342.0,342.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,1000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,SPATIAL_ISLANDS,Simulation Time [millis],1,187.81,0.0,187.81,187.81,344.0,344.0,344.0
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Taxi Travel Distance [km],1,116.49,0.0,116.49,116.49,346.53,346.53,346.53
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Waiting Time [min],1,1.17,0.0,1.17,1.17,15.65,15.65,15.65
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Travel Time [min],1,306.81,0.0,306.81,306.81,946.0,946.0,946.0
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Calculation Time [millis],1,0.01,0.0,0.01,0.01,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Simulation Time [millis],1,0.01,0.0,0.01,0.01,2.0,2.0,2.0
TaxiAlgorithmP2PCollector,1,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Taxi Travel Distance [km],1,101.16,0.0,101.16,101.16,765.37,765.37,765.37
TaxiAlgorithmP2PCollector,1,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Waiting Time [min],1,1.0,0.0,1.0,1.0,1.8,1.8,1.8
TaxiAlgorithmP2PCollector,1,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Travel Time [min],1,295.32,0.0,295.32,295.32,653.0,653.0,653.0
TaxiAlgorithmP2PCollector,1,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Calculation Time [millis],1,1.16,0.0,1.16,1.16,41.0,41.0,41.0
TaxiAlgorithmP2PCollector,1,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Simulation Time [millis],1,1.25,0.0,1.25,1.25,41.0,41.0,41.0
TaxiAlgorithmP2PCollector,1,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Taxi Travel Distance [km],1,251.46,0.0,251.46,251.46,850.65,850.65,850.65
TaxiAlgorithmP2PCollector,1,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Waiting Time [min],1,1.03,0.0,1.03,1.03,2.7,2.7,2.7
TaxiAlgorithmP2PCollector,1,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Client Travel Time [min],1,765.14,0.0,765.14,765.14,1796.0,1796.0,1796.0
TaxiAlgorithmP2PCollector,1,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Calculation Time [millis],1,14.55,0.0,14.55,14.55,150.0,150.0,150.0
TaxiAlgorithmP2PCollector,1,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,2000,2750,30000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,BASELINE,Simulation Time [millis],1,15.16,0.0,15.16,15.16,150.0,150.0,150.0
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Taxi Travel Distance [km],1,110.78,0.0,110.78,110.78,248.14000000000001,248.14000000000001,248.14000000000001
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Client Waiting Time [min],1,1.12,0.0,1.12,1.12,7.08,7.08,7.08
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Client Travel Time [min],1,298.63,0.0,298.63,298.63,722.0,722.0,722.0
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Calculation Time [millis],1,0.01,0.0,0.01,0.01,8.0,8.0,8.0
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Custom Time [micros],1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,1,12,2000,60,800,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Simulation Time [millis],1,0.01,0.0,0.01,0.01,8.0,8.0,8.0
TaxiAlgorithmP2PCollector,1,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Taxi Travel Distance [km],1,102.95,0.0,102.95,102.95,656.05,656.05,656.05
TaxiAlgorithmP2PCollector,1,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Client Waiting Time [min],1,1.03,0.0,1.03,1.03,1.99,1.99,1.99
TaxiAlgorithmP2PCollector,1,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Client Travel Time [min],1,296.05,0.0,296.05,296.05,614.0,614.0,614.0
TaxiAlgorithmP2PCollector,1,12,2000,600,8000,1,nearest,1,4,0,1,50,true,past-avg,past-avg,RUSH_HOUR,Calculation Time [millis],1,1.09,0.0,1.09,1.09,27.0,27.0,27.0
