metric,taxiCount,clientCount,spawnScenario,factor,level,count,mean,std,min,max,note
Client Travel Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg-total,720,11.034328055555555,0.5221982509553276,10.146366666666667,11.927583333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,idleRoamingMode,random,720,10.644371342592592,0.7451648419927839,9.430200000000001,11.838533333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,kHops,0,1200,13.067436888888889,6.48329269577664,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,kHops,1,1200,12.972569944444444,6.418323058173675,8.275183333333334,30.268183333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,kHops,2,1200,12.943358472222222,6.411057954098166,8.275283333333332,30.268183333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,1000,1200,16.588950055555554,9.816420118281252,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,2000,1200,11.63225825,2.8600452604596125,9.089516666666666,17.639916666666668,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,3000,1200,10.762157,0.1430761332136049,10.468883333333334,11.114283333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pStrategy,greedy,1800,12.994455101851852,6.436963176102694,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pStrategy,nearest,1800,12.994455101851852,6.436963176102698,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pOverlayShortcuts,0,1800,12.998858499999999,6.448390109259999,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pOverlayShortcuts,1,1800,12.990051703703704,6.425512902361597,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,none,720,18.307609027777776,7.630407199448278,10.614866666666668,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg,720,9.501986342592593,0.9354475503035563,8.22805,11.041483333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-revisit,720,17.944024953703703,7.6603059198639825,10.560216666666667,30.037466666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-total,720,9.51552898148148,0.9267137375342857,8.229333333333333,11.049949999999999,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,random,720,9.703126203703704,0.8514347443084417,8.485866666666666,11.114283333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,kHops,0,1200,15.691290111111112,9.414043785688811,8.939316666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,kHops,1,1200,15.517129458333333,9.28549359090262,8.94055,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,kHops,2,1200,15.45961427777778,9.230768166673124,8.950416666666666,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pRqsRadius,1000,1200,20.83044923611111,13.858560829286967,8.939316666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pRqsRadius,2000,1200,14.13963625,4.792603177305321,9.95415,23.89375,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pRqsRadius,3000,1200,11.697948361111111,0.5516472183856179,10.959716666666667,13.373716666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pStrategy,greedy,1800,15.555842296296296,9.309569615279282,8.939316666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pStrategy,nearest,1800,15.556180268518519,9.309722761268366,8.939316666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pOverlayShortcuts,0,1800,15.61583849074074,9.36061581810798,8.939316666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pOverlayShortcuts,1,1800,15.496184074074074,9.258009143839825,8.939316666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,idleRoamingMode,none,720,23.5448350462963,10.698815116147284,11.4598,40.680899999999994,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,idleRoamingMode,past-avg,720,10.399741574074074,0.7523942079460884,8.967916666666667,11.78555,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,idleRoamingMode,past-avg-revisit,720,22.972786203703702,10.91666603608419,10.959716666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,idleRoamingMode,past-avg-total,720,10.279019907407408,0.8709006088097957,8.939316666666667,11.768266666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,idleRoamingMode,random,720,10.583673680555556,0.6951702637246132,9.538733333333333,11.859633333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,kHops,0,1200,35.145516444444446,1.33250842918827,32.64168333333333,39.47421666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,kHops,1,1200,35.136796652777775,1.3222125601365347,32.64393333333333,39.5241,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,kHops,2,1200,35.128994500000005,1.3132841284294936,32.647666666666666,39.68321666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pRqsRadius,1000,1200,35.48545375,2.047613469389389,32.64168333333333,39.68321666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pRqsRadius,2000,1200,34.37234145833333,0.40220011928409327,33.909483333333334,35.887899999999995,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pRqsRadius,3000,1200,35.55351238888889,0.11769452052832437,35.295899999999996,35.940450000000006,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pStrategy,greedy,1800,35.13718433333333,1.3227888164477115,32.64168333333333,39.68321666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pStrategy,nearest,1800,35.137020731481485,1.3222613296914,32.64168333333333,39.67491666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pOverlayShortcuts,0,1800,35.14319721296296,1.3347744299968072,32.64168333333333,39.68321666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pOverlayShortcuts,1,1800,35.131007851851855,1.3101328863042414,32.64168333333333,39.47421666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,idleRoamingMode,none,720,34.80386574074074,0.5804785396249768,34.018233333333335,35.73941666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,idleRoamingMode,past-avg,720,36.50929460648148,1.6299234381427472,34.71808333333333,39.68321666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,idleRoamingMode,past-avg-revisit,720,34.78358043981481,0.5772921311565615,34.02478333333333,35.754599999999996,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,idleRoamingMode,past-avg-total,720,35.443524143518516,1.0154012523822964,33.984566666666666,37.26586666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,idleRoamingMode,random,720,34.145247731481476,1.0925647508203975,32.64168333333333,35.67431666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,kHops,0,1200,48.21112044444445,4.790917317346062,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,kHops,1,1200,47.63734773611111,4.480295198798273,40.4361,55.8289,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,kHops,2,1200,47.27408244444444,4.300083633971658,40.49151666666667,55.61151666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pRqsRadius,1000,1200,50.00417993055555,5.280244041044602,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pRqsRadius,2000,1200,46.26575101388889,4.226952522644828,41.582300000000004,52.651516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pRqsRadius,3000,1200,46.852619680555556,2.8503306190357085,43.84765,51.183616666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pStrategy,greedy,1800,47.716301861111106,4.54068622534695,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pStrategy,nearest,1800,47.69873188888889,4.547470408111906,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pOverlayShortcuts,0,1800,47.99102770370371,4.749281552411561,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pOverlayShortcuts,1,1800,47.4240060462963,4.310562787437661,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,idleRoamingMode,none,720,46.64735342592593,3.756525547818703,42.60103333333333,55.10551666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,idleRoamingMode,past-avg,720,52.060998032407404,1.9898209126533108,48.79795,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,idleRoamingMode,past-avg-revisit,720,45.527872708333334,3.036421471078373,41.95676666666667,54.29715,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,idleRoamingMode,past-avg-total,720,51.89028863425926,1.828081253368979,48.747166666666665,55.29431666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,idleRoamingMode,random,720,42.41107157407407,1.491256188327161,40.370016666666665,45.061,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,kHops,0,1200,77.3020476111111,41.96695806286319,28.93936666666667,138.39248333333336,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,kHops,1,1200,74.30497268055557,39.46580947471016,28.93845,138.4822166666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,kHops,2,1200,70.33475116666668,37.05185756390756,28.893633333333334,138.48155,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pRqsRadius,1000,1200,81.678815,45.95504859925173,28.893633333333334,138.4822166666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pRqsRadius,2000,1200,73.192442875,38.14175602753753,29.785433333333334,125.41834999999999,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pRqsRadius,3000,1200,67.07051358333332,32.27511180757894,31.1483,112.73668333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pStrategy,greedy,1800,73.97911186111111,39.6449396392769,28.893633333333334,138.4822166666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pStrategy,nearest,1800,73.98206911111112,39.641502195043635,28.893633333333334,138.39248333333336,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pOverlayShortcuts,0,1800,76.42043625925926,41.2069479687946,28.932533333333332,138.4822166666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pOverlayShortcuts,1,1800,71.54074471296296,37.85822322836457,28.893633333333334,138.39248333333336,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,none,720,119.43098148148148,14.3751923964771,84.48706666666666,138.4822166666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,past-avg,720,32.68145472222223,0.6644283108650789,30.853150000000003,34.13328333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-revisit,720,113.67293615740742,18.625569746408445,67.99298333333334,137.17798333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-total,720,30.100594537037036,0.8955973683867424,28.893633333333334,31.3568,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,random,720,74.0169855324074,5.222248153198978,60.18438333333334,80.95936666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,kHops,0,1200,112.70075655555556,52.11230784568572,36.71605,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,kHops,1,1200,107.55832831944444,49.755190330541986,36.17463333333333,185.50979999999998,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,kHops,2,1200,98.88813125,47.69089852688873,35.54315,185.38606666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pRqsRadius,1000,1200,120.67671899999999,50.41459047952659,57.78795,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pRqsRadius,2000,1200,105.49126733333333,48.85977578266119,40.857366666666664,175.95371666666668,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pRqsRadius,3000,1200,92.97922979166667,47.4262270787048,35.54315,164.44863333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pStrategy,greedy,1800,106.3785879537037,50.19927605133737,35.544549999999994,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pStrategy,nearest,1800,106.38622279629631,50.20750343749332,35.54315,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pOverlayShortcuts,0,1800,111.83862271296297,51.52176845391545,36.68201666666666,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pOverlayShortcuts,1,1800,100.92618803703704,48.23582082086178,35.54315,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,none,720,165.46874398148148,20.2953681443336,102.15905,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,past-avg,720,74.04447310185185,7.977590844453458,47.87835,83.20455,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,past-avg-revisit,720,159.2197723148148,28.810073603551107,71.86046666666667,185.09903333333332,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,past-avg-total,720,50.38983627314814,11.013933335171144,35.54315,66.98733333333332,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,random,720,82.7892012037037,12.23469600128908,59.21378333333334,101.28016666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,kHops,0,1200,3.527616888888889,1.2241489720826955,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,kHops,1,1200,3.5277112222222224,1.212726175836137,1.9221833333333334,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,kHops,2,1200,3.530257138888889,1.2101199579831605,1.9221833333333334,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pRqsRadius,1000,1200,3.8629781111111114,1.916597988804151,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pRqsRadius,2000,1200,2.8363438055555554,0.19123685747181118,2.59245,3.5505,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pRqsRadius,3000,1200,3.886263333333333,0.06458228152532995,3.7499166666666666,4.07095,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pStrategy,greedy,1800,3.528528416666667,1.2155119683629276,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pStrategy,nearest,1800,3.528528416666667,1.2155119683629272,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pOverlayShortcuts,0,1800,3.5307314444444446,1.2217034241014184,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pOverlayShortcuts,1,1800,3.5263253888888886,1.2092847976996708,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,idleRoamingMode,none,720,4.357211250000001,1.3971754488680443,2.73825,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,idleRoamingMode,past-avg,720,3.0736046296296298,0.5932892174351561,2.2552333333333334,4.015916666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,idleRoamingMode,past-avg-revisit,720,4.326559166666667,1.3621645720909306,2.6621,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,idleRoamingMode,past-avg-total,720,3.0335713888888893,0.6355703982272055,2.22215,4.0549333333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,idleRoamingMode,random,720,2.851695648148148,0.770235323768274,1.8013833333333333,3.9993166666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,kHops,0,1200,3.8073998888888894,1.3728294537007084,2.1079333333333334,8.96355,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,kHops,1,1200,3.7886222777777783,1.3208783877954806,2.052583333333333,8.963966666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,kHops,2,1200,3.790287430555556,1.3275165039826902,2.052583333333333,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pRqsRadius,1000,1200,4.550934319444445,2.0029927841191637,2.052583333333333,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pRqsRadius,2000,1200,2.922571,0.16571830808855587,2.6056666666666666,3.5067666666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pRqsRadius,3000,1200,3.912804277777778,0.06989123861498882,3.7037166666666668,4.1871,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pStrategy,greedy,1800,3.7954130000000004,1.3403316475826166,2.052583333333333,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pStrategy,nearest,1800,3.7954600648148147,1.3405632573641268,2.052583333333333,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pOverlayShortcuts,0,1800,3.8003755462962965,1.353903230734665,2.1079333333333334,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pOverlayShortcuts,1,1800,3.7904975185185186,1.3268368402275055,2.052583333333333,8.96355,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,idleRoamingMode,none,720,4.607059490740741,1.754648925190133,2.8318999999999996,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg,720,3.49869212962963,0.5219120047433241,2.66895,4.6770000000000005,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg-revisit,720,4.51037511574074,1.6847327592147656,2.7278499999999997,8.58945,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg-total,720,3.3921426851851852,0.46945604037418337,2.7418166666666663,4.146316666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,idleRoamingMode,random,720,2.968913240740741,0.6891710705246875,2.052583333333333,4.026016666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,kHops,0,1200,6.556941111111111,6.458158501608596,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,kHops,1,1200,6.459405277777778,6.374561968146291,1.7442166666666667,23.591099999999997,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,kHops,2,1200,6.4260748888888894,6.363626565623222,1.7227166666666667,23.591099999999997,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,1000,1200,9.997187361111111,9.705854286216514,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,2000,1200,5.256771805555556,3.0831968585148792,2.6059166666666664,11.120333333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,3000,1200,4.188462111111111,0.06449007157282116,4.0040000000000004,4.347466666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pStrategy,greedy,1800,6.480807092592593,6.398273438143188,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pStrategy,nearest,1800,6.480807092592593,6.398273438143189,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pOverlayShortcuts,0,1800,6.486104462962963,6.4124138397560735,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pOverlayShortcuts,1,1800,6.475509722222222,6.384097318395053,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,none,720,11.857973564814815,7.520078223036735,4.161016666666667,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg,720,2.9480751388888886,0.9082169189268862,1.6778166666666665,4.2853166666666676,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-revisit,720,11.459709074074075,7.512623734869982,4.091216666666667,23.458333333333332,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-total,720,2.9649175000000003,0.8941258281520634,1.7442166666666667,4.2556666666666665,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,random,720,3.173360185185185,0.7976186138741646,2.030666666666667,4.347466666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_ISLANDS,kHops,0,1200,7.98805911111111,8.677609791996314,1.65935,31.7602,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_ISLANDS,kHops,1,1200,7.812560541666667,8.523689036265125,1.6818166666666667,31.7602,descriptive marginal screen; crossed factors and repeated seeds not modeled
