variant_k,kHops,spawnScenario,taxiCount,taxiSeatCount,p2pRqsRadius,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,idleRoamingMode,Calculation Time [millis],Client Travel Time [min],Client Waiting Time [min],Taxi Travel Distance [km]
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,5,1,5000,1,4,1,n/a,0.012,3684.7520000000004,28.699,139.399
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,5,1,10000,1,4,1,n/a,0.02,2311.168,23.292,152.307
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,5,1,20000,1,4,1,n/a,0.027999999999999997,2274.62,25.209,155.267
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,10,1,1000,1,4,1,n/a,0.020999999999999998,12038.021,37.058499999999995,47.6975
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,10,1,5000,1,4,1,n/a,0.0295,2895.796,22.182,114.4775
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,10,1,10000,1,4,1,n/a,0.05450000000000001,1771.5430000000001,15.1845,120.1185
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,10,1,20000,1,4,1,n/a,0.059,1800.119,16.9865,118.03800000000001
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,20,1,1000,1,4,1,n/a,0.062,9900.4865,50.4445,61.487
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,20,1,5000,1,4,1,n/a,0.1125,2256.7685,16.247999999999998,113.8735
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,20,1,10000,1,4,1,n/a,0.20600000000000002,1508.15,11.9295,115.651
P2PCollector+nearest (k=1),1,SPATIAL_IMBALANCE,20,1,20000,1,4,1,n/a,0.23850000000000002,1706.73,15.514500000000002,118.102
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,5,1,1000,1,4,1,n/a,0.01,12812.788,42.472,46.307
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,5,1,5000,1,4,1,n/a,0.011,3744.8959999999997,31.299,133.09099999999998
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,5,1,10000,1,4,1,n/a,0.017,2564.3360000000002,24.805,147.509
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,5,1,20000,1,4,1,n/a,0.023,2322.772,25.368000000000002,159.535
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,10,1,1000,1,4,1,n/a,0.02,10054.291000000001,43.1605,54.6745
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,10,1,5000,1,4,1,n/a,0.037,2836.83,19.9945,105.35
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,10,1,10000,1,4,1,n/a,0.0505,2039.045,17.9725,114.002
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,10,1,20000,1,4,1,n/a,0.052500000000000005,1867.437,17.4845,121.227
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,20,1,1000,1,4,1,n/a,0.0655,8810.3295,44.4675,67.0765
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,20,1,5000,1,4,1,n/a,0.151,1879.3509999999999,13.24,112.773
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,20,1,10000,1,4,1,n/a,0.195,1635.691,13.117500000000001,116.24849999999999
P2PCollector+nearest (k=1),1,SPATIAL_ISLANDS,20,1,20000,1,4,1,n/a,0.211,1801.238,15.881,121.42
P2PCollector+nearest (k=2),2,BASELINE,5,1,1000,1,4,1,n/a,0.031,8351.432,112.58900000000001,613.2909999999999
P2PCollector+nearest (k=2),2,BASELINE,5,1,5000,1,4,1,n/a,0.03,4021.6040000000003,51.794000000000004,304.577
P2PCollector+nearest (k=2),2,BASELINE,5,1,10000,1,4,1,n/a,0.028999999999999998,3103.524,36.972,213.37199999999999
P2PCollector+nearest (k=2),2,BASELINE,5,1,20000,1,4,1,n/a,0.026000000000000002,2741.688,31.308,177.066
P2PCollector+nearest (k=2),2,BASELINE,10,1,1000,1,4,1,n/a,0.0985,5659.411,76.31750000000001,422.68100000000004
P2PCollector+nearest (k=2),2,BASELINE,10,1,5000,1,4,1,n/a,0.08299999999999999,2474.787,26.9635,204.7285
P2PCollector+nearest (k=2),2,BASELINE,10,1,10000,1,4,1,n/a,0.063,2013.545,18.9405,149.783
P2PCollector+nearest (k=2),2,BASELINE,10,1,20000,1,4,1,n/a,0.05700000000000001,2219.6220000000003,22.349,136.84949999999998
P2PCollector+nearest (k=2),2,BASELINE,20,1,1000,1,4,1,n/a,0.3485,3954.9665,51.6245,338.1775
P2PCollector+nearest (k=2),2,BASELINE,20,1,5000,1,4,1,n/a,0.28200000000000003,1989.2915,18.488,174.9315
P2PCollector+nearest (k=2),2,BASELINE,20,1,10000,1,4,1,n/a,0.217,1778.4045,14.6905,134.01749999999998
P2PCollector+nearest (k=2),2,BASELINE,20,1,20000,1,4,1,n/a,0.2165,2011.7775000000001,18.625,129.69400000000002
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,5,1,1000,1,4,1,n/a,0.01,13469.168,28.756,40.867000000000004
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,5,1,5000,1,4,1,n/a,0.012,3796.504,29.412,138.285
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,5,1,10000,1,4,1,n/a,0.019,2311.62,23.274,151.97
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,5,1,20000,1,4,1,n/a,0.028999999999999998,2386.4,27.336000000000002,156.799
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,10,1,1000,1,4,1,n/a,0.02,12038.021,37.058499999999995,47.6975
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,10,1,5000,1,4,1,n/a,0.032,2951.638,22.128,114.30799999999999
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,10,1,10000,1,4,1,n/a,0.053000000000000005,1817.493,15.7655,121.28699999999999
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,10,1,20000,1,4,1,n/a,0.073,1909.1,18.823,120.65299999999999
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,20,1,1000,1,4,1,n/a,0.0625,9910.041500000001,50.7695,61.371
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,20,1,5000,1,4,1,n/a,0.11750000000000001,2259.8035,16.1565,115.20450000000001
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,20,1,10000,1,4,1,n/a,0.2165,1578.905,13.1155,117.84349999999999
P2PCollector+nearest (k=2),2,SPATIAL_IMBALANCE,20,1,20000,1,4,1,n/a,0.3005,1798.4740000000002,17.070500000000003,120.391
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,5,1,1000,1,4,1,n/a,0.01,12812.788,42.472,46.307
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,5,1,5000,1,4,1,n/a,0.01,3892.744,32.503,133.179
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,5,1,10000,1,4,1,n/a,0.017,2547.6719999999996,26.062,152.618
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,5,1,20000,1,4,1,n/a,0.025,2368.3959999999997,26.187,161.403
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,10,1,1000,1,4,1,n/a,0.0205,10086.006,43.298,54.416
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,10,1,5000,1,4,1,n/a,0.037,2698.184,21.182499999999997,108.47349999999999
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,10,1,10000,1,4,1,n/a,0.048,2042.0759999999998,17.653,117.36500000000001
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,10,1,20000,1,4,1,n/a,0.0605,2032.416,20.2835,126.29549999999999
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,20,1,1000,1,4,1,n/a,0.0655,8805.278,44.5805,67.1365
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,20,1,5000,1,4,1,n/a,0.15350000000000003,1870.3044999999997,13.318000000000001,114.3395
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,20,1,10000,1,4,1,n/a,0.195,1713.4904999999999,14.427000000000001,119.623
P2PCollector+nearest (k=2),2,SPATIAL_ISLANDS,20,1,20000,1,4,1,n/a,0.246,1951.0135000000002,18.3625,126.09400000000001
P2PCollector+nearest (k=5),5,BASELINE,5,1,1000,1,4,1,n/a,0.03,8900.047999999999,126.30199999999999,597.9590000000001
P2PCollector+nearest (k=5),5,BASELINE,5,1,5000,1,4,1,n/a,0.031,4006.976,50.705,296.149
P2PCollector+nearest (k=5),5,BASELINE,5,1,10000,1,4,1,n/a,0.024,2775.116,31.248,195.00799999999998
P2PCollector+nearest (k=5),5,BASELINE,5,1,20000,1,4,1,n/a,0.026000000000000002,2617.284,29.025,164.7
P2PCollector+nearest (k=5),5,BASELINE,10,1,1000,1,4,1,n/a,0.0995,5916.5830000000005,81.32849999999999,486.75200000000007
P2PCollector+nearest (k=5),5,BASELINE,10,1,5000,1,4,1,n/a,0.08299999999999999,2558.418,28.124000000000002,219.0795
P2PCollector+nearest (k=5),5,BASELINE,10,1,10000,1,4,1,n/a,0.0655,2099.261,20.3605,155.91649999999998
P2PCollector+nearest (k=5),5,BASELINE,10,1,20000,1,4,1,n/a,0.059,2246.538,22.813499999999998,135.36700000000002
P2PCollector+nearest (k=5),5,BASELINE,20,1,1000,1,4,1,n/a,0.348,3939.5275,51.54,323.16549999999995
P2PCollector+nearest (k=5),5,BASELINE,20,1,5000,1,4,1,n/a,0.2765,1953.0255000000002,17.853,169.535
P2PCollector+nearest (k=5),5,BASELINE,20,1,10000,1,4,1,n/a,0.22000000000000003,1949.6770000000001,17.647,139.5045
P2PCollector+nearest (k=5),5,BASELINE,20,1,20000,1,4,1,n/a,0.2865,2187.0895,21.622999999999998,133.5155
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,5,1,1000,1,4,1,n/a,0.01,13469.168,28.756,40.867000000000004
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,5,1,5000,1,4,1,n/a,0.011,3808.668,29.649,138.502
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,5,1,10000,1,4,1,n/a,0.020999999999999998,2354.904,23.509,152.175
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,5,1,20000,1,4,1,n/a,0.034,2425.832,27.845,158.001
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,10,1,1000,1,4,1,n/a,0.022,12038.023,37.058499999999995,47.6975
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,10,1,5000,1,4,1,n/a,0.037,2926.457,22.5435,115.503
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,10,1,10000,1,4,1,n/a,0.053000000000000005,1871.217,16.785999999999998,122.55799999999999
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,10,1,20000,1,4,1,n/a,0.089,2057.013,21.337,124.701
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,20,1,1000,1,4,1,n/a,0.063,9880.127499999999,50.6745,61.7025
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,20,1,5000,1,4,1,n/a,0.11300000000000002,2284.369,16.732,116.797
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,20,1,10000,1,4,1,n/a,0.225,1679.511,14.831,120.74950000000001
P2PCollector+nearest (k=5),5,SPATIAL_IMBALANCE,20,1,20000,1,4,1,n/a,0.3955,1899.486,18.753999999999998,122.833
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,5,1,1000,1,4,1,n/a,0.01,12812.788,42.472,46.307
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,5,1,5000,1,4,1,n/a,0.011,3796.072,33.802,133.908
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,5,1,10000,1,4,1,n/a,0.018,2634.596,27.183,155.004
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,5,1,20000,1,4,1,n/a,0.027999999999999997,2413.272,26.934000000000005,164.74099999999999
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,10,1,1000,1,4,1,n/a,0.0215,10087.604000000001,43.3395,54.405499999999996
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,10,1,5000,1,4,1,n/a,0.039,2681.7470000000003,21.669999999999998,108.8545
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,10,1,10000,1,4,1,n/a,0.0495,2107.577,20.066499999999998,121.85149999999999
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,10,1,20000,1,4,1,n/a,0.074,2158.492,22.4645,131.95999999999998
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,20,1,1000,1,4,1,n/a,0.0655,8760.6935,45.088,67.4385
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,20,1,5000,1,4,1,n/a,0.16,1957.4829999999997,14.414000000000001,116.55199999999999
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,20,1,10000,1,4,1,n/a,0.219,1870.4805000000001,17.0765,124.98299999999999
P2PCollector+nearest (k=5),5,SPATIAL_ISLANDS,20,1,20000,1,4,1,n/a,0.3275,2140.812,21.631,132.764
SinglePassenger,0,BASELINE,5,1,-1,-1,-1,-1,n/a,0.0,3251.04,39.935,193.621
SinglePassenger,0,BASELINE,10,1,-1,-1,-1,-1,n/a,0.0,2185.884,21.5885,131.768
SinglePassenger,0,BASELINE,20,1,-1,-1,-1,-1,n/a,0.0,2078.077,19.753,129.002
SinglePassenger,0,SPATIAL_IMBALANCE,5,1,-1,-1,-1,-1,n/a,0.0,2596.84,30.722999999999995,165.61399999999998
SinglePassenger,0,SPATIAL_IMBALANCE,10,1,-1,-1,-1,-1,n/a,0.0,1950.8110000000001,19.494999999999997,121.05550000000001
SinglePassenger,0,SPATIAL_IMBALANCE,20,1,-1,-1,-1,-1,n/a,0.0,1769.578,16.5215,115.8385
SinglePassenger,0,SPATIAL_ISLANDS,5,1,-1,-1,-1,-1,n/a,0.0,2591.672,29.883999999999997,174.83499999999998
SinglePassenger,0,SPATIAL_ISLANDS,10,1,-1,-1,-1,-1,n/a,0.0,1999.1150000000002,19.691,126.0095
SinglePassenger,0,SPATIAL_ISLANDS,20,1,-1,-1,-1,-1,n/a,0.0,2014.609,19.362000000000002,126.061
VehicleRouting,0,BASELINE,5,1,-1,-1,-1,-1,n/a,0.11400000000000002,3043.424,25.741000000000003,169.799
VehicleRouting,0,BASELINE,10,1,-1,-1,-1,-1,n/a,0.6769999999999999,2326.538,19.861,121.2565
VehicleRouting,0,BASELINE,20,1,-1,-1,-1,-1,n/a,7.8215,2149.1915,17.9945,112.4635
VehicleRouting,0,SPATIAL_IMBALANCE,5,1,-1,-1,-1,-1,n/a,0.094,2671.228,24.753999999999998,158.26500000000001
VehicleRouting,0,SPATIAL_IMBALANCE,10,1,-1,-1,-1,-1,n/a,0.5765,2051.3419999999996,18.089,112.87950000000001
VehicleRouting,0,SPATIAL_IMBALANCE,20,1,-1,-1,-1,-1,n/a,6.6370000000000005,1983.691,17.231,106.06200000000001
VehicleRouting,0,SPATIAL_ISLANDS,5,1,-1,-1,-1,-1,n/a,0.092,2703.82,24.282999999999998,162.969
VehicleRouting,0,SPATIAL_ISLANDS,10,1,-1,-1,-1,-1,n/a,0.7070000000000001,2233.022,19.3535,118.04249999999999
VehicleRouting,0,SPATIAL_ISLANDS,20,1,-1,-1,-1,-1,n/a,9.385,2310.419,19.628,115.88699999999999
