metric,taxiCount,clientCount,spawnScenario,factor,level,count,mean,std,min,max,note
Client Travel Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg-revisit,720,12.225464421296296,1.7479949814810014,10.228716666666665,16.453416666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg-total,720,11.152452175925927,0.5524540408681687,10.146533333333334,12.2198,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,RUSH_HOUR,idleRoamingMode,random,720,10.644371342592592,0.7451648419927842,9.430200000000001,11.838533333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,kHops,0,1200,13.065635888888888,6.484797405983895,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,kHops,1,1200,12.97055525,6.418715806641074,8.296316666666666,30.268183333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,kHops,2,1200,12.93570025,6.412092858448557,8.298883333333333,30.268183333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,1000,1200,16.583588055555555,9.820738002914052,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,2000,1200,11.625149222222223,2.856021129028752,9.077316666666666,17.639916666666668,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,3000,1200,10.76315411111111,0.14405812736724244,10.468883333333334,11.114283333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pStrategy,greedy,1800,12.990623861111112,6.437955858255237,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pStrategy,nearest,1800,12.990637064814814,6.437961211866677,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pOverlayShortcuts,0,1800,12.995962333333333,6.450251622289578,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,p2pOverlayShortcuts,1,1800,12.985298592592592,6.425637502870217,8.22805,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,none,720,18.307609027777776,7.630407199448285,10.614866666666668,30.271733333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg,720,9.501986342592593,0.9354475503035566,8.22805,11.041483333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-revisit,720,17.934442916666665,7.665052016646156,10.560216666666667,30.037466666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-total,720,9.505987824074074,0.937331171450957,8.285733333333333,11.06265,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,random,720,9.703126203703704,0.8514347443084407,8.485866666666666,11.114283333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,kHops,0,1200,15.711915555555555,9.395833953677005,9.00225,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,kHops,1,1200,15.542235486111112,9.27102263712584,9.001149999999999,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,kHops,2,1200,15.48628088888889,9.21735512331825,8.967916666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pRqsRadius,1000,1200,20.90029698611111,13.801211389242455,8.967916666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pRqsRadius,2000,1200,14.146869833333334,4.789067115205455,10.022933333333333,23.89375,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pRqsRadius,3000,1200,11.69326511111111,0.5551361879787551,10.959716666666667,13.373716666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pStrategy,greedy,1800,15.580242592592594,9.294279096072772,8.967916666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pStrategy,nearest,1800,15.580045361111111,9.294204082461869,8.967916666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pOverlayShortcuts,0,1800,15.639088064814816,9.34501950090444,8.968316666666668,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,p2pOverlayShortcuts,1,1800,15.521199888888889,9.242808627019977,8.967916666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,idleRoamingMode,none,720,23.5448350462963,10.698815116147287,11.4598,40.680899999999994,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,idleRoamingMode,past-avg,720,10.399741574074074,0.752394207946088,8.967916666666667,11.78555,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,idleRoamingMode,past-avg-revisit,720,22.975178101851853,10.915648934508372,10.959716666666667,40.843783333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,idleRoamingMode,past-avg-total,720,10.397291481481481,0.7415495171604083,9.00225,11.698033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],39,638,SPATIAL_ISLANDS,idleRoamingMode,random,720,10.583673680555556,0.6951702637246133,9.538733333333333,11.859633333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,kHops,0,1200,35.369400222222225,1.5635779240859804,32.64168333333333,39.565083333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,kHops,1,1200,35.34548354166667,1.5407426046363963,32.64393333333333,39.568266666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,kHops,2,1200,35.34049629166667,1.528064372171193,32.647666666666666,39.68321666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pRqsRadius,1000,1200,35.914996555555554,2.4284125530404688,32.64168333333333,39.68321666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pRqsRadius,2000,1200,34.558871249999996,0.4888961738141323,33.909483333333334,35.887899999999995,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pRqsRadius,3000,1200,35.58151225,0.13560326372859227,35.295899999999996,36.0817,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pStrategy,greedy,1800,35.35196772222222,1.5442273744914161,32.64168333333333,39.68321666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pStrategy,nearest,1800,35.35161898148148,1.5438429395500475,32.64168333333333,39.67491666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pOverlayShortcuts,0,1800,35.36197803703704,1.5618870170371768,32.64168333333333,39.68321666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,p2pOverlayShortcuts,1,1800,35.341608666666666,1.5259064984591653,32.64168333333333,39.565083333333334,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,idleRoamingMode,none,720,34.80386574074074,0.5804785396249781,34.018233333333335,35.73941666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,idleRoamingMode,past-avg,720,36.50929460648148,1.6299234381427563,34.71808333333333,39.68321666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,idleRoamingMode,past-avg-revisit,720,34.78207138888889,0.5770362206219571,34.03285,35.74823333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,idleRoamingMode,past-avg-total,720,36.51858118055556,1.6189576438483329,34.69241666666667,39.568266666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,BASELINE,idleRoamingMode,random,720,34.14515384259259,1.0926708251139596,32.64168333333333,35.67431666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,kHops,0,1200,48.24032022222222,4.833142776586067,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,kHops,1,1200,47.649516722222224,4.537996133330715,40.4361,55.8289,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,kHops,2,1200,47.29473223611111,4.357218834392998,40.49151666666667,55.70981666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pRqsRadius,1000,1200,50.07405630555556,5.3557462083305465,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pRqsRadius,2000,1200,46.25552897222222,4.251551128134388,41.582300000000004,52.827133333333336,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pRqsRadius,3000,1200,46.85498390277778,2.8624674773849645,43.84765,51.2604,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pStrategy,greedy,1800,47.73630068518519,4.593217800148076,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pStrategy,nearest,1800,47.72007876851852,4.599309767836697,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pOverlayShortcuts,0,1800,48.00872853703704,4.800441873926539,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,p2pOverlayShortcuts,1,1800,47.44765091666667,4.364595974457897,40.370016666666665,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,idleRoamingMode,none,720,46.64735342592593,3.756525547818699,42.60103333333333,55.10551666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,idleRoamingMode,past-avg,720,52.060998032407404,1.9898209126533053,48.79795,55.880250000000004,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,idleRoamingMode,past-avg-revisit,720,45.46028752314815,3.04814716299121,41.96061666666667,54.46931666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,idleRoamingMode,past-avg-total,720,52.06123807870371,1.9744915104598948,48.74033333333333,55.72818333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,RUSH_HOUR,idleRoamingMode,random,720,42.41107157407407,1.4912561883271533,40.370016666666665,45.061,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,kHops,0,1200,77.86292122222223,41.31684910195724,31.882566666666666,138.39248333333336,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,kHops,1,1200,74.70068925,38.83291678903696,31.23075,138.4822166666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,kHops,2,1200,70.50593797222223,36.516125525280906,30.591416666666664,138.48155,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pRqsRadius,1000,1200,82.43091101388889,45.096195250093245,31.39816666666667,138.4822166666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pRqsRadius,2000,1200,73.59473938888888,37.497735973173505,30.591416666666664,125.41834999999999,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pRqsRadius,3000,1200,67.04389804166667,31.885276307908864,31.557516666666668,112.73668333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pStrategy,greedy,1800,74.35495847222222,39.050306902545145,30.644816666666667,138.4822166666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pStrategy,nearest,1800,74.35807382407407,39.04788861849521,30.591416666666664,138.39248333333336,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pOverlayShortcuts,0,1800,76.88755406481482,40.517704061495024,31.795583333333333,138.4822166666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,p2pOverlayShortcuts,1,1800,71.82547823148148,37.35184479259829,30.591416666666664,138.39248333333336,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,none,720,119.43098148148148,14.375192396477074,84.48706666666666,138.4822166666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,past-avg,720,32.68145472222223,0.6644283108650674,30.853150000000003,34.13328333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-revisit,720,113.05947770833335,19.36981136813749,64.81211666666667,137.3897,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-total,720,32.593681296296296,0.7319463758188445,30.591416666666664,34.02831666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_IMBALANCE,idleRoamingMode,random,720,74.0169855324074,5.222248153198959,60.18438333333334,80.95936666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,kHops,0,1200,117.76003522222221,46.70628705750117,71.0825,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,kHops,1,1200,112.24566659722223,44.723299572846656,62.2778,185.50979999999998,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,kHops,2,1200,102.41961354166666,44.27316379324594,43.40035,185.38606666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pRqsRadius,1000,1200,123.8574322638889,47.11173597740435,73.64128333333333,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pRqsRadius,2000,1200,110.27303133333332,44.0051235943294,55.59158333333333,175.95371666666668,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pRqsRadius,3000,1200,98.29485176388889,42.180979799228226,43.40035,164.44863333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pStrategy,greedy,1800,110.7962456574074,45.68321676316961,43.40035,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pStrategy,nearest,1800,110.82063125,45.68334313717743,43.88778333333333,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pOverlayShortcuts,0,1800,116.8448198611111,46.06529950503208,69.5953,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,p2pOverlayShortcuts,1,1800,104.7720570462963,44.48591128630321,43.40035,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,none,720,165.46874398148148,20.295368144333512,102.15905,185.54173333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,past-avg,720,74.04447310185185,7.977590844453467,47.87835,83.20455,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,past-avg-revisit,720,158.66288481481482,29.619216994963214,70.14638333333333,185.05615,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,past-avg-total,720,73.07758127314816,9.514333412928401,43.40035,82.92991666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Travel Time [min],1685,27762,SPATIAL_ISLANDS,idleRoamingMode,random,720,82.78850909722222,12.236908097227403,59.21378333333334,101.28016666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,kHops,0,1200,3.5328073333333334,1.2192927518530805,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,kHops,1,1200,3.532971305555556,1.2066422983669154,1.9221833333333334,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,kHops,2,1200,3.535682277777778,1.2022487706464862,1.9221833333333334,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pRqsRadius,1000,1200,3.8793445833333333,1.9033385670594951,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pRqsRadius,2000,1200,2.8385997777777776,0.1896131896697457,2.59245,3.5505,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pRqsRadius,3000,1200,3.883516555555555,0.06169409560616811,3.7624833333333334,4.07095,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pStrategy,greedy,1800,3.5338203055555555,1.209248828872783,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pStrategy,nearest,1800,3.5338203055555555,1.2092488288727832,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pOverlayShortcuts,0,1800,3.5365203518518515,1.2144743541611998,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,p2pOverlayShortcuts,1,1800,3.5311202592592594,1.2039945659098055,1.8013833333333333,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,idleRoamingMode,none,720,4.357211250000001,1.397175448868044,2.73825,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,idleRoamingMode,past-avg,720,3.0736046296296298,0.593289217435156,2.2552333333333334,4.015916666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,idleRoamingMode,past-avg-revisit,720,4.325698657407408,1.3608553507923418,2.6621,7.260033333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,idleRoamingMode,past-avg-total,720,3.0608913425925923,0.5994728829517012,2.2200166666666665,3.9874333333333336,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,BASELINE,idleRoamingMode,random,720,2.851695648148148,0.7702353237682742,1.8013833333333333,3.9993166666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,kHops,0,1200,3.8344698888888886,1.3711114871661205,2.1079333333333334,8.96355,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,kHops,1,1200,3.8076362222222224,1.3195302563643017,2.052583333333333,8.963966666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,kHops,2,1200,3.8117269444444446,1.3224041265316557,2.052583333333333,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pRqsRadius,1000,1200,4.6127558055555555,1.9750570697202017,2.052583333333333,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pRqsRadius,2000,1200,2.9265248055555557,0.16738812112911136,2.6056666666666666,3.5067666666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pRqsRadius,3000,1200,3.9145524444444444,0.0672610116336741,3.7448333333333332,4.1871,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pStrategy,greedy,1800,3.817919277777778,1.3376368344437273,2.052583333333333,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pStrategy,nearest,1800,3.817969425925926,1.3378781237551904,2.052583333333333,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pOverlayShortcuts,0,1800,3.825695796296296,1.351711730045476,2.1079333333333334,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,p2pOverlayShortcuts,1,1800,3.8101929074074072,1.3236107201208658,2.052583333333333,8.96355,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,idleRoamingMode,none,720,4.607059490740741,1.7546489251901334,2.8318999999999996,8.997516666666666,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg,720,3.49869212962963,0.521912004743324,2.66895,4.6770000000000005,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg-revisit,720,4.510738935185185,1.6822521612275678,2.7234,8.58945,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,idleRoamingMode,past-avg-total,720,3.504317962962963,0.5222157225965879,2.743133333333333,4.7290833333333335,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,RUSH_HOUR,idleRoamingMode,random,720,2.968913240740741,0.6891710705246875,2.052583333333333,4.026016666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,kHops,0,1200,6.553975,6.460585460229787,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,kHops,1,1200,6.457760833333333,6.375462239540536,1.7444333333333333,23.591099999999997,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,kHops,2,1200,6.419107388888889,6.365070711218173,1.7101166666666667,23.591099999999997,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,1000,1200,9.98996825,9.71190105908487,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,2000,1200,5.251419083333333,3.0809994414516026,2.6059166666666664,11.120333333333333,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pRqsRadius,3000,1200,4.189455888888888,0.064196581955624,4.0040000000000004,4.347466666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pStrategy,greedy,1800,6.476939638888889,6.399873867849055,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pStrategy,nearest,1800,6.476955842592593,6.399881484385671,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pOverlayShortcuts,0,1800,6.483930944444444,6.414397153457553,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,p2pOverlayShortcuts,1,1800,6.469964537037037,6.38531754198061,1.6778166666666665,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,none,720,11.857973564814815,7.520078223036736,4.161016666666667,23.596966666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg,720,2.9480751388888886,0.9082169189268864,1.6778166666666665,4.2853166666666676,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-revisit,720,11.4531625,7.515741999088635,4.091216666666667,23.458333333333332,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,past-avg-total,720,2.952167314814815,0.9114321144106103,1.6832500000000001,4.273516666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_IMBALANCE,idleRoamingMode,random,720,3.173360185185185,0.7976186138741648,2.030666666666667,4.347466666666667,descriptive marginal screen; crossed factors and repeated seeds not modeled
Client Waiting Time [min],39,638,SPATIAL_ISLANDS,kHops,0,1200,8.010758777777777,8.657041666466514,1.7021166666666665,31.7602,descriptive marginal screen; crossed factors and repeated seeds not modeled
