timestamp,algorithm,kHops,p2pRequestRepublishTicks,p2pRqsRadius,taxiCount,clientCount,taxiSeatCount,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,spawnScenario,runIndex,worldSeed,metric,min,max,avg,sum,count,spread
2026-06-17T16:24:10.295174320Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,2,112351614,Client Travel Time [min],66.0,10311.0,2087.0,5.7939365E7,27762,10245.0
2026-06-17T16:24:10.295174320Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,2,112351614,Calculation Time [millis],0.0,14.0,1.98,181802.0,91775,14.0
2026-06-17T16:24:10.295174320Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,2,112351614,Custom Time [micros],0.0,0.0,0.0,0.0,91775,0.0
2026-06-17T16:24:10.295174320Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,2,112351614,Simulation Time [millis],0.0,15.0,2.4,220587.0,91775,15.0
2026-06-17T16:27:56.097904619Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,3,112351615,Taxi Travel Distance [km],0.0,581677.96,266359.6,4.4881592383E8,1685,581677.96
2026-06-17T16:27:56.097904619Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,3,112351615,Client Waiting Time [min],2.0,6959.0,181.51,5036477.0,27748,6957.0
2026-06-17T16:27:56.097904619Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,3,112351615,Client Travel Time [min],41.0,7964.0,2051.46,5.695272E7,27762,7923.0
2026-06-17T16:27:56.097904619Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,3,112351615,Calculation Time [millis],0.0,14.0,1.99,185323.0,93082,14.0
2026-06-17T16:27:56.097904619Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,3,112351615,Custom Time [micros],0.0,0.0,0.0,0.0,93082,0.0
2026-06-17T16:27:56.097904619Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,3,112351615,Simulation Time [millis],0.0,15.0,2.42,224998.0,93082,15.0
2026-06-17T16:31:59.159226521Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,4,112351616,Taxi Travel Distance [km],0.0,613284.9,266880.65,4.4969388785E8,1685,613284.9
2026-06-17T16:31:59.159226521Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,4,112351616,Client Waiting Time [min],2.0,16239.0,270.87,7499080.0,27685,16237.0
2026-06-17T16:31:59.159226521Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,4,112351616,Client Travel Time [min],47.0,17375.0,2151.62,5.9733175E7,27762,17328.0
2026-06-17T16:31:59.159226521Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,4,112351616,Calculation Time [millis],0.0,16.0,1.95,200200.0,102431,16.0
2026-06-17T16:31:59.159226521Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,4,112351616,Custom Time [micros],0.0,0.0,0.0,0.0,102431,0.0
2026-06-17T16:31:59.159226521Z,TaxiAlgorithmP2PCollector,0,15,1000,1685,27762,1,nearest,1,4,0,1,200,false,none,none,BASELINE,4,112351616,Simulation Time [millis],0.0,17.0,2.36,242097.0,102431,17.0
2026-06-17T16:32:00.916378639Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Taxi Travel Distance [km],19215.35,164408.02,68286.25,2663163.92,39,145192.66999999998
2026-06-17T16:32:00.916378639Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Client Waiting Time [min],10.0,4039.0,350.93,214772.0,612,4029.0
2026-06-17T16:32:00.916378639Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Client Travel Time [min],102.0,4117.0,814.48,519636.0,638,4015.0
2026-06-17T16:32:00.916378639Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Calculation Time [millis],0.0,3.0,0.01,1109.0,86544,3.0
2026-06-17T16:32:00.916378639Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Custom Time [micros],0.0,0.0,0.0,0.0,86544,0.0
2026-06-17T16:32:00.916378639Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,1,112351613,Simulation Time [millis],0.0,3.0,0.02,1445.0,86544,3.0
2026-06-17T16:32:02.580587968Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Taxi Travel Distance [km],13540.46,141678.15,65083.01,2538237.21,39,128137.69
2026-06-17T16:32:02.580587968Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Client Waiting Time [min],6.0,5216.0,394.22,239684.0,608,5210.0
2026-06-17T16:32:02.580587968Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Client Travel Time [min],44.0,5217.0,840.06,535958.0,638,5173.0
2026-06-17T16:32:02.580587968Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Calculation Time [millis],0.0,3.0,0.01,1111.0,86902,3.0
2026-06-17T16:32:02.580587968Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Custom Time [micros],0.0,0.0,0.0,0.0,86902,0.0
2026-06-17T16:32:02.580587968Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,2,112351614,Simulation Time [millis],0.0,3.0,0.02,1462.0,86902,3.0
2026-06-17T16:32:03.962087575Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Taxi Travel Distance [km],15799.42,148783.67,71161.1,2775282.83,39,132984.25
2026-06-17T16:32:03.962087575Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Client Waiting Time [min],5.0,4459.0,273.9,172011.0,628,4454.0
2026-06-17T16:32:03.962087575Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Client Travel Time [min],101.0,4505.0,726.02,463202.0,638,4404.0
2026-06-17T16:32:03.962087575Z,TaxiAlgorithmP2PCollector,0,15,1000,39,638,1,nearest,1,4,0,1,200,false,none,none,RUSH_HOUR,3,112351615,Calculation Time [millis],0.0,3.0,0.01,841.0,85882,3.0
