algorithm,kHops,p2pRequestRepublishTicks,p2pRqsRadius,taxiCount,clientCount,taxiSeatCount,p2pStrategy,p2pOverlayMinNeighbors,p2pOverlayMaxNeighbors,p2pOverlayShortcuts,p2pOverlayMaxDistanceFactor,p2pTopologyScanTicks,idleRoamingEnabled,idleRoamingStrategy,idleRoamingMode,spawnScenario,metric,runs,avgOfAvg,stdDevOfAvg,minAvg,maxAvg,avgSpread,minSpread,maxSpread
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_IMBALANCE,Calculation Time [millis],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_IMBALANCE,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_IMBALANCE,Simulation Time [millis],4,0.01,0.0,0.01,0.01,1.0,0.0,4.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_IMBALANCE,Taxi Travel Distance [km],4,497718.52749999997,3132.419467435489,494050.86,502597.02,663346.4025,644309.68,681166.46
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_IMBALANCE,Client Waiting Time [min],4,269.705,2.5602587759834012,265.78,272.89,3598.5,2644.0,4546.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_IMBALANCE,Client Travel Time [min],4,1872.955,6.114983646748381,1864.42,1880.43,5161.75,4921.0,5752.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_IMBALANCE,Calculation Time [millis],4,1.2925,0.04145780987944254,1.24,1.35,32.75,31.0,34.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_IMBALANCE,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_IMBALANCE,Simulation Time [millis],4,1.7675,0.050682837331783276,1.7,1.83,35.0,32.0,38.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Taxi Travel Distance [km],4,103123.8875,1230.0932459243647,101755.8,104376.45,284489.805,270759.09,305776.92
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Client Waiting Time [min],4,229.3775,4.7877415082687955,221.61,233.62,406.0,356.0,456.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Client Travel Time [min],4,675.2824999999999,6.56295426999153,667.1,685.35,1299.75,1262.0,1351.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Calculation Time [millis],4,0.0,0.0,0.0,0.0,0.5,0.0,2.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Simulation Time [millis],4,0.01,0.0,0.01,0.01,4.0,2.0,10.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Taxi Travel Distance [km],4,480098.15,3731.720699509801,474951.76,485479.35,716759.5575,708961.54,722602.73
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Client Waiting Time [min],4,665.4399999999999,97.99068399597994,523.69,800.58,6604.75,6053.0,7209.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Client Travel Time [min],4,2421.2575,90.26552979266225,2290.07,2545.11,8503.25,7935.0,8947.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Calculation Time [millis],4,2.7824999999999998,0.08466847110938049,2.69,2.92,32.0,28.0,35.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-total,past-avg-total,SPATIAL_ISLANDS,Simulation Time [millis],4,3.2975,0.09756408150543924,3.2,3.46,33.5,30.0,37.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Taxi Travel Distance [km],4,103361.065,1072.1592210231647,101518.19,104086.71,382119.515,354073.88,399555.76
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Client Waiting Time [min],4,230.71999999999997,3.4912963208527645,226.82,236.21,386.0,359.0,453.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Client Travel Time [min],4,700.77,7.945045626048988,688.68,708.15,1310.5,1266.0,1352.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Calculation Time [millis],4,0.0,0.0,0.0,0.0,1.25,0.0,5.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Simulation Time [millis],4,0.01,0.0,0.01,0.01,3.75,0.0,5.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Taxi Travel Distance [km],4,661281.7225,747.8423584344251,660414.17,662231.92,79057.78750000003,76482.44000000006,83670.4900000001
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Client Waiting Time [min],4,244.6625,1.0529096589926412,243.1,245.88,390.75,378.0,424.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Client Travel Time [min],4,2134.0725,7.476852195275729,2127.89,2146.85,4995.5,4966.0,5042.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Calculation Time [millis],4,1.06,0.04183300132670372,1.02,1.13,30.75,26.0,39.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,BASELINE,Simulation Time [millis],4,1.5550000000000002,0.056789083458002695,1.5,1.65,32.5,28.0,40.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Taxi Travel Distance [km],4,101190.19499999999,818.9044542100138,100206.18,102269.29,259155.74,235157.94,278339.49000000005
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Client Waiting Time [min],4,232.3275,3.148653482045941,226.89,234.53,561.0,382.0,833.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Client Travel Time [min],4,690.4849999999999,6.843305122526705,682.03,698.95,1388.25,1252.0,1677.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Calculation Time [millis],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Simulation Time [millis],4,0.01,0.0,0.01,0.01,5.25,0.0,9.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Taxi Travel Distance [km],4,447150.15499999997,1721.8770398245465,445210.08,449834.22,292377.8125,288134.05999999994,296578.2899999999
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Client Waiting Time [min],4,854.0899999999999,17.692788078762494,827.28,877.01,10847.0,10443.0,11591.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Client Travel Time [min],4,2661.2725,22.18599375168931,2629.03,2691.73,12486.5,12151.0,12657.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Calculation Time [millis],4,1.2349999999999999,0.03774917217635378,1.21,1.3,28.75,27.0,31.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,RUSH_HOUR,Simulation Time [millis],4,1.6825,0.050682837331783276,1.65,1.77,30.0,28.0,32.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Taxi Travel Distance [km],4,96144.69999999998,934.2677346189384,94577.15,96910.42,336937.34,317554.83,380016.22
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Client Waiting Time [min],4,251.5,1.1176985282266374,249.94,252.98,366.25,359.0,371.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Client Travel Time [min],4,646.595,5.181845713642986,640.12,652.23,1225.0,1172.0,1275.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Calculation Time [millis],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Simulation Time [millis],4,0.01,0.0,0.01,0.01,4.5,0.0,10.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Taxi Travel Distance [km],4,739424.6849999999,1227.2153451310148,737304.19,740239.86,25351.45000000004,22796.95000000007,27444.980000000098
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Client Waiting Time [min],4,2892.3500000000004,26.166989700766134,2872.82,2937.3,12905.5,12642.0,13248.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Client Travel Time [min],4,4215.8475,27.664979102648736,4195.62,4263.48,13414.5,12916.0,13860.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Calculation Time [millis],4,3.345,0.03201562118716422,3.32,3.4,32.25,31.0,33.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_IMBALANCE,Simulation Time [millis],4,3.915,0.03905124837953326,3.88,3.98,33.5,33.0,34.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Taxi Travel Distance [km],4,105547.88750000001,2224.254990883183,101892.58,107418.82,284537.6025,264049.60000000003,304507.01
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Client Waiting Time [min],4,237.54,1.8614779074702967,234.53,239.53,509.0,421.0,585.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Client Travel Time [min],4,683.3175,5.951534991075863,679.03,693.57,1326.25,1194.0,1521.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Calculation Time [millis],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Simulation Time [millis],4,0.01,0.0,0.01,0.01,2.75,2.0,3.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Taxi Travel Distance [km],4,736002.0574999999,3097.6259111969125,732739.8,739903.71,32219.8425,29648.01000000001,34944.619999999995
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Client Waiting Time [min],4,2919.6175000000003,38.97202931270069,2878.7,2964.73,20804.0,20469.0,21374.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Client Travel Time [min],4,4411.797500000001,38.723576394103965,4367.93,4453.59,21038.5,20643.0,21598.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Calculation Time [millis],4,3.295,0.04387482193696071,3.26,3.37,30.5,30.0,31.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,0,1,200,true,past-avg-revisit,past-avg-revisit,SPATIAL_ISLANDS,Simulation Time [millis],4,3.8774999999999995,0.04264680527308008,3.84,3.95,32.0,31.0,33.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Taxi Travel Distance [km],4,95082.09,663.8637537175827,94105.28,95978.56,387037.9125,366329.65,397514.78
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Client Waiting Time [min],4,234.88750000000002,2.9803722502398893,231.91,239.85,439.5,356.0,674.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Client Travel Time [min],4,704.9175,4.701863327447928,697.57,710.66,1286.0,1217.0,1344.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Calculation Time [millis],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Simulation Time [millis],4,0.01,0.0,0.01,0.01,4.25,4.0,5.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Taxi Travel Distance [km],4,291096.035,1008.8644223209508,290305.54,292821.22,709452.0149999999,704408.01,713902.43
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Client Waiting Time [min],4,247.535,0.7396789844250018,246.5,248.59,650.25,422.0,983.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Client Travel Time [min],4,2136.9300000000003,7.389989851143317,2131.1,2149.55,5010.5,4940.0,5096.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Calculation Time [millis],4,0.9724999999999999,0.0376662979332984,0.91,1.01,21.25,20.0,25.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,BASELINE,Simulation Time [millis],4,1.3924999999999998,0.042646805273079895,1.32,1.43,23.25,20.0,26.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Taxi Travel Distance [km],4,93022.98250000001,682.7435529675498,91990.72,93723.46,291786.32000000007,274973.38,317956.14
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Client Waiting Time [min],4,232.7925,3.0977925608407006,228.93,236.51,518.25,405.0,595.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Client Travel Time [min],4,690.725,5.691438746046554,683.01,698.27,1334.25,1252.0,1407.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Calculation Time [millis],4,0.0,0.0,0.0,0.0,0.5,0.0,2.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Simulation Time [millis],4,0.01,0.0,0.01,0.01,1.75,1.0,3.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Taxi Travel Distance [km],4,277380.8425,311.9580883207715,277079.75,277904.0,545385.23,538193.11,549308.05
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Client Waiting Time [min],4,875.6025000000001,16.205513529351688,849.27,893.32,11322.5,11109.0,11789.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Client Travel Time [min],4,2681.465,18.869230906425397,2651.96,2704.52,12759.0,11826.0,13382.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Calculation Time [millis],4,1.315,0.05315072906367329,1.23,1.36,27.25,24.0,30.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,RUSH_HOUR,Simulation Time [millis],4,1.735,0.06800735254367718,1.62,1.79,28.75,25.0,32.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Taxi Travel Distance [km],4,87534.06749999999,557.86422534408,86583.48,87994.73,355676.82,338860.57,363174.75
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Client Waiting Time [min],4,253.31,2.820070921094001,251.11,258.07,363.0,360.0,366.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Client Travel Time [min],4,648.4075,3.929697030306545,641.77,651.57,1206.75,1161.0,1275.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Calculation Time [millis],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Simulation Time [millis],4,0.01,0.0,0.01,0.01,6.0,0.0,8.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Taxi Travel Distance [km],4,141524.895,1155.3260643320532,140019.03,143203.18,748433.39,723508.81,775168.17
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Client Waiting Time [min],4,5242.6675000000005,27.07153151836813,5202.97,5270.43,23868.5,22572.0,26353.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Client Travel Time [min],4,6628.297500000001,18.447921800300566,6600.62,6649.52,24101.75,22945.0,26575.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Calculation Time [millis],4,3.295,0.04031128874149273,3.24,3.35,19.25,15.0,23.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_IMBALANCE,Simulation Time [millis],4,3.7275,0.04380353866983813,3.67,3.79,20.0,15.0,23.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Taxi Travel Distance [km],4,90360.27500000001,648.7333241209367,89406.83,91111.63,312031.49750000006,274116.51,413325.74
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Client Waiting Time [min],4,341.46500000000003,27.286317541947657,298.02,368.23,2431.0,1716.0,2845.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Client Travel Time [min],4,776.3575000000001,30.28574778257916,729.58,803.36,2669.0,1995.0,3137.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Calculation Time [millis],4,0.01,0.0,0.01,0.01,2.0,2.0,2.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,39,638,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Simulation Time [millis],4,0.01,0.0,0.01,0.01,2.0,2.0,2.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Taxi Travel Distance [km],4,97403.685,1065.8371438568834,96042.03,98462.02,720453.32,693056.44,744514.52
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Client Waiting Time [min],4,7681.905000000001,31.572308673899634,7641.27,7729.93,27220.25,26325.0,28267.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Client Travel Time [min],4,9856.115,28.032257757805116,9816.82,9893.62,28310.75,27580.0,29457.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Calculation Time [millis],4,4.077500000000001,0.01920286436967169,4.06,4.11,15.0,14.0,16.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Custom Time [micros],4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TaxiAlgorithmP2PCollector,0,15,3000,1685,27762,1,greedy,1,4,1,1,200,false,none,none,SPATIAL_ISLANDS,Simulation Time [millis],4,4.5375,0.02046338192968142,4.52,4.57,16.0,15.0,17.0
